	ARNT2	ARX	ASCL1	ASCL2	CCDC17	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HEY1	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
GO_SECRETION		BRSK2 FZD4 ILDR2 PRKCG SCG3 SLC30A8 SNAP25 SPP1 SRCIN1 SSTR5 STX1A SYN1 SYT2 TRPM2 UCN3	ABCC4 ACE ADCY1 ASIC1 CACNA1G CADPS CELSR2 CRISPLD2 FFAR2 FZD4 KCNAB2 NPPB NTRK2 PARD6A POU2F2 PTPRN2 SIRPA SOCS1 STX2	ACE ADCY5 CRISP3 FZD4 NPPB NRXN2 POU2F2 RSAD2 SIRPA SOCS1 SSTR5 TRPM2	IGF2 OR51E2	APBB1 BAIAP3 BRSK1 BRSK2 CACNA1C CDK5R2 CRISP3 KCNJ11 LGI3 LIN7A NR4A3 NRXN2 RAPGEF4 RFX6 RSAD2 SCG3 SCT SNAP25 SOCS1 SYN1 SYNGR3 SYP WNK3			AGT AVPR1B BAIAP3 CACNA1C CACNA1E CACNA2D2 CACNB2 CEP290 CHRNA5 CNR1 CPE CPLX2 CRH GIP HAP1 LGI3 MMRN1 NR4A3 NRXN2 POU2F2 PRKCG PTPRN SFRP1 SLC26A7 SLC30A8 SRCIN1 STXBP5L SV2A SYP SYT2 UCN3 WNK3	ADCY1 APLN CACNA1E CACNA1G CHRNA5 CRISPLD2 DRD2 FFAR2 HAP1 HSPA6 IGF2 NRXN2 PTPRN2 RAB3C SCG2 SLC1A2 SPARC SSTR5 TRPM2 UCN3 UNC13A		ADCY1 ADCY5 APLN CHRNA3 CHRNA5 CHRNB2 GIP STX1A STXBP5L TTR					ADCY1 AIF1 CHGA PRKCG STX1A STXBP1 STXBP5L SYT5		ADORA2A APLN BRSK1 CHRNA5 CPE CSF1R FABP5 FFAR2 NR4A3 PARD6A SCG5 SOCS1 SYNGR3 TTR		AGT CACNA1C CACNA1E NRXN2 PTPRN SCG3 SNAP25 TRPM2 TTR		ABCC4 APOA1 ARL4D ASIC1 CACNA1G CELSR2 CEP290 GAL GIP ISL1 ITPR1 KCNAB2 SCG2 SLC30A8 STX1A SYN1 SYP TFF2 UCN3	ACE BST2 CNR1 IL11 SLC26A7	ABCC4 AIF1 CACNA1C CACNA1E CACNA1G CHGA HSPA6 LGI3 NTRK2 POU2F2 PTPRN SCT SIRPA SLC30A8 SPARC									ADCY1 APLN ARHGAP9 CACNA1E CACNA1G CACNA1H CACNA2D2 CADPS CSF1R HSPA6 ITPR1 LTF PTPRN2 RAB3C SSTR5 SYNGR3		ADORA2A BRSK1 CACNA1G CDK5R2 CRISP3 GRIK5 ILDR2 ISL1 KCNAB2 LIN7A NTRK2 PRRT2 SIRPA SNAP25 SOX4 STX2			APLN CELSR2 ITPR1 KCNAB2 MAFA NTRK2				ABCC8 AGT APBB1 ASIC1 BAIAP3 BRSK1 CACNA1A CACNA1C CDK5R2 CES1 CHGA CHRNA5 CPLX2 DRD2 FABP5 FFAR1 FZD4 GIP GRIK5 HAP1 ISL1 LGI3 MMRN1 NFASC NRXN2 POU2F2 RAB26 RAB3C SCG5 SIRPA SNAP25 SPP1 SRCIN1 STX1A STX2 STXBP5L SV2A SYP TFF2 UCN3 VGF		ISL1 STXBP5L SYP SYT5 TAC1		ADORA2A AGT AIF1 ARHGAP9 ARL4D AVPR1B BAIAP3 BRSK1 CACNA1C CACNA1G CDK5R2 CEP290 CPE CXCL12 GAL GHRL HSPA6 ISL1 NEUROD1 NRXN2 NTRK2 POU2F2 PRRT2 PTPRN RAB26 RFX6 SCG5 SCT SOCS1 SYN1 SYNGR3 SYT2 VGF		AVPR1B CES1 CRH SCT TAC1 VGF	AGT BST2 CACNA1B CES1 GPR119 HRH3 LGI3 LTF SOX4	ACE AIF1 CPE FFAR2 GCK IL11 NPPB PTPRN2 SCG5 SOCS1 SYT5 TTR		AIF1 CDK5R2 CNR1 CPE CPLX2 CRH CSF1R GAL GRIK5 LGI3 NCS1 NKX6-1 NPPB STXBP1 SYP		
GO_SECRETION_BY_TISSUE						SCT WNK3																																											SCT TAC1						
GO_SECRETORY_GRANULE			ABCC4 CADPS CRISPLD2 KCNAB2 PCSK2 PTPRN2 SIRPA SPAG8	CRISP3 LAMP3 SIRPA SV2B TRPM2				CEP290 HSPA6 ICA1L KLK12 LAMP3 SFTPA2 SV2B ZG16		ARC CLCA1 CRISPLD2 DRD2 HSPA6 IGF2 PTPRN2 SCG2 SFTPA2 SPAG8 SPARC TRPM2					CARTPT ITPR1		ARC CHGA STX1A STXBP1 STXBP5L SYT5 ZG16				PTPRN SCG3 SNAP25 SPAG8 TRPM2 TTR		ABCC4 APOA1 CEP290 GAL GIP ITPR1 KCNAB2 PCSK2 SCG2 SLC30A8 STX1A SV2B ZG16		ABCC4 CHGA HSPA6 ICA1L NPY PCSK1 PTPRN SIRPA SLC30A8 SPARC STK31 SV2B			APOA1 CRISP3 NCS1 SFTPA2 TTR						ARHGAP9 CADPS HSPA6 ITPR1 KIF1A LTF PTPRN2 SFTPA2										ABCC4 CADPS CEP290 CHRNB4 CRISPLD2 DRD2 KCNAB2 SCG5 SPAG8 TSSK4			ARC ARHGAP9 CEP290 CHGB CPE GAL GHRL HSPA6 PCSK1 PCSK2 PTPRN RAB26 SCG5 SYT2 TCTEX1D4				CPE PCSK1N PTPRN2 SCG5 SYT5 TTR ZG16				
GO_SECRETORY_GRANULE_LOCALIZATION																																											KIF5A MAP2												
GO_SECRETORY_GRANULE_MEMBRANE		SCG3 SLC30A8 SNAP25 SYT2 TRPM2	ABCC4 CADPS KCNAB2 PTPRN2 SIRPA	LAMP3 SIRPA TRPM2																	SCG3 SNAP25 TRPM2		ABCC4 ITPR1 KCNAB2 SLC30A8 ZG16											CADPS ITPR1 KIF1A PTPRN2		KCNAB2 KIF1A SIRPA SNAP25			ITPR1 KCNAB2							PTPRN2 TMEM190					CPE PTPRN2 SYT5 ZG16				
GO_SECRETORY_GRANULE_ORGANIZATION									BAIAP3 PTPRN																																						BAIAP3 PTPRN								
GO_SECRETORY_VESICLE		ICA1L SCG3 SLC18A1 SLC30A8 SNAP25 STX1A SV2B SYN1 SYT2 TRPM2	ABCC4 CADPS CRISPLD2 DPYSL3 KCNAB2 PCSK2 PTPRN2 SIRPA SPAG8 STX2			ARC ATP6V1B1 BRSK1 CHGB CRISP3 KCNJ11 LGI3 SCG3 SNAP25 SVOP SYN1 SYNGR3 SYP TMEM190 ZG16		ATP6V1B1 ATP6V1G2 CEP290 HSPA6 ICA1L KLK12 LAMP3 SFTPA2 SLC18A1 SV2B ZG16	ATP6V1G2 BSN CEP290 CPE GIP HAP1 KIRREL3 LGI3 MMRN1 PCSK2 PTPRN SLC30A8 SLC6A17 STXBP5L SV2A SV2B SVOP SYP SYT2 TCTEX1D4 TSSK4	ARC ATP6V1G2 CLCA1 CRISPLD2 CTTNBP2 DDC DPYSL3 DRD2 HAP1 HSPA6 IGF2 PTPRN2 RAB3C SCG2 SFTPA2 SPAG8 SPARC TRPM2 UNC13A	CLCA1 CRISP3 DDC GHRL GIP HAP1 HSPA6 RAB3C		ATP6V1G2 CLCN4 CRISPLD2 CTTNBP2 KCNAB2 KLK12 LTF MMRN1 STK31 ZG16		CARTPT ITPR1		ARC CHGA STX1A STXBP1 STXBP5L SYT5 ZG16						ABCC4 APOA1 CEP290 GAL GIP ITPR1 KCNAB2 KIRREL3 PCSK2 SCG2 SLC30A8 STX1A SV2B SYN1 SYP ZG16		ABCC4 ATP6V1B1 CHGA CTTNBP2 HSPA6 ICA1L LGI3 NPY PCSK1 PTPRN SIRPA SLC30A8 SPARC STK31 SV2B			APOA1 CRISP3 NCS1 SFTPA2 SLC18A1 TTR			ARC GRIN1 KCNJ11 PRRT2 SV2A TMEM190			ARHGAP9 CADPS HSPA6 ITPR1 KIF1A LTF PTPRN2 RAB3C SFTPA2 SYNGR3		AMPH BRSK1 CRISP3 KCNAB2 KIF1A KIRREL3 NPY PRRT2 SIRPA SNAP25 SPAG8 STX2					AMPH ARC ATP6V1G2 CPE DRD2 NFASC PRRT2 RAB26 SCGB1A1 SERPINI1 STK31 SV2B TCTEX1D4	ABCC4 CHGB DDC FABP5 PRRT2 SCG5 STX2 SYN1 ZG16	AMPH ATP6V1G2 BRSK1 BSN CHGA DRD2 FABP5 GIP HAP1 KIRREL3 LGI3 MMRN1 NFASC PCSK1 PCSK1N PCSK2 RAB26 RAB3C SCG5 SCGB1A1 SIRPA SLC18A1 SNAP25 STX1A STX2 STXBP5L SV2A SV2B SVOP SYP TCTEX1D4 TMEM190	ABCC4 ATP6V1B1 CADPS CEP290 CHRNB4 CRISPLD2 DRD2 HAP1 KCNAB2 SCG5 SLC6A17 SPAG8 TSSK4	STXBP5L SYP SYT5	DDC PTPRN2 TMEM190	ARC ARHGAP9 BRSK1 CEP290 CHGB CPE DDC GAL GHRL HSPA6 KIRREL3 PCSK1 PCSK2 PRRT2 PTPRN RAB26 SCG5 SVOP SYN1 SYNGR3 SYT2 TCTEX1D4				CPE DDC DPYSL3 PCSK1N PTPRN2 SCG5 SVOP SYT5 TTR ZG16				
GO_SEGMENTATION																										DLL1 NKD1 SFRP1																													
GO_SEMI_LUNAR_VALVE_DEVELOPMENT										DLL4 HEY1																															DLL4 HEY1														
GO_SENSORY_ORGAN_DEVELOPMENT						ATP6V1B1 CACNA1C CELF4 GRHL3 LIN7A MFAP2 NINJ1 NR4A3 SPRED3 STRC			CABP4 CACNA1C CELF4 CEP290 CRYBA2 FJX1 MAFB MYO3A NR4A3 PAX6 PBX3 RET SLC25A27 SPRED3 STRC USH2A	BCL2 DLL4 DRD2 EPHA4 GABRB3 GRHL3 KCNK3 LRIG1 NKD1 SPARC		BCL2 FGF9 FJX1 PAX6 TMOD1					CABP4 CELF4 MCOLN3 PBX3					DLL4 DRD2 FLT1 LRIG1 NINJ1 SPARC STRC	CEP290 DLL1 LRIG1 MYO3A PBX3 SIX2 SLITRK6 SMOC1 STRC		ATP6V1B1 CABP4 CACNA1C CELF4 CRYBA2 GDF11 IGFN1 LRIG1 MCOLN3 NINJ1 NKD1 NTRK2 PAX6 PROX1 SPARC	CABP4 DCHS1 DLL1 GDF11 IGFN1 NKD1 PDE6B SLITRK6 WNT9A				DCHS1 EPHA4 NTRK2 SDK1			DRD2 FBN1 GRHL3 PBX3 SLITRK6 TMOD1	BCL2 DLL4 FGF9 GRHL3 IGFN1 KCNK3 LRIG1 MCOLN3 PROX1 USH2A	DLL1 DLL4 DRD2 FGF9 FJX1 FLT1 PROX1 RD3 SIX2 STRC	CRYBA2 DLL4 LIN7A NTRK2 STRC USH2A	BCL2 EPHA4 FZD4 PAX6					DCHS1 FZD4 RD3 SIX2 SMOC1 TMOD1	CACNA1C CRYBA2 DRD2 FGF9 FZD4 MAFB MCOLN3 MYO3A NINJ1 PBX3 PDE6B RET SLITRK6 SMOC1 SPRED3 TMOD1 USH2A	ATP6V1B1 CEP290 DRD2 FZD4 NKD1 NR4A3 SLC25A27 SLITRK6 USH2A WNT9A		MAFB MFAP2 NINJ1 RET TMOD1	ASCL2 CABP4 CACNA1C CEP290 CRYBA2 DCHS1 KCNK3 MYO3A NEUROD1 NTRK2 RD3 SDK2 SIX2 STRC TMOD1 USH1G		NINJ1 STRC USH2A				CRYBA2 DLL4 MYO3A NKD1 PDE6B SPRED3 WNT9A		
GO_SENSORY_ORGAN_MORPHOGENESIS						ATP6V1B1 GRHL3 MFAP2 NR4A3 STRC			CABP4 CEP290 FJX1 MAFB MYO3A NR4A3 PAX6 STRC			BCL2 FGF9 FJX1 PAX6											CEP290 DLL1 LRIG1 MYO3A SIX2 SLITRK6 STRC		ATP6V1B1 CABP4 GDF11 IGFN1 LRIG1 NKD1 NTRK2 PAX6 PROX1	CABP4 DLL1 GDF11 IGFN1 NKD1 SLITRK6 WNT9A							FBN1 GRHL3 SLITRK6	BCL2 FGF9 GRHL3 IGFN1 LRIG1 PROX1	DLL1 FGF9 FJX1 PROX1 SIX2 STRC									ATP6V1B1 CEP290 NKD1 NR4A3 SLITRK6 WNT9A		MAFB MFAP2	CABP4 CEP290 MYO3A NTRK2 SDK2 SIX2 STRC USH1G						MYO3A NKD1 WNT9A		
GO_SENSORY_PERCEPTION																																												ASIC1 ATP6V1B1 CNGA4 DRD2 FZD4 GJD2 SCN3B SLITRK6 SRRM4 TRPM3 USH2A					RGS16 STRC TAC1 USH2A				CNR1 CRYBA2 DLL4 MYO3A PDE6B REEP2 SPTBN4		
GO_SENSORY_PERCEPTION_OF_LIGHT_STIMULUS									CABP4 CACNB2 CNGA3 CRYBA2 IMPG1 MYO3A PAX6 RGS16 USH2A	DLL4 EYA4 RGS16 RGS9									CRYBA2 DLL4 LRAT USH1G						CABP4 CRYBA2 LRAT PAX6	CABP4 FAM161A PDE6B SLITRK6			IMPG1 SLITRK6							CRYBA2 DLL4 USH2A					DLL4 EYA4 LRAT RGS9		CRYBA2 EYA4 LRAT MYO3A PDE6B SLITRK6 USH2A				CABP4 CNGA3 CRYBA2 LRAT MYO3A RD3 USH1G		RGS16 USH2A				CRYBA2 DLL4 MYO3A PDE6B		
GO_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS	CHRNB2 SPTBN4					ATP6V1B1 NTRK1 SRRM4 STRC		ATP6V1B1 NTRK1 USH1G														LRIG1 SRRM4 STRC	LRIG1 MYO3A SLITRK6 STRC		ATP6V1B1 LRIG1 NTRK1	NTRK1 SLITRK6 SRRM4						EYA4 LHFPL4 LRIG1				SPTBN4 STRC USH2A							EYA4 FZD4 MYO3A SLITRK6 SPTBN4 USH2A	ATP6V1B1 FZD4 SLITRK6 SRRM4 USH2A			CXCL12 MYO3A STRC USH1G		STRC USH2A						
GO_SENSORY_PERCEPTION_OF_PAIN											DLG2 GIP	CHRNB2 GIP																														FABP5 SCN3B					CXCL12 DLG2 UCHL1								
GO_SENSORY_PERCEPTION_OF_TASTE			ASIC1 REEP2																																																				
GO_SENSORY_PERCEPTION_OF_TEMPERATURE_STIMULUS																			NTRK1 TRPM3																																				
GO_SENSORY_SYSTEM_DEVELOPMENT									CABP4 CACNA1C CELF4 CEP290 CRYBA2 FJX1 PAX6 PBX3 RET SPRED3			BCL2 FGF9 FJX1 PAX6 TMOD1					CABP4 CELF4 PBX3					DLL4 DRD2 FLT1 NINJ1	CEP290 DLL1 ISL1 PBX3 SLITRK6 SMOC1	MFAP2 RD3	CABP4 CACNA1C CELF4 CRYBA2 GDF11 IGFN1 NINJ1 NKD1 NTRK2 PAX6 PROX1	CABP4 DLL1 GDF11 IGFN1 NKD1 PDE6B SLITRK6 WNT9A							DRD2 FBN1 GRHL3 PBX3 SLITRK6 TMOD1	BCL2 DLL4 FGF9 GRHL3 IGFN1 PROX1	DLL1 DLL4 DRD2 FGF9 FJX1 FLT1 PROX1 RD3		BCL2 FZD4 PAX6	PBX3 RD3 SLITRK6					CACNA1C CRYBA2 DRD2 FGF9 FZD4 ISL1 NINJ1 PBX3 PDE6B RET SLITRK6 SMOC1 SPRED3 TMOD1	CEP290 DRD2 FZD4 NKD1 SLITRK6 WNT9A		MFAP2 NINJ1 RET TMOD1	CABP4 CACNA1C CEP290 CRYBA2 ISL1 NEUROD1 NTRK2 RD3 SDK2 TMOD1	GRHL3 IGFN1 TUB					CRYBA2 DLL4 NKD1 PDE6B SPRED3 WNT9A		
GO_SEQUENCE_SPECIFIC_DNA_BINDING																																			AEBP1 ATOH8 E2F7 HES4 HES6 MAFA NFAT5 PLAG1 POU2F2 POU5F1 PROX1 SIX2 SOX4 TFCP2L1 TP73 ZBTB25 ZFP69B ZNF846																				
GO_SEQUESTERING_OF_CALCIUM_ION		ANXA6 SLC8A1 TRPM2							ANK2 CACNA1C CCL19 HAP1 JPH4 SLC8A1	DRD2 HAP1 TRPM2	ANK2 HAP1							ITPR1 PLCG2			CACNA1C TRPM2				CACNA1C GSTM2 MCOLN3									ITPR1 MCOLN3							DRD2 MCOLN3 PLCG2		ANK2 ANXA6 CACNA1C CCL19 DRD2 HAP1 MCOLN3	DRD2 GSTM2 HAP1			CACNA1C GSTM2 JPH4 PLCG2							ANXA6 GSTM2 ITPR1	
GO_SERINE_HYDROLASE_ACTIVITY													CELA3A CELA3B KLK12 LTF												HGFAC PCSK1 TMPRSS11E TMPRSS6	CELA3B HGFAC KLK12						ACE LTF TMPRSS11E	CELA3A CELA3B KLK12		CELA3B HGFAC KLK12 MMP2 PLGLB2												F10 MMP2 PCSK1 PCSK2 SEC11C TMPRSS6								
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY																					AGT SERPINA10	SPINK4 TFPI2											AMBP SPINK4																	AGT PCSK1N					
GO_SEROTONIN_RECEPTOR_ACTIVITY																																									CHRM4 HRH3														
GO_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY																																									CHRM4 HRH3														
GO_SEROTONIN_SECRETION									CNR1 CRH																																												CNR1 CRH		
GO_SEROTONIN_TRANSPORT									CNR1 CRH																																												CNR1 CRH		
GO_SEXUAL_REPRODUCTION							CHD5 SSTR3 TSSK4																	ACE CNR1 TNP1							CCR6 DZIP1 GRIN1 SSTR1 VGF																								
GO_SH2_DOMAIN_BINDING						SYNGR3 SYP																	CCDC88A SYP																																
GO_SH3_DOMAIN_BINDING										CIT CTTNBP2 DPYSL3																										GRIK5 PRRT2 SIRPA							ADAM12 CIT DTX1 GRIK5 PTPN22 SIRPA								DPYSL3 EVL				
GO_SIALYLATION									ST6GALNAC5 ST8SIA3																																		ST6GALNAC5 ST8SIA3												
GO_SIALYLTRANSFERASE_ACTIVITY									ST6GALNAC5 ST8SIA3																																		ST6GALNAC5 ST8SIA3												
GO_SIDE_OF_MEMBRANE																					GNAO1 KCNJ3 PGM5 RTN4RL1 SNAP25																																		
GO_SIGNALING_RECEPTOR_BINDING				ACE CCDC88A DNM3 DST LEFTY1 NPPB NRXN2 SOCS1		ARNT2 C1QL1 CDK5R1 CHGB DNER DNM3 DTX1 ITGBL1 JAKMIP1 LEFTY1 MTSS1 NR4A3 NRXN2 NTRK1 PLCL1 SCT SNED1 SOCS1 TUBB3 UTS2B		CD300LF CFC1 CFC1B FGF14 IL17C MDK NTRK1 PDGFD SOCS1 SPP1 SSTR3 TMEFF1 UTS2B	AGT ANGPT2 APLP1 APOB APOC3 CCDC88A CCL19 CD70 CFC1B CPE CRH DST FGF17 GFRA1 GFRA3 GIP GUSBP3 HAP1 IL17C ITGBL1 JAKMIP1 JAM3 KLB LGR6 MLN MTSS1 NR4A3 NRXN2 PLXNC1 SFRP1 SNED1 SST SSTR3 UCN3	ANGPT2 APLN CD300LF CDH5 COL16A1 CRLF1 CSH1 DLL4 DRD2 EPHA4 FGF17 GFRA1 HAP1 IGF2 LCP1 LEFTY1 LGR6 LINGO1 NRXN2 PDGFD PGF PTCH1 PYY SCG2 SST UCN3	ANGPT2 CDH5 CFC1B DNM3 GHRL GIP HAP1 NPW TFF2 WIF1				CARTPT EFNB3 IFNE				ADORA2A ANGPT2 ANKS1B APLN CCL19 CPE DEFB1 DLL4 GDF1 JAM3 NR4A3 NTRK1 SOCS1 TAC3 TTR WIF1	ANKS1B COL16A1 NPW			ANKS1B APOA1 CCDC88A CFC1 CFC1B DEFB1 DKK3 DLL1 GAL GFRA3 GIP GRB14 ISL1 KLB LEFTY1 MLN PGF PYY SCG2 SHC3 TFF2 UCN3		ANGPT2 APLP1 EFNB3 GDF10 GDF11 GFRA3 GSTM2 LGR6 NPY NTRK1 PDGFD PROX1 PTCH1 SCT SST TMEFF1 VAV3	ANGPT2 CRLF1 DEFB1 DLL1 DTX1 FGF17 GDF11 NTRK1 PLCL1 PTHLH RASL11B SFRP1 TAC3 TTR TUBB3 VAV3 WNT9A				ARNT2 CSH2 DLL3 EPHA4 GDF1 IGF2 NPPB NPW REEP2 TFF2 THBS4 TMEFF1 TNFSF14		ACE APOA1 APOC3 CCL19 CD300LF CRLF1 DKK3 DRD2 DTX1 FGF17 FOXP2 GPRASP2 KLB LCP1 LHFPL4 PLCL1 PTHLH PYY SPP1 SST TUBB3 VGF		APLN CDH5 COL16A1 DLL4 DOCK4 FGF9 LEFTY1 PGF PROX1 PTCH1 RASL11B SEMA6B								ANKS1B CD70 CDK5R1 CHGB DNER GFRA3 GRB14 GSTM2 JAKMIP1 KLB PGF PLXNC1 SCT	AGT ANKS1B APLP1 CCDC88A CCL19 CFC1 CFC1B DKK3 DNER DRD2 DTX1 EFNB3 FGF14 FGF17 FGF9 GAST GIP GNAO1 GPRASP2 HAP1 ISL1 ITGBL1 JAKMIP1 JAM3 KLB LCP1 LINGO1 LY6H MDK NPW NRXN2 NTS PCSK1N PDGFD PLCL1 PYY REEP2 SHC3 SPP1 TAC3 TFF2 THBS4 UCHL1 UCN3 VGF				ADORA2A AGT C1QL1 CD70 CDH5 CHGB CPE CSH1 CXCL12 DEFB1 DST GAL GHRL GSTM2 INS-IGF2 ISL1 JAKMIP1 JAM3 MDK MLN NRXN2 SCT SNED1 SOCS1 TAC3 UCHL1 VAV3 VGF		CRH GAST JAKMIP1 PDGFD SCT TAC1 VGF	AGT BEX1 EDIL3 GDF1 GFRA3 GNAO1 INS-IGF2 PCSK1N UCHL1	ACE BEX1 CPE CSH1 DLL3 GDF1 IL11 NPPB PCSK1N SHC3 SOCS1 TTR TUB TUBB3		C1QL1 CPE CRH DLL4 GAL INS-IGF2 LCP1 NPPB REEP2 SSTR3 TUBB3 WNT9A	ACTN3 AGT APLN APLP1 CFC1 CFC1B CRLF1 EFNB3 FGF14 GRIN1 GSTM2 LCP1 LINGO1 MDK MLN NPW PTHLH RASL11B SOCS1 TAC3 TMEFF1 VGF	
GO_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING			ACE PCSK2						CPE PCSK2										CPE SCG5													ACE ECE2											CES1 ECE2 PCSK1 PCSK1N PCSK2 SCG5				CPE PCSK1 PCSK2 SCG5			CES1 PCSK1N	ACE CPE PCSK1N SCG5				
GO_SIGNAL_RELEASE	CHRNB2 PRKCG PTPRN2 STXBP1 SV2A	BRSK2 FZD4 ILDR2 PRKCG SLC30A8 SNAP25 SPP1 SSTR5 STX1A SYN1 SYT2 UCN3	ABCC4 ADCY1 ASIC1 CADPS FFAR2 FZD4 PTPRN2 SOCS1 STX2	ADCY5 FZD4 NRXN2 SOCS1 SSTR5		BAIAP3 BRSK1 BRSK2 CACNA1C KCNJ11 LIN7A NRXN2 RAPGEF4 RFX6 SCT SNAP25 SOCS1 SYN1 SYP			AGT BAIAP3 CACNA1C CACNA1E CACNA2D2 CACNB2 CHRNA5 CNR1 CPE CPLX2 CRH GIP NRXN2 PRKCG PTPRN SFRP1 SLC30A8 STXBP5L SV2A SYP SYT2 UCN3	ADCY1 APLN CACNA1E CHRNA5 DRD2 FFAR2 NRXN2 PTPRN2 SSTR5 UCN3 UNC13A		ADCY1 ADCY5 APLN CHRNA3 CHRNA5 CHRNB2 GIP STX1A STXBP5L			CARTPT ITPR1		ADCY1 AIF1 CHGA PRKCG STX1A STXBP1 STXBP5L SYT5		ADORA2A APLN BRSK1 CHRNA5 CPE CSF1R FFAR2 SCG5 SOCS1		AGT CACNA1C CACNA1E NRXN2 PTPRN SNAP25		ABCC4 ASIC1 GAL GIP ISL1 ITPR1 SLC30A8 STX1A SYN1 SYP UCN3		ABCC4 AIF1 CACNA1C CACNA1E CHGA PTPRN SCT SLC30A8						ASIC1 CRH KCNJ11 PRRT2 SV2A VGF			ADCY1 APLN CACNA1E CACNA2D2 CADPS CSF1R ITPR1 PTPRN2 SSTR5		ADORA2A BRSK1 GRIK5 ILDR2 ISL1 LIN7A PRRT2 SNAP25 SOX4 STX2		CACNA2D2 CPLX1 MAFA SV2A	APLN ITPR1 MAFA		ADCY1 CPE CPLX1 DRD2 HRH3 ILDR2 NRXN2 PRRT2 RAPGEF4 SOCS1 SPP1	ABCC4 FZD4 PRRT2 SCG5 SCT SSTR5 STX2 SYN1	ABCC8 AGT ASIC1 BAIAP3 BRSK1 CACNA1A CACNA1C CHGA CHRNA5 CPLX2 DRD2 FFAR1 FZD4 GIP GRIK5 ISL1 NRXN2 SCG5 SNAP25 SPP1 STX1A STX2 STXBP5L SV2A SYP UCN3 VGF	ABCC4 APLN ASIC1 CADPS CHRNB4 DRD2 FZD4 SCG5	ISL1 STXBP5L SYP SYT5 TAC1		ADORA2A AGT AIF1 BAIAP3 BRSK1 CACNA1C CPE CXCL12 GAL GHRL ISL1 NEUROD1 NRXN2 PRRT2 PTPRN RFX6 SCG5 SCT SOCS1 SYN1 SYT2 VGF	GRIK5 IL11 ILDR2 STX2	CRH SCT TAC1 VGF	AGT CACNA1B GPR119 HRH3 SOX4	AIF1 CPE FFAR2 GCK IL11 PTPRN2 SCG5 SOCS1 SYT5		AIF1 CNR1 CPE CPLX2 CRH CSF1R GAL GRIK5 NCS1 NKX6-1 STXBP1 SYP	AGT AIF1 APLN ITPR1 KCNJ11 SOCS1 SSTR5 SYP VGF	
GO_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	PCBP4 SPRED3 TAF9B																																		E2F7 PCBP4 SOX4 TAF9B TP73																		E2F7 PCBP4 SPRED3		
GO_SIGNAL_TRANSDUCTION_BY_PROTEIN_PHOSPHORYLATION										AMBP DRD2 EPHA4 FGF17 GFRA1 IGF2 MAPK4 NEK10 PDGFD SCG2 SULT1A4																											EPHA4 FZD4 GADD45G PAK6 RGS14					AMBP FZD4 GADD45G GFRA3 KLB NEK10 PTPN22 ROBO1	AGT CCL19 DLG2 DRD2 FGF17 FGF9 FZD4 GPBAR1 KLB MAPK10 MAPK12 NDRG4 PAK6 PDGFD PTPN22 RASAL1 RET RGS14 RGS4 SHC3 SIRPA SPRED3 SPTBN4 UCHL1						AVPR1B PDGFD RGS4 TP73	AGT DUSP26 EPHA8 GFRA3 MAPK10 MAPK8IP2 ROS1 UCHL1					
GO_SIGNAL_TRANSDUCTION_INVOLVED_IN_CELL_CYCLE_CHECKPOINT																																			E2F7 PCBP4 SOX4																		E2F7 PCBP4		
GO_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND										BCL2 EYA4																																													
GO_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	PCBP4 SPRED3					MAD2L2 PCBP4 SPRED3											E2F7 HIC1																		E2F7 MAD2L2 PCBP4 SOX4															HIC1 SOX4			E2F7 PCBP4 SPRED3	MAD2L2 PCBP4 STK33	
GO_SINGLE_FERTILIZATION			NPM2 SPAG8 STX2																											TNP1 TRPC6						CATSPERB SPAG8 STX2																			
GO_SINGLE_STRANDED_RNA_BINDING																	L1TD1 MSI1 ZFR2																																						
GO_SITE_OF_POLARIZED_GROWTH		GAP43 NEFL SNAP25 STMN4 TUBB3				APBB1 CDK5R1 CDK5R2 MAP2 SNAP25 TUBB3				CRMP1 DPYSL3 EPHA4 GAP43 HAP1 PTCH1 TENM2 TMOD2		STMN2 TENM2 TMOD2																			CDK5R1 MAPK8IP1 PTCH1					BASP1 CDK5R2 SNAP25	EPHA4 STMN3						APBB1 BASP1 BOC CDK5R2 GAP43 HAP1 MAP1B MAP2 SNAP25										CDK5R2 CNR1 STMN3 TUBB3		
