PeakID (cmd=annotatePeaks.pl NEUROD1_72hpi_peak0107_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-1335	chr7	140117897	140118194	+	0	NA	intron (NM_001008749, intron 3 of 3)	L1ME3B|LINE|L1	14187	NM_001008749	401409	Hs.583545	NM_001008749	ENSG00000146955	RAB19	RAB19B	RAB19, member RAS oncogene family	protein-coding
1-4031	chr5	96066251	96066548	+	0	NA	intron (NM_001284213, intron 5 of 26)	intron (NM_001284213, intron 5 of 26)	-12907	NR_104285	831	Hs.436186	NM_001750	ENSG00000153113	CAST	BS-17|PLACK	calpastatin	protein-coding
1-849	chr17	71179137	71179434	+	0	NA	Intergenic	LTR33|LTR|ERVL	-9909	NM_018714	9382	Hs.103555	NM_018714	ENSG00000166685	COG1	CDG2G|LDLB	component of oligomeric golgi complex 1	protein-coding
1-3448	chr1	205488583	205488880	+	0	NA	intron (NM_002596, intron 1 of 15)	L3b|LINE|CR1	14934	NM_212502	5129	Hs.445402	NM_002596	ENSG00000117266	CDK18	PCTAIRE|PCTAIRE3|PCTK3	cyclin dependent kinase 18	protein-coding
1-4477	chr4	153110660	153110957	+	0	NA	Intergenic	Intergenic	88838	NR_121627	100996286	Hs.322462	NR_121627	ENSG00000245954	LINC02273	-	long intergenic non-protein coding RNA 2273	ncRNA
1-4440	chr1	228354087	228354384	+	0	NA	intron (NM_001010867, intron 1 of 2)	intron (NM_001010867, intron 1 of 2)	730	NM_001010867	200205	Hs.237017	NM_001010867	ENSG00000181873	IBA57	C1orf69|MMDS3|SPG74	iron-sulfur cluster assembly factor IBA57	protein-coding
1-978	chr6	106698876	106699173	+	0	NA	intron (NM_001286111, intron 2 of 4)	LTR41B|LTR|ERVL	65117	NR_104403	9474	Hs.486063	NM_004849	ENSG00000057663	ATG5	APG5|APG5-LIKE|APG5L|ASP|SCAR25|hAPG5	autophagy related 5	protein-coding
1-880	chr3	16880159	16880456	+	0	NA	Intergenic	Intergenic	-46141	NM_001144382	23228	Hs.202010	NM_015184	ENSG00000154822	PLCL2	PLCE2	phospholipase C like 2	protein-coding
1-4039	chr5	140070743	140071040	+	0	NA	promoter-TSS (NM_001278731)	promoter-TSS (NM_001278731)	64	NM_002109	3035	Hs.528050	NM_002109	ENSG00000170445	HARS	CMT2W|HRS|USH3B	histidyl-tRNA synthetase	protein-coding
1-2696	chr2	120124238	120124535	+	0	NA	promoter-TSS (NM_001178017)	promoter-TSS (NM_001178017)	18	NM_001322332	130355	Hs.99488	NM_001017927	ENSG00000186132	C2orf76	AIM29	chromosome 2 open reading frame 76	protein-coding
1-1908	chr6	15880230	15880527	+	0	NA	Intergenic	Intergenic	-217089	NM_032122	84062	Hs.571148	NM_032122	ENSG00000047579	DTNBP1	BLOC1S8|DBND|HPS7|My031|SDY	dystrobrevin binding protein 1	protein-coding
1-302	chr1	31454068	31454365	+	0	NA	exon (NM_001020658, exon 8 of 22)	exon (NM_001020658, exon 8 of 22)	-13132	NR_003066	692200		NR_003066		SNORD103C	HBII-251|SNORD85	small nucleolar RNA, C/D box 103C	snoRNA
1-2085	chr1	226160865	226161162	+	0	NA	Intergenic	Intergenic	26031	NM_152608	163859	Hs.520192	NM_152608	ENSG00000143751	SDE2	C1orf55|dJ671D7.1	SDE2 telomere maintenance homolog	protein-coding
1-1690	chr8	53166939	53167236	+	0	NA	promoter-TSS (NM_001352839)	promoter-TSS (NM_001352839)	-35	NM_001352839	9705	Hs.655499	NM_014682	ENSG00000147488	ST18	NZF-3|NZF3|ZC2H2C3|ZC2HC10|ZNF387	ST18 C2H2C-type zinc finger transcription factor	protein-coding
1-443	chr6	80094569	80094866	+	0	NA	Intergenic	MER68|LTR|ERVL	-71616	NR_130915	80078		NR_130915	ENSG00000286042	LCAL1	onco-lncRNA-27	lung cancer associated lncRNA 1	ncRNA
1-1280	chr1	222520988	222521285	+	0	NA	Intergenic	Intergenic	200310	NM_024746	79802	Hs.665660	NM_024746	ENSG00000143512	HHIPL2	KIAA1822L	HHIP like 2	protein-coding
1-2434	chr5	160055990	160056287	+	0	NA	intron (NM_001366657, intron 12 of 24)	intron (NM_001366657, intron 12 of 24)	56260	NM_001366658	23120	Hs.109358	NM_025153	ENSG00000118322	ATP10B	ATPVB	ATPase phospholipid transporting 10B (putative)	protein-coding
1-1475	chr5	73653700	73653997	+	0	NA	Intergenic	LTR53|LTR|ERVL	35537	NR_105010	101929082	Hs.434316	NR_105010	ENSG00000249343	LINC01333	-	long intergenic non-protein coding RNA 1333	ncRNA
1-1081	chr7	48141523	48141820	+	0	NA	intron (NM_001362774, intron 6 of 9)	intron (NM_001362774, intron 6 of 9)	12809	NM_003364	7378	Hs.488240	NM_003364	ENSG00000183696	UPP1	UDRPASE|UP|UPASE|UPP	uridine phosphorylase 1	protein-coding
1-4218	chr11	68811740	68812037	+	0	NA	Intergenic	Intergenic	-4512	NM_139075	219931	Hs.131851	NM_139075	ENSG00000162341	TPCN2	SHEP10|TPC2	two pore segment channel 2	protein-coding
1-3798	chr17	73613374	73613671	+	0	NA	intron (NM_001309242, intron 41 of 63)	intron (NM_001309242, intron 41 of 63)	-15992	NM_001162995	643008	Hs.528605	NM_001162995	ENSG00000204323	SMIM5	C17orf109|PP12104	small integral membrane protein 5	protein-coding
1-4600	chr3	36859352	36859649	+	0	NA	Intergenic	Intergenic	4491	NR_147141	105377031	Hs.333862	NR_147141	ENSG00000279727	LINC02033	-	long intergenic non-protein coding RNA 2033	ncRNA
1-3601	chr7	127718270	127718567	+	0	NA	intron (NM_014390, intron 17 of 23)	intron (NM_014390, intron 17 of 23)	-3495	NR_030324	693178		NR_030324	ENSG00000207588	MIR593	MIRN593|hsa-mir-593	microRNA 593	ncRNA
1-729	chr3	185815666	185815963	+	0	NA	intron (NM_004454, intron 5 of 12)	intron (NM_004454, intron 5 of 12)	11064	NM_004454	2119	Hs.43697	NM_004454	ENSG00000244405	ETV5	ERM	ETS variant 5	protein-coding
1-1863	chr2	223816902	223817199	+	0	NA	Intergenic	Intergenic	91296	NM_001354158	2181	Hs.655772	NM_004457	ENSG00000123983	ACSL3	ACS3|FACL3|LACS 3|LACS3|PRO2194	acyl-CoA synthetase long chain family member 3	protein-coding
1-1008	chr12	53923905	53924202	+	0	NA	intron (NR_073163, intron 9 of 12)	intron (NR_073163, intron 9 of 12)	16285	NR_046221	100652999	Hs.633602	NR_046221	ENSG00000257550	LOC100652999	-	uncharacterized LOC100652999	ncRNA
1-2644	chrX	149325528	149325825	+	0	NA	Intergenic	MIRb|SINE|MIR	-70563	NR_031748	100313839		NR_031748	ENSG00000252454	MIR2114	-	microRNA 2114	ncRNA
1-354	chr1	27853573	27853870	+	0	NA	Intergenic	Intergenic	-37043	NM_001201404	10163	Hs.469244	NM_006990	ENSG00000158195	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	WASP family member 2	protein-coding
1-644	chr16	85187496	85187793	+	0	NA	Intergenic	Intergenic	16888	NR_033984	400548	Hs.592054	NR_033984	ENSG00000278214	LINC02139	-	long intergenic non-protein coding RNA 2139	ncRNA
1-1101	chr11	474196	474493	+	0	NA	intron (NM_030783, intron 3 of 11)	intron (NM_030783, intron 3 of 11)	24065	NM_030783	81490	Hs.12851	NM_030783	ENSG00000174915	PTDSS2	PSS2	phosphatidylserine synthase 2	protein-coding
1-252	chr17	39228310	39228607	+	0	NA	Intergenic	Intergenic	-6327	NM_033184	85294	Hs.560502	NM_033184	ENSG00000213417	KRTAP2-4	KAP2.1B|KAP2.3|KAP2.4|KRTAP2-3|KRTAP2.3|KRTAP2.4	keratin associated protein 2-4	protein-coding
1-2773	chr6	2706957	2707254	+	0	NA	intron (NM_001012418, intron 2 of 12)	intron (NM_001012418, intron 2 of 12)	44051	NM_001012418	340156	Hs.127830	NM_001012418	ENSG00000145949	MYLK4	SgK085	myosin light chain kinase family member 4	protein-coding
1-1024	chr16	89006646	89006943	+	0	NA	intron (NM_001290330, intron 1 of 1)	CpG	349	NM_001290330	100129697	Hs.689377	NM_001290330		LOC100129697	-	uncharacterized LOC100129697	protein-coding
1-4328	chr17	8263153	8263450	+	0	NA	non-coding (NR_024447, exon 1 of 1)	non-coding (NR_024447, exon 1 of 1)	558	NR_024447	100128288	Hs.549913	NR_024447		LOC100128288	-	uncharacterized LOC100128288	ncRNA
1-4209	chr11	46019132	46019429	+	0	NA	intron (NR_147890, intron 5 of 18)	intron (NR_147890, intron 5 of 18)	75073	NM_001300721	120071	Hs.86543	NM_152312	ENSG00000165905	LARGE2	GYLTL1B|PP5656	LARGE xylosyl- and glucuronyltransferase 2	protein-coding
1-1043	chr1	23514018	23514315	+	0	NA	Intergenic	Intergenic	7056	NM_000864	3352	Hs.121482	NM_000864	ENSG00000179546	HTR1D	5-HT1D|HT1DA|HTR1DA|HTRL|RDC4	5-hydroxytryptamine receptor 1D	protein-coding
1-2728	chr3	127214720	127215017	+	0	NA	Intergenic	Intergenic	41755	NR_125397	101927149	Hs.407798	NR_125397	ENSG00000239921	LINC01471	-	long intergenic non-protein coding RNA 1471	ncRNA
1-1566	chr16	89679563	89679860	+	0	NA	promoter-TSS (NM_001128141)	promoter-TSS (NM_001128141)	-5	NM_001128141	1800	Hs.109	NM_004413	ENSG00000015413	DPEP1	MBD1|MDP|RDP	dipeptidase 1	protein-coding
1-4170	chr9	128753231	128753528	+	0	NA	Intergenic	L2a|LINE|L2	242917	NM_001134778	5090	Hs.428027	NM_006195	ENSG00000167081	PBX3	-	PBX homeobox 3	protein-coding
1-3730	chr13	99532257	99532554	+	0	NA	intron (NM_015296, intron 26 of 55)	intron (NM_015296, intron 26 of 55)	48067	NR_046663	100874096	Hs.578066	NR_046663	ENSG00000229918	DOCK9-AS1	-	DOCK9 antisense RNA 1	ncRNA
1-1005	chr11	47488989	47489286	+	0	NA	3' UTR (NM_001172639, exon 16 of 16)	3' UTR (NM_001172639, exon 16 of 16)	-18449	NM_005055	5913	Hs.81218	NM_005055	ENSG00000165917	RAPSN	CMS11|CMS4C|FADS|FADS2|RAPSYN|RNF205	receptor associated protein of the synapse	protein-coding
1-3299	chr15	58213037	58213334	+	0	NA	Intergenic	Intergenic	93036	NM_170697	8854	Hs.643455	NM_003888	ENSG00000128918	ALDH1A2	RALDH(II)|RALDH2|RALDH2-T	aldehyde dehydrogenase 1 family member A2	protein-coding
1-589	chr1	20813419	20813716	+	0	NA	promoter-TSS (NM_018584)	promoter-TSS (NM_018584)	-864	NM_018584	55450	Hs.731383	NM_018584	ENSG00000162545	CAMK2N1	PRO1489	calcium/calmodulin dependent protein kinase II inhibitor 1	protein-coding
1-507	chr18	19765780	19766077	+	0	NA	intron (NM_005257, intron 6 of 6)	intron (NM_005257, intron 6 of 6)	16530	NM_005257	2627	Hs.514746	NM_005257	ENSG00000141448	GATA6	-	GATA binding protein 6	protein-coding
1-4423	chrX	109040865	109041162	+	0	NA	Intergenic	Intergenic	-64392	NM_022977	2182	Hs.268785	NM_004458	ENSG00000068366	ACSL4	ACS4|FACL4|LACS4|MRX63|MRX68	acyl-CoA synthetase long chain family member 4	protein-coding
1-123	chr10	3169259	3169556	+	0	NA	intron (NM_001323071, intron 17 of 22)	intron (NM_001323071, intron 17 of 22)	-6889	NR_132758	106633806		NR_132758		SNORD142	SNORA85|SNORD174|ZL68	small nucleolar RNA, C/D box 142	snoRNA
1-2568	chr15	68950576	68950873	+	0	NA	intron (NM_006091, intron 2 of 11)	intron (NM_006091, intron 2 of 11)	16882	NM_001324015	10391	Hs.551213	NM_006091	ENSG00000103647	CORO2B	CLIPINC	coronin 2B	protein-coding
1-1506	chr9	124044186	124044483	+	0	NA	non-coding (NR_103560, exon 1 of 1)	non-coding (NR_103560, exon 1 of 1)	3474	NR_103560	57000	Hs.522373	NM_020250	ENSG00000235865	GSN-AS1	C9orf31|MOST2	GSN antisense RNA 1	ncRNA
1-2879	chr12	123303736	123304033	+	0	NA	intron (NR_027918, intron 11 of 12)	intron (NR_027918, intron 11 of 12)	-15411	NM_001303099	9026	Hs.524815	NM_003959	ENSG00000130787	HIP1R	HIP12|HIP3|ILWEQ	huntingtin interacting protein 1 related	protein-coding
1-1837	chr1	235877540	235877837	+	0	NA	intron (NM_001301365, intron 42 of 52)	L3|LINE|CR1	-63634	NM_001098721	2786	Hs.159711	NM_004485	ENSG00000168243	GNG4	-	G protein subunit gamma 4	protein-coding
1-1461	chr3	32257728	32258025	+	0	NA	Intergenic	Intergenic	-22295	NM_001320308	152189	Hs.154986	NM_178868	ENSG00000170293	CMTM8	CKLFSF8|CKLFSF8-V2	CKLF like MARVEL transmembrane domain containing 8	protein-coding
1-2591	chr17	37245325	37245622	+	0	NA	intron (NM_020405, intron 7 of 13)	intron (NM_020405, intron 7 of 13)	32201	NR_036551	100131347	Hs.676510	NR_036551	ENSG00000263818	RDM1P5	-	RDM1 pseudogene 5	pseudo
1-1332	chr7	98169502	98169799	+	0	NA	Intergenic	L2c|LINE|L2	-76947	NM_002523	4885	Hs.3281	NM_002523	ENSG00000106236	NPTX2	NARP|NP-II|NP2	neuronal pentraxin 2	protein-coding
1-3082	chr3	10050206	10050503	+	0	NA	intron (NR_148535, intron 1 of 2)	MIRb|SINE|MIR	2448	NR_148535	55831	Hs.475392	NM_018447	ENSG00000125037	EMC3	POB|TMEM111	ER membrane protein complex subunit 3	protein-coding
1-1637	chr3	52839762	52840059	+	0	NA	intron (NM_002217, intron 16 of 21)	intron (NM_002217, intron 16 of 21)	11126	NM_002217	3699	Hs.76716	NM_002217	ENSG00000162267	ITIH3	H3P|ITI-HC3|SHAP	inter-alpha-trypsin inhibitor heavy chain 3	protein-coding
1-2754	chr5	55298981	55299278	+	0	NA	non-coding (NR_102755, exon 2 of 2)	non-coding (NR_102755, exon 2 of 2)	8134	NR_102755	441072	Hs.482141	NR_102755	ENSG00000227908	FLJ31104	-	uncharacterized LOC441072	ncRNA
1-4485	chr6	17589804	17590101	+	0	NA	Intergenic	Intergenic	-10581	NM_016255	51439	Hs.95260	NM_016255	ENSG00000137414	FAM8A1	AHCP	family with sequence similarity 8 member A1	protein-coding
1-4230	chr11	118481597	118481894	+	0	NA	intron (NM_001144759, intron 1 of 20)	CpG	3415	NM_001144759	23187	Hs.504062	NM_015157	ENSG00000019144	PHLDB1	LL5A	pleckstrin homology like domain family B member 1	protein-coding
1-1411	chr17	80749616	80749913	+	0	NA	intron (NM_005993, intron 7 of 38)	Tigger3c|DNA|TcMar-Tigger	39823	NM_005993	6904	Hs.464391	NM_005993	ENSG00000141556	TBCD	PEBAT|SSD-1|tfcD	tubulin folding cofactor D	protein-coding
1-2258	chr16	67944099	67944396	+	0	NA	intron (NM_006742, intron 2 of 2)	LTR16C|LTR|ERVL	17090	NM_006742	5681	Hs.513683	NM_006742	ENSG00000159792	PSKH1	-	protein serine kinase H1	protein-coding
1-2143	chr5	137743791	137744088	+	0	NA	intron (NM_016604, intron 11 of 23)	LTR9|LTR|ERV1	-30807	NM_016606	51308	Hs.416090	NM_016606	ENSG00000132563	REEP2	C5orf19|SGC32445|SPG72|Yip2d	receptor accessory protein 2	protein-coding
1-475	chr2	69741621	69741918	+	0	NA	exon (NM_014911, exon 13 of 22)	exon (NM_014911, exon 13 of 22)	5534	NR_003705	100124535	Hs.693447	NR_003705	ENSG00000207016	SNORA36C	-	small nucleolar RNA, H/ACA box 36C	snoRNA
1-2045	chr20	20429539	20429836	+	0	NA	intron (NM_020343, intron 37 of 39)	intron (NM_020343, intron 37 of 39)	80939	NM_002196	3642	Hs.89584	NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
1-1878	chr3	169171319	169171616	+	0	NA	intron (NR_134932, intron 1 of 4)	intron (NR_134932, intron 1 of 4)	5812	NR_134932	105374205		NR_134932	ENSG00000241479	LOC105374205	-	uncharacterized LOC105374205	ncRNA
1-3537	chr4	142200031	142200328	+	0	NA	Intergenic	LTR22|LTR|ERVK	53592	NR_121625	100507639	Hs.535010	NR_121625		LINC02432	-	long intergenic non-protein coding RNA 2432	ncRNA
1-2672	chr1	110727828	110728125	+	0	NA	intron (NM_001010898, intron 6 of 11)	intron (NM_001010898, intron 6 of 11)	24633	NR_046546	100873974	Hs.130515	NR_046546		LINC02586	KCNC4-AS1	long intergenic non-protein coding RNA 2586	ncRNA
1-4073	chr6	148884295	148884592	+	0	NA	Intergenic	Intergenic	54156	NM_001346509	23328	Hs.193133	NM_015278	ENSG00000111961	SASH1	CAPOK|DUH1|SH3D6A|dJ323M4.1	SAM and SH3 domain containing 1	protein-coding
1-3816	chr19	40925405	40925702	+	0	NA	Intergenic	MER91B|DNA|hAT-Tip100	-6282	NM_020956	57716	Hs.205457	NM_020956	ENSG00000105227	PRX	CMT4F	periaxin	protein-coding
1-580	chr19	8101380	8101677	+	0	NA	Intergenic	Intergenic	-16118	NM_005624	6370	Hs.310511	NM_005624	ENSG00000131142	CCL25	Ckb15|SCYA25|TECK	C-C motif chemokine ligand 25	protein-coding
1-2248	chr15	78286777	78287074	+	0	NA	promoter-TSS (NR_026998)	promoter-TSS (NR_026998)	-358	NR_026998	91450	Hs.406766	NR_026998		LOC91450	-	uncharacterized LOC91450	ncRNA
1-4024	chr5	72915842	72916139	+	0	NA	Intergenic	Intergenic	-5993	NM_001080479	64283	Hs.482521	NM_001080479	ENSG00000214944	ARHGEF28	RGNEF|RIP2|p190RHOGEF	Rho guanine nucleotide exchange factor 28	protein-coding
1-2666	chr1	55049646	55049943	+	0	NA	intron (NM_147161, intron 1 of 15)	intron (NM_147161, intron 1 of 15)	35893	NM_147161	26027	Hs.745173	NM_015547	ENSG00000162390	ACOT11	BFIT|STARD14|THEA|THEM1	acyl-CoA thioesterase 11	protein-coding
1-4016	chr5	39414735	39415032	+	0	NA	intron (NM_001343, intron 1 of 14)	intron (NM_001343, intron 1 of 14)	10199	NM_001343	1601	Hs.696631	NM_001343	ENSG00000153071	DAB2	DOC-2|DOC2	DAB adaptor protein 2	protein-coding
1-410	chr12	113679346	113679643	+	0	NA	intron (NM_001351346, intron 3 of 28)	intron (NM_001351346, intron 3 of 28)	-2572	NM_001301214	53373	Hs.524763	NM_017901	ENSG00000186815	TPCN1	TPC1	two pore segment channel 1	protein-coding
1-2065	chr1	26799514	26799811	+	0	NA	intron (NM_005517, intron 1 of 5)	CpG	731	NM_005517	3151	Hs.181163	NM_005517	ENSG00000198830	HMGN2	HMG17	high mobility group nucleosomal binding domain 2	protein-coding
1-2222	chr12	107749013	107749310	+	0	NA	intron (NM_001347944, intron 1 of 14)	intron (NM_001347944, intron 1 of 14)	34796	NM_001347944	121551	Hs.271272	NM_152322	ENSG00000151136	BTBD11	ABTB2B	BTB domain containing 11	protein-coding
1-1416	chr19	46385306	46385603	+	0	NA	Intergenic	Intergenic	3945	NM_015649	26145	Hs.515477	NM_015649	ENSG00000170604	IRF2BP1	-	interferon regulatory factor 2 binding protein 1	protein-coding
1-3800	chr17	75440706	75441003	+	0	NA	intron (NM_001293696, intron 1 of 9)	L2|LINE|L2	-5977	NM_001113496	10801	Hs.440932	NM_006640	ENSG00000184640	SEPTIN9	AF17q25|MSF|MSF1|NAPB|PNUTL4|SEPT9|SINT1|SeptD1	septin 9	protein-coding
1-3179	chr8	22231553	22231850	+	0	NA	intron (NM_001135153, intron 1 of 8)	intron (NM_001135153, intron 1 of 8)	6650	NM_001135153	23516	Hs.491232	NM_015359	ENSG00000104635	SLC39A14	HCIN|HMNDYT2|LZT-Hs4|NET34|ZIP14|cig19	solute carrier family 39 member 14	protein-coding
1-3388	chr22	18448605	18448902	+	0	NA	intron (NM_015241, intron 1 of 31)	intron (NM_015241, intron 1 of 31)	14974	NR_030378	693233		NR_030378	ENSG00000207780	MIR648	MIRN648|hsa-mir-648	microRNA 648	ncRNA
1-1975	chr12	58087500	58087797	+	0	NA	promoter-TSS (NM_001261420)	promoter-TSS (NM_001261420)	-90	NM_001261420	10956	Hs.527861	NM_006812	ENSG00000135506	OS9	ERLEC2|OS-9	OS9 endoplasmic reticulum lectin	protein-coding
1-4187	chr10	65462058	65462355	+	0	NA	Intergenic	Intergenic	-180556	NM_001322258	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
1-4057	chr6	52016268	52016565	+	0	NA	promoter-TSS (NR_131248)	promoter-TSS (NR_131248)	-595	NR_131248	101154644	Hs.582788	NR_131248		LINCMD1	LINC-MD1|MIR133BHG	long intergenic non-protein coding RNA, muscle differentiation 1	ncRNA
1-1709	chr10	99257464	99257761	+	0	NA	intron (NM_022362, intron 1 of 30)	intron (NM_022362, intron 1 of 30)	567	NM_022362	64210	Hs.500721	NM_022362	ENSG00000155229	MMS19	CIAO4|MET18|MMS19L|hMMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	protein-coding
1-1445	chr1	66189882	66190179	+	0	NA	Intergenic	Intergenic	-68163	NM_001037341	5142	Hs.198072	NM_002600	ENSG00000184588	PDE4B	DPDE4|PDEIVB	phosphodiesterase 4B	protein-coding
1-3302	chr15	67322240	67322537	+	0	NA	intron (NR_135686, intron 2 of 5)	intron (NR_135686, intron 2 of 5)	34132	NR_135686	102723493	Hs.419760	NR_135686		LOC102723493	-	uncharacterized LOC102723493	ncRNA
1-2450	chr6	134785762	134786059	+	0	NA	non-coding (NR_038216, exon 2 of 3)	non-coding (NR_038216, exon 2 of 3)	14125	NR_125852	101928231	Hs.634168	NR_125852		CT69	-	cancer/testis associated transcript 69	ncRNA
1-4630	chr19	49128009	49128306	+	0	NA	promoter-TSS (NM_001204160)	promoter-TSS (NM_001204160)	-129	NM_001204160	56848	Hs.528006	NM_020126	ENSG00000063176	SPHK2	SK 2|SK-2|SPK 2|SPK-2	sphingosine kinase 2	protein-coding
1-3822	chr20	22611430	22611727	+	0	NA	Intergenic	Intergenic	-23423	NR_109883	101929685	Hs.563018	NR_109883	ENSG00000237396	LNCNEF	LINC01384|lncRNA-NEF	lncRNA neighboring enhancer of FOXA2	ncRNA
1-4118	chr8	10512521	10512818	+	0	NA	promoter-TSS (NM_178857)	promoter-TSS (NM_178857)	-16	NM_178857	94137	Hs.33538	NM_178857	ENSG00000183638	RP1L1	DCDC4B	RP1 like 1	protein-coding
1-1106	chr12	57856424	57856721	+	0	NA	intron (NM_001160045, intron 1 of 9)	intron (NM_001160045, intron 1 of 9)	2638	NM_001167609	2735	Hs.632702	NM_005269	ENSG00000111087	GLI1	GLI|PAPA8|PPD1	GLI family zinc finger 1	protein-coding
1-4331	chr17	13157599	13157896	+	0	NA	Intergenic	Intergenic	52330	NR_146885	105371541		NR_146885	ENSG00000234634	LINC02093	-	long intergenic non-protein coding RNA 2093	ncRNA
1-2885	chr13	35515900	35516197	+	0	NA	promoter-TSS (NM_015678)	promoter-TSS (NM_015678)	-376	NM_015678	26960	Hs.491172	NM_015678	ENSG00000172915	NBEA	BCL8B|LYST2	neurobeachin	protein-coding
1-3929	chr2	122529920	122530217	+	0	NA	Intergenic	Intergenic	16841	NM_004622	7247	Hs.75066	NM_004622	ENSG00000211460	TSN	BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN	translin	protein-coding
1-773	chr16	70736870	70737167	+	0	NA	intron (NM_001351157, intron 13 of 17)	intron (NM_001351157, intron 13 of 17)	-17062	NM_138383	92154	Hs.432387	NM_138383	ENSG00000132613	MTSS2	ABBA|ABBA-1|ABBA1|MTSS1L	MTSS I-BAR domain containing 2	protein-coding
1-4492	chr6	143056317	143056614	+	0	NA	Intergenic	Intergenic	-97439	NR_027312	153910	Hs.350819	NR_027311	ENSG00000236366	LOC153910	-	uncharacterized LOC153910	ncRNA
1-3149	chr6	105768634	105768931	+	0	NA	intron (NM_002726, intron 10 of 14)	intron (NM_002726, intron 10 of 14)	82175	NM_002726	5550	Hs.436564	NM_002726	ENSG00000085377	PREP	PE|PEP	prolyl endopeptidase	protein-coding
1-1286	chr2	159583538	159583835	+	0	NA	intron (NR_135242, intron 1 of 3)	intron (NR_135242, intron 1 of 3)	7828	NR_135242	100129029	Hs.630724	NR_135242	ENSG00000204380	PKP4-AS1	-	PKP4 antisense RNA 1	ncRNA
1-788	chr1	45984504	45984801	+	0	NA	exon (NM_181697, exon 2 of 6)	exon (NM_181697, exon 2 of 6)	2904	NM_181697	5052	Hs.180909	NM_002574	ENSG00000117450	PRDX1	MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2	peroxiredoxin 1	protein-coding
1-3975	chr3	127037063	127037360	+	0	NA	Intergenic	MER70C|LTR|ERVL	-30322	NM_001362810	100419008		NM_001362810		PRR20G	-	proline rich 20G	protein-coding
1-3425	chr1	63491937	63492234	+	0	NA	Intergenic	AluJo|SINE|Alu	-13943	NR_146606	105378769	Hs.435002	NR_146605	ENSG00000229537	LINC01739	-	long intergenic non-protein coding RNA 1739	ncRNA
1-805	chr3	184882443	184882740	+	0	NA	intron (NR_038990, intron 1 of 6)	intron (NR_038990, intron 1 of 6)	1902	NR_038990	339926	Hs.567848	NR_038990	ENSG00000223358	EHHADH-AS1	-	EHHADH antisense RNA 1	ncRNA
1-2291	chr19	11908387	11908684	+	0	NA	promoter-TSS (NM_152356)	promoter-TSS (NM_152356)	-803	NM_152356	126069	Hs.631634	NM_152356	ENSG00000177599	ZNF491	-	zinc finger protein 491	protein-coding
1-4547	chr15	45068168	45068465	+	0	NA	Intergenic	MLT1H|LTR|ERVL-MaLR	39590	NM_001301145	140691	Hs.745248	NM_080745	ENSG00000185880	TRIM69	HSD-34|HSD34|RNF36|Trif	tripartite motif containing 69	protein-coding
1-3465	chr2	31386090	31386387	+	0	NA	Intergenic	Intergenic	-24932	NM_001253826	79623	Hs.468058	NM_024572	ENSG00000158089	GALNT14	GALNT15|GalNac-T10|GalNac-T14	polypeptide N-acetylgalactosaminyltransferase 14	protein-coding
1-440	chr5	78204179	78204476	+	0	NA	intron (NM_000046, intron 4 of 7)	intron (NM_000046, intron 4 of 7)	76806	NM_000046	411	Hs.149103	NM_000046	ENSG00000113273	ARSB	ASB|G4S|MPS6	arylsulfatase B	protein-coding
