PeakID (cmd=annotatePeaks.pl NEUROD1_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-288	chr8	17519204	17519531	+	0	NA	intron (NR_156437, intron 7 of 13)	intron (NR_156437, intron 7 of 13)	14643	NM_001330470	57509	Hs.7946	NM_020749	ENSG00000129422	MTUS1	ATBP|ATIP|ATIP3|ICIS|MP44|MTSG1	microtubule associated scaffold protein 1	protein-coding
1-1006	chr15	76013337	76013664	+	0	NA	Intergenic	Intergenic	-2882	NM_175881	161753	Hs.144348	NM_175881	ENSG00000182950	ODF3L1	-	outer dense fiber of sperm tails 3 like 1	protein-coding
1-155	chr1	15466336	15466663	+	0	NA	intron (NR_027136, intron 1 of 4)	intron (NR_027136, intron 1 of 4)	12461	NR_027136	200197	Hs.531424	NM_182534	ENSG00000175147	TMEM51-AS1	C1orf126	TMEM51 antisense RNA 1	ncRNA
1-1300	chr22	38181182	38181509	+	0	NA	Intergenic	Intergenic	-19769	NM_005318	3005	Hs.745024	NM_005318	ENSG00000189060	H1F0	H10|H1FV	H1 histone family member 0	protein-coding
1-654	chr1	32134962	32135289	+	0	NA	intron (NM_001856, intron 49 of 70)	intron (NM_001856, intron 49 of 70)	-24648	NR_033686	553115	Hs.470417	NM_012392	ENSG00000162517	PEF1	ABP32|PEF1A	penta-EF-hand domain containing 1	protein-coding
1-834	chr2	220113859	220114186	+	0	NA	TTS (NM_001278552)	TTS (NM_001278552)	3404	NM_001330214	8576	Hs.153003	NM_003691	ENSG00000115661	STK16	KRCT|MPSK|PKL12|PSK|TSF1|hPSK	serine/threonine kinase 16	protein-coding
1-249	chr17	72055648	72055975	+	0	NA	Intergenic	Intergenic	-144006	NM_001035258	6169	Hs.380953	NM_000999	ENSG00000172809	RPL38	L38	ribosomal protein L38	protein-coding
1-351	chr11	17861490	17861817	+	0	NA	intron (NR_104040, intron 11 of 11)	L3|LINE|CR1	104158	NM_001112741	3746	Hs.552896	NM_004976	ENSG00000129159	KCNC1	EPM7|KV3.1|KV4|NGK2	potassium voltage-gated channel subfamily C member 1	protein-coding
1-921	chr1	192777771	192778098	+	0	NA	promoter-TSS (NM_002923)	promoter-TSS (NM_002923)	-235	NM_002923	5997	Hs.78944	NM_002923	ENSG00000116741	RGS2	G0S8	regulator of G protein signaling 2	protein-coding
1-1022	chr17	65052449	65052776	+	0	NA	3' UTR (NM_000727, exon 4 of 4)	3' UTR (NM_000727, exon 4 of 4)	11942	NM_000727	786	Hs.147989	NM_000727	ENSG00000108878	CACNG1	CACNLG	calcium voltage-gated channel auxiliary subunit gamma 1	protein-coding
1-231	chr2	220048896	220049223	+	0	NA	3' UTR (NM_001321110, exon 9 of 9)	3' UTR (NM_001321110, exon 9 of 9)	5628	NM_001321110	79137	Hs.516707	NM_024293	ENSG00000144567	RETREG2	C2orf17|FAM134A|MAG-2	reticulophagy regulator family member 2	protein-coding
1-1296	chr20	58401461	58401788	+	0	NA	intron (NM_183246, intron 7 of 11)	intron (NM_183246, intron 7 of 11)	105359	NM_183244	116154	Hs.473218	NM_080672	ENSG00000087495	PHACTR3	C20orf101|H17739|PPP1R123|SCAPIN1|SCAPININ	phosphatase and actin regulator 3	protein-coding
1-1394	chr19	12868440	12868767	+	0	NA	exon (NM_017682, exon 10 of 10)	exon (NM_017682, exon 10 of 10)	5998	NM_017682	54831	Hs.435611	NM_017682	ENSG00000039987	BEST2	VMD2L1	bestrophin 2	protein-coding
1-1195	chr4	158537353	158537680	+	0	NA	Intergenic	Intergenic	43874	NR_026992	340017	Hs.428275	NR_026992	ENSG00000234111	LINC02433	-	long intergenic non-protein coding RNA 2433	ncRNA
1-1185	chr3	10233893	10234220	+	0	NA	intron (NM_001570, intron 2 of 12)	intron (NM_001570, intron 2 of 12)	27453	NM_001570	3656	Hs.449207	NM_001570	ENSG00000134070	IRAK2	IRAK-2	interleukin 1 receptor associated kinase 2	protein-coding
1-232	chr2	236330236	236330563	+	0	NA	Intergenic	Intergenic	-72288	NM_014914	116987	Hs.435039	NM_014914	ENSG00000157985	AGAP1	AGAP-1|CENTG2|GGAP1|cnt-g2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	protein-coding
1-157	chr6	149293578	149293905	+	0	NA	intron (NM_005715, intron 5 of 7)	intron (NM_005715, intron 5 of 7)	-7921	NR_038408	100128176	Hs.557541	NR_038408		UST-AS1	-	UST antisense RNA 1	ncRNA
1-1268	chr16	52987182	52987509	+	0	NA	Intergenic	HERV16-int|LTR|ERVL	99440	NR_147075	105371267	Hs.147562	NR_136518	ENSG00000277639	LOC105371267	PR-lncRNA-1	p53-regulated lncRNA 1	ncRNA
1-737	chr1	15505552	15505879	+	0	NA	intron (NM_018022, intron 1 of 2)	L1ME2|LINE|L1	-7595	NM_001278502	727684	Hs.667584	NM_001278501		C1orf195	-	chromosome 1 open reading frame 195	protein-coding
1-116	chr19	17946647	17946974	+	0	NA	exon (NM_000215, exon 14 of 24)	exon (NM_000215, exon 14 of 24)	12031	NM_000215	3718	Hs.515247	NM_000215	ENSG00000105639	JAK3	JAK-3|JAK3_HUMAN|JAKL|L-JAK|LJAK	Janus kinase 3	protein-coding
1-1016	chr16	88571315	88571642	+	0	NA	intron (NM_153813, intron 3 of 9)	intron (NM_153813, intron 3 of 9)	25983	NR_148997	100128882	Hs.722546	NR_148997	ENSG00000261744	LOC100128882	-	uncharacterized LOC100128882	ncRNA
1-1311	chr2	111471141	111471468	+	0	NA	Intergenic	Intergenic	-18846	NM_001365487	55289	Hs.253320	NM_018308	ENSG00000153093	ACOXL	-	acyl-CoA oxidase like	protein-coding
1-929	chr2	154335533	154335860	+	0	NA	promoter-TSS (NM_019845)	promoter-TSS (NM_019845)	-420	NM_019845	56475	Hs.100890	NM_019845	ENSG00000177519	RPRM	REPRIMO	reprimo, TP53 dependent G2 arrest mediator homolog	protein-coding
1-517	chr19	372331	372658	+	0	NA	intron (NM_199202, intron 4 of 6)	intron (NM_199202, intron 4 of 6)	3532	NM_016585	51298	Hs.250002	NM_016585	ENSG00000105549	THEG	CT56|THEG1	theg spermatid protein	protein-coding
1-1027	chr19	909248	909575	+	0	NA	intron (NM_138774, intron 1 of 7)	intron (NM_138774, intron 1 of 7)	3808	NM_138774	91300	Hs.557655	NM_138774	ENSG00000198858	R3HDM4	C19orf22	R3H domain containing 4	protein-coding
1-565	chr15	90701493	90701820	+	0	NA	Intergenic	Intergenic	-26496	NM_001324030	10509	Hs.474935	NM_020210	ENSG00000185033	SEMA4B	SEMAC|SemC	semaphorin 4B	protein-coding
1-770	chr7	1594812	1595139	+	0	NA	exon (NM_001097620, exon 2 of 9)	exon (NM_001097620, exon 2 of 9)	866	NM_001097620	202915	Hs.592174	NM_152689	ENSG00000164855	TMEM184A	SDMG1	transmembrane protein 184A	protein-coding
1-503	chr14	21072136	21072463	+	0	NA	intron (NR_122043, intron 4 of 4)	HERVL18-int|LTR|ERVL	-13317	NM_001024822	493901	Hs.729466	NM_001024822	ENSG00000258436	RNASE12	HEL-S-85p|RAI1	ribonuclease A family member 12 (inactive)	protein-coding
1-198	chr22	24524929	24525256	+	0	NA	intron (NM_012295, intron 28 of 36)	intron (NM_012295, intron 28 of 36)	-52363	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2|W5C5	sushi domain containing 2	protein-coding
1-602	chr3	189438523	189438850	+	0	NA	intron (NM_001114979, intron 1 of 10)	intron (NM_001114979, intron 1 of 10)	-68762	NM_001114982	8626	Hs.137569	NM_003722	ENSG00000073282	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	tumor protein p63	protein-coding
1-284	chr4	143395717	143396044	+	0	NA	intron (NM_003866, intron 2 of 26)	L1PA14|LINE|L1	371808	NM_001331040	8821	Hs.176376	NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
1-1297	chr21	45147663	45147990	+	0	NA	intron (NM_003681, intron 1 of 10)	intron (NM_003681, intron 1 of 10)	8816	NM_003681	8566	Hs.284491	NM_003681	ENSG00000160209	PDXK	C21orf124|C21orf97|HEL-S-1a|PKH|PNK|PRED79	pyridoxal kinase	protein-coding
1-77	chr8	143297481	143297808	+	0	NA	intron (NM_001363740, intron 13 of 13)	intron (NM_001363740, intron 13 of 13)	17927	NR_024378	619434	Hs.393308	NR_024378	ENSG00000254008	LINC00051	C8orf43|NCRNA00051	long intergenic non-protein coding RNA 51	ncRNA
1-1283	chr19	18255171	18255498	+	0	NA	exon (NM_015016, exon 22 of 27)	exon (NM_015016, exon 22 of 27)	-8639	NM_005027	5296	Hs.371344	NM_005027	ENSG00000105647	PIK3R2	MPPH|MPPH1|P85B|p85|p85-BETA	phosphoinositide-3-kinase regulatory subunit 2	protein-coding
1-798	chr16	4310312	4310639	+	0	NA	exon (NM_003223, exon 5 of 7)	exon (NM_003223, exon 5 of 7)	-6685	NR_039999	100507501	Hs.632979	NR_039999		LINC01569	-	long intergenic non-protein coding RNA 1569	ncRNA
1-481	chr5	179034611	179034938	+	0	NA	intron (NM_001040452, intron 17 of 17)	intron (NM_001040452, intron 17 of 17)	-4032	NR_110560	101928445	Hs.663255	NR_110560	ENSG00000244945	LOC101928445	-	uncharacterized LOC101928445	ncRNA
1-483	chr6	49874219	49874546	+	0	NA	Intergenic	Intergenic	-29573	NM_001205220	167	Hs.109620	NM_001131	ENSG00000124812	CRISP1	AEGL1|ARP|CRISP-1|HEL-S-57|HSCRISP1D|HSCRISP1G|HUMARP	cysteine rich secretory protein 1	protein-coding
1-1109	chr11	17412992	17413319	+	0	NA	TTS (NM_001351295)	TTS (NM_001351295)	-2262	NM_001166290	3767	Hs.248141	NM_000525	ENSG00000187486	KCNJ11	BIR|HHF2|IKATP|KIR6.2|MODY13|PHHI|TNDM3	potassium voltage-gated channel subfamily J member 11	protein-coding
1-72	chr17	39369222	39369549	+	0	NA	Intergenic	Intergenic	-13515	NM_031961	83899	Hs.307013	NM_031961	ENSG00000239886	KRTAP9-2	KAP9.2|KRTAP9.2	keratin associated protein 9-2	protein-coding
1-1264	chr16	10933180	10933507	+	0	NA	Intergenic	Intergenic	-20692	NR_134903	780776	Hs.371576	NM_001079512	ENSG00000166676	TVP23A	FAM18A|YDR084C	trans-golgi network vesicle protein 23 homolog A	protein-coding
1-106	chr3	39650031	39650358	+	0	NA	Intergenic	L1PA15|LINE|L1	106637	NM_001278323	4336	Hs.121333	NM_182935	ENSG00000168314	MOBP	-	myelin associated oligodendrocyte basic protein	protein-coding
1-1349	chr14	23080955	23081282	+	0	NA	3' UTR (NM_022060, exon 7 of 7)	3' UTR (NM_022060, exon 7 of 7)	13971	NM_022060	63874	Hs.445665	NM_022060	ENSG00000100439	ABHD4	ABH4	abhydrolase domain containing 4	protein-coding
1-337	chr1	6330073	6330400	+	0	NA	intron (NM_181865, intron 8 of 8)	intron (NM_181865, intron 8 of 8)	-9078	NM_207370	387509	Hs.531581	NM_207370	ENSG00000158292	GPR153	PGR1	G protein-coupled receptor 153	protein-coding
1-771	chr7	5598479	5598806	+	0	NA	Intergenic	Intergenic	-28410	NM_001101	60	Hs.520640	NM_001101	ENSG00000075624	ACTB	BRWS1|PS1TP5BP1	actin beta	protein-coding
1-236	chr9	132982010	132982337	+	0	NA	intron (NM_014286, intron 4 of 7)	intron (NM_014286, intron 4 of 7)	19494	NM_001128826	23413	Hs.642946	NM_014286	ENSG00000107130	NCS1	FLUP|FREQ	neuronal calcium sensor 1	protein-coding
1-879	chr11	113569377	113569704	+	0	NA	intron (NM_030770, intron 4 of 12)	intron (NM_030770, intron 4 of 12)	7490	NM_001288752	80975	Hs.46720	NM_030770	ENSG00000166682	TMPRSS5	SPINESIN	transmembrane serine protease 5	protein-coding
1-981	chr11	20866057	20866384	+	0	NA	intron (NM_001288714, intron 3 of 18)	intron (NM_001288714, intron 3 of 18)	175088	NM_006157	4745	Hs.657172	NM_006157	ENSG00000165973	NELL1	IDH3GL|NRP1	neural EGFL like 1	protein-coding
1-4	chr8	144487463	144487790	+	0	NA	Intergenic	Intergenic	-12223	NR_126358	104326051	Hs.202140	NR_126358	ENSG00000254338	MAFA-AS1	TCONS_00014882	MAFA antisense RNA 1	ncRNA
1-464	chr19	4584860	4585187	+	0	NA	Intergenic	CpG	-25327	NM_032108	10501	Hs.465642	NM_020241	ENSG00000167680	SEMA6B	SEM-SEMA-Y|SEMA-VIB|SEMAN|semaZ	semaphorin 6B	protein-coding
1-1092	chr8	10261971	10262298	+	0	NA	intron (NM_001199729, intron 6 of 6)	CpG	-69941	NR_120604	101929191	Hs.595262	NR_120604	ENSG00000253641	LINCR-0001	-	uncharacterized LINCR-0001	ncRNA
1-738	chr1	21993454	21993781	+	0	NA	intron (NM_001330383, intron 1 of 26)	intron (NM_001330383, intron 1 of 26)	2233	NM_001350526	5909	Hs.148178	NM_002885	ENSG00000076864	RAP1GAP	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	RAP1 GTPase activating protein	protein-coding
1-877	chr11	45582095	45582422	+	0	NA	Intergenic	Intergenic	104914	NM_003654	8534	Hs.104576	NM_003654	ENSG00000175264	CHST1	C6ST|GST-1|KS6ST|KSGal6ST|KSST	carbohydrate sulfotransferase 1	protein-coding
1-451	chr11	119862362	119862689	+	0	NA	Intergenic	Intergenic	137036	NM_001330382	23650	Hs.504115	NM_012101	ENSG00000137699	TRIM29	ATDC	tripartite motif containing 29	protein-coding
1-9	chr22	23450206	23450533	+	0	NA	intron (NM_002073, intron 2 of 2)	intron (NM_002073, intron 2 of 2)	33808	NM_014433	27156	Hs.526920	NM_014433	ENSG00000100218	RSPH14	RTDR1	radial spoke head 14 homolog	protein-coding
1-644	chr19	6135700	6136027	+	0	NA	5' UTR (NM_030924, exon 1 of 15)	5' UTR (NM_030924, exon 1 of 15)	185	NM_001289179	81616	Hs.465720	NM_030924	ENSG00000130377	ACSBG2	BGR|BRGL|PRTD-NY3|PRTDNY3	acyl-CoA synthetase bubblegum family member 2	protein-coding
1-520	chr20	21515181	21515508	+	0	NA	Intergenic	Intergenic	-20642	NM_002509	4821	Hs.516922	NM_002509	ENSG00000125820	NKX2-2	NKX2.2|NKX2B	NK2 homeobox 2	protein-coding
1-943	chr5	127120775	127121102	+	0	NA	intron (NM_001317938, intron 3 of 6)	intron (NM_001317938, intron 3 of 6)	81857	NM_001317938	728586	Hs.582532	NM_001317938	ENSG00000230561	CCDC192	LINC01183	coiled-coil domain containing 192	protein-coding
1-769	chr7	1462464	1462791	+	0	NA	Intergenic	Intergenic	36479	NM_182924	79778	Hs.376617	NM_024723	ENSG00000164877	MICALL2	JRAB|MICAL-L2	MICAL like 2	protein-coding
1-844	chr4	3311169	3311496	+	0	NA	Intergenic	Intergenic	-4542	NM_198229	6002	Hs.527061	NM_002926	ENSG00000159788	RGS12	-	regulator of G protein signaling 12	protein-coding
1-186	chr10	80496862	80497189	+	0	NA	Intergenic	Intergenic	330180	NR_024431	283050	Hs.309176	NR_015429	ENSG00000224596	ZMIZ1-AS1	-	ZMIZ1 antisense RNA 1	ncRNA
1-810	chr19	2332709	2333036	+	0	NA	intron (NM_152988, intron 1 of 15)	intron (NM_152988, intron 1 of 15)	4189	NM_001077238	56928	Hs.744026	NM_152988	ENSG00000005206	SPPL2B	IMP-4|IMP4|PSH4|PSL1	signal peptide peptidase like 2B	protein-coding
1-793	chr13	100117667	100117994	+	0	NA	Intergenic	Intergenic	33730	NR_110731	102725509	Hs.648968	NR_110731		LINC01232	TCONS_00021520	long intergenic non-protein coding RNA 1232	ncRNA
1-1010	chr16	2849911	2850238	+	0	NA	intron (NM_001354586, intron 5 of 6)	Tigger3|DNA|TcMar-Tigger	-3541	NR_145775	109616997		NR_145775	ENSG00000221719	SNORA3C	-	small nucleolar RNA, H/ACA box 3C	snoRNA
1-757	chr2	241790591	241790918	+	0	NA	Intergenic	Intergenic	-17487	NM_000030	189	Hs.144567	NM_000030	ENSG00000172482	AGXT	AGT|AGT1|AGXT1|PH1|SPAT|SPT|TLH6	alanine--glyoxylate and serine--pyruvate aminotransferase	protein-coding
1-595	chr2	121234799	121235126	+	0	NA	Intergenic	Intergenic	-11037	NR_027181	84931	Hs.334519	NM_032845	ENSG00000280409	LINC01101	-	long intergenic non-protein coding RNA 1101	ncRNA
1-162	chr16	85470480	85470807	+	0	NA	Intergenic	Intergenic	-130712	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
1-685	chr8	140855140	140855467	+	0	NA	intron (NM_001160372, intron 21 of 22)	L2a|LINE|L2	-139937	NM_001282534	51305	Hs.493037	NM_001282534	ENSG00000169427	KCNK9	K2p9.1|KT3.2|TASK-3|TASK3	potassium two pore domain channel subfamily K member 9	protein-coding
1-164	chr1	16050356	16050683	+	0	NA	intron (NM_015164, intron 7 of 19)	intron (NM_015164, intron 7 of 19)	-12234	NM_207348	284723	Hs.631867	NM_207348	ENSG00000162461	SLC25A34	-	solute carrier family 25 member 34	protein-coding
1-33	chr17	72329065	72329392	+	0	NA	intron (NM_153209, intron 2 of 19)	intron (NM_153209, intron 2 of 19)	6863	NM_153209	124602	Hs.372773	NM_153209	ENSG00000196169	KIF19	KIF19A	kinesin family member 19	protein-coding
1-1324	chr6	13182702	13183029	+	0	NA	exon (NM_001322311, exon 4 of 12)	exon (NM_001322311, exon 4 of 12)	100809	NR_134859	100130357	Hs.484678	NM_001242698		LOC100130357	-	uncharacterized LOC100130357	ncRNA
1-1305	chr1	32817083	32817410	+	0	NA	Intergenic	CpG	10598	NM_001167676	100128071	Hs.512763	NM_001167676	ENSG00000225828	FAM229A	-	family with sequence similarity 229 member A	protein-coding
1-242	chr14	100029496	100029823	+	0	NA	intron (NM_001144995, intron 1 of 5)	intron (NM_001144995, intron 1 of 5)	40885	NM_001144995	317762	Hs.709288	NM_001144995	ENSG00000205476	CCDC85C	-	coiled-coil domain containing 85C	protein-coding
1-1143	chr17	48012814	48013141	+	0	NA	Intergenic	Intergenic	-33577	NM_138281	1748	Hs.591167	NM_001934	ENSG00000108813	DLX4	BP1|DLX7|DLX8|DLX9|OFC15	distal-less homeobox 4	protein-coding
1-470	chr20	50294971	50295298	+	0	NA	intron (NM_006045, intron 9 of 27)	intron (NM_006045, intron 9 of 27)	89795	NM_006045	10079	Hs.649234	NM_006045	ENSG00000054793	ATP9A	ATPIIA	ATPase phospholipid transporting 9A (putative)	protein-coding
1-393	chr1	210028759	210029086	+	0	NA	3' UTR (NM_014388, exon 12 of 12)	3' UTR (NM_014388, exon 12 of 12)	27605	NM_014388	27042	Hs.194754	NM_014388	ENSG00000117597	UTP25	C1orf107|DEF|DIEXF|DJ434O14.5	UTP25 small subunit processor component	protein-coding
1-567	chr16	2038804	2039131	+	0	NA	Intergenic	Intergenic	-1004	NM_004209	9143	Hs.435277	NM_004209	ENSG00000127561	SYNGR3	-	synaptogyrin 3	protein-coding
1-215	chr10	47077155	47077482	+	0	NA	Intergenic	Intergenic	-4502	NM_001278795	100996758	Hs.524719	NM_001278795	ENSG00000264717	NPY4R2	CH17-360D5.1|NPY4-R|NPY4R|PP1|PPYR1	neuropeptide Y receptor Y4-2	protein-coding
1-8	chr8	143423918	143424245	+	0	NA	intron (NM_001291931, intron 2 of 10)	intron (NM_001291931, intron 2 of 10)	60462	NM_001366904	203062	Hs.370931	NM_145003	ENSG00000171045	TSNARE1	-	t-SNARE domain containing 1	protein-coding
1-871	chr10	127227541	127227868	+	0	NA	Intergenic	MER130|Unknown?|Unknown?	-35236	NR_023362	100169752	Hs.652647	NR_023362	ENSG00000237675	TEX36-AS1	-	TEX36 antisense RNA 1	ncRNA
1-395	chr2	109787217	109787544	+	0	NA	intron (NM_001099289, intron 1 of 9)	intron (NM_001099289, intron 1 of 9)	-29336	NR_036223	100422863		NR_036223	ENSG00000264934	MIR4265	-	microRNA 4265	ncRNA
1-905	chr19	511270	511597	+	0	NA	intron (NM_033513, intron 1 of 1)	intron (NM_033513, intron 1 of 1)	3936	NM_033513	91978	Hs.369613	NM_033513	ENSG00000141933	TPGS1	C19orf20|GTRGEO22|PGs1	tubulin polyglutamylase complex subunit 1	protein-coding
1-280	chr2	37639423	37639750	+	0	NA	Intergenic	Intergenic	67813	NM_012413	25797	Hs.79033	NM_012413	ENSG00000115828	QPCT	GCT|QC|sQC	glutaminyl-peptide cyclotransferase	protein-coding
1-98	chr17	21198677	21199004	+	0	NA	intron (NM_002756, intron 1 of 11)	intron (NM_002756, intron 1 of 11)	7492	NM_002756	5606	Hs.514012	NM_002756	ENSG00000034152	MAP2K3	MAPKK3|MEK3|MKK3|PRKMK3|SAPKK-2|SAPKK2	mitogen-activated protein kinase kinase 3	protein-coding
1-558	chr11	69009986	69010313	+	0	NA	Intergenic	Intergenic	-51473	NM_001293296	26579	Hs.523848	NM_138768	ENSG00000172927	MYEOV	OCIM	myeloma overexpressed	protein-coding
1-881	chr11	129479970	129480297	+	0	NA	Intergenic	Intergenic	7031	NR_120582	101929557	Hs.385785	NR_120582	ENSG00000281097	LINC01395	-	long intergenic non-protein coding RNA 1395	ncRNA
1-885	chr13	114922627	114922954	+	0	NA	Intergenic	Intergenic	-24692	NM_007368	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
1-991	chr12	57848716	57849043	+	0	NA	promoter-TSS (NM_031479)	promoter-TSS (NM_031479)	-211	NM_031479	83729	Hs.632713	NM_031479	ENSG00000139269	INHBE	-	inhibin subunit beta E	protein-coding
1-372	chr8	59770934	59771261	+	0	NA	intron (NM_014729, intron 3 of 8)	intron (NM_014729, intron 3 of 8)	-198685	NM_003580	8439	Hs.372000	NM_003580	ENSG00000035681	NSMAF	FAN|GRAMD5	neutral sphingomyelinase activation associated factor	protein-coding
1-1381	chr5	131798858	131799185	+	0	NA	intron (NR_161242, intron 3 of 3)	intron (NR_161242, intron 3 of 3)	27444	NR_149069	3659	Hs.436061	NM_002198	ENSG00000125347	IRF1	IRF-1|MAR	interferon regulatory factor 1	protein-coding
1-122	chr14	69178175	69178502	+	0	NA	Intergenic	Intergenic	82293	NM_001244698	677	Hs.85155	NM_004926	ENSG00000185650	ZFP36L1	BRF1|Berg36|ERF-1|ERF1|RNF162B|TIS11B|cMG1	ZFP36 ring finger protein like 1	protein-coding
1-518	chr19	45664048	45664375	+	0	NA	promoter-TSS (NM_198478)	promoter-TSS (NM_198478)	-803	NM_198478	284353	Hs.299256	NM_198478		NKPD1	-	NTPase KAP family P-loop domain containing 1	protein-coding
1-532	chr2	11029960	11030287	+	0	NA	Intergenic	Intergenic	11730	NR_110575	101929733	Hs.736697	NR_110575	ENSG00000271952	LINC01954	-	long intergenic non-protein coding RNA 1954	ncRNA
1-7	chr4	184644308	184644635	+	0	NA	Intergenic	Intergenic	64025	NM_021942	60684	Hs.443240	NM_021942	ENSG00000168538	TRAPPC11	C4orf41|FOIGR|GRY|LGMD2S|LGMDR18	trafficking protein particle complex 11	protein-coding
1-903	chr18	29958620	29958947	+	0	NA	intron (NM_001242409, intron 2 of 5)	intron (NM_001242409, intron 2 of 5)	92062	NM_022751	64762	Hs.444314	NM_022751	ENSG00000141441	GAREM1	C18orf11|FAM59A|GAREM|Gm944	GRB2 associated regulator of MAPK1 subtype 1	protein-coding
1-27	chr16	85394057	85394384	+	0	NA	Intergenic	CpG	-54289	NR_049816	100847022		NR_049816	ENSG00000266307	MIR5093	-	microRNA 5093	ncRNA
1-1261	chr15	70212152	70212479	+	0	NA	Intergenic	Intergenic	84742	NR_026764	414926	Hs.569502	NR_026764	ENSG00000245750	LINC00593	C15orf50	long intergenic non-protein coding RNA 593	ncRNA
1-761	chr3	196393054	196393381	+	0	NA	Intergenic	LTR33|LTR|ERVL	26652	NM_198565	375387	Hs.702186	NM_198565	ENSG00000174004	NRROS	ELLP3030|GARPL1|LRRC33|UNQ3030	negative regulator of reactive oxygen species	protein-coding
1-1108	chr11	11602056	11602383	+	0	NA	intron (NM_001363464, intron 1 of 9)	intron (NM_001363464, intron 1 of 9)	41333	NM_001363464	374378	Hs.655152	NM_198516	ENSG00000110328	GALNT18	GALNACT18|GALNT15|GALNTL4|GalNAc-T15|GalNAc-T18	polypeptide N-acetylgalactosaminyltransferase 18	protein-coding
1-522	chr21	45585592	45585919	+	0	NA	Intergenic	Intergenic	-6010	NR_146631	105377138		NR_146631		LINC01678	-	long intergenic non-protein coding RNA 1678	ncRNA
1-206	chr3	52002228	52002555	+	0	NA	promoter-TSS (NM_020418)	promoter-TSS (NM_020418)	-909	NM_001363885	57060	Hs.20930	NM_020418	ENSG00000090097	PCBP4	CBP|LIP4|MCG10	poly(rC) binding protein 4	protein-coding
1-854	chr7	953699	954026	+	0	NA	intron (NM_001284309, intron 4 of 10)	intron (NM_001284309, intron 4 of 10)	6664	NM_001284311	11033	Hs.602573	NM_006869	ENSG00000105963	ADAP1	CENTA1|GCS1L|p42IP4	ArfGAP with dual PH domains 1	protein-coding
1-641	chr17	63160128	63160455	+	0	NA	intron (NM_001081955, intron 7 of 18)	MLT1I|LTR|ERVL-MaLR	26803	NM_001081955	8787	Hs.664380	NM_003835	ENSG00000108370	RGS9	PERRS|RGS9L	regulator of G protein signaling 9	protein-coding
1-1280	chr17	70461666	70461993	+	0	NA	intron (NR_137281, intron 1 of 4)	intron (NR_137281, intron 1 of 4)	122877	NR_135222	146795	Hs.651743	NR_135222	ENSG00000264026	LINC02003	-	long intergenic non-protein coding RNA 2003	ncRNA
