PeakID (cmd=annotatePeaks.pl RFX6_peak0825_HIOE.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-5874	chr3	53171192	53171645	+	0	NA	Intergenic	Intergenic	-6967	NM_052859	91869	Hs.631910	NM_052859	ENSG00000163933	RFT1	CDG1N	RFT1 homolog	protein-coding
1-5824	chr1	161586133	161586586	+	0	NA	Intergenic	SVA_C|Other|Other	10510	NR_024151	3311	Hs.662180	NR_024151		HSPA7	HSP70B	heat shock protein family A (Hsp70) member 7	pseudo
1-5735	chr16	11707012	11707465	+	0	NA	Intergenic	Intergenic	-25916	NR_024320	9516	Hs.459940	NM_004862	ENSG00000189067	LITAF	PIG7|SIMPLE|TP53I7	lipopolysaccharide induced TNF factor	protein-coding
1-6152	chr22	34413159	34413612	+	0	NA	Intergenic	Intergenic	-94509	NM_001362949	9215	Hs.474667	NM_004737	ENSG00000133424	LARGE1	LARGE|MDC1D|MDDGA6|MDDGB6	LARGE xylosyl- and glucuronyltransferase 1	protein-coding
1-1013	chr19	18575374	18575827	+	0	NA	intron (NM_006532, intron 4 of 11)	intron (NM_006532, intron 4 of 11)	-26657	NM_016368	51477	Hs.405873	NM_016368	ENSG00000105655	ISYNA1	INO1|INOS|IPS|IPS 1|IPS-1	inositol-3-phosphate synthase 1	protein-coding
1-4615	chr2	120356129	120356582	+	0	NA	intron (NR_073132, intron 7 of 24)	intron (NR_073132, intron 7 of 24)	54330	NR_073132	200373	Hs.496753	NM_001029996	ENSG00000163075	CFAP221	FAP221|PCDP1	cilia and flagella associated protein 221	protein-coding
1-3764	chr1	43401859	43402312	+	0	NA	intron (NM_006516, intron 2 of 9)	intron (NM_006516, intron 2 of 9)	22454	NM_006516	6513	Hs.473721	NM_006516	ENSG00000117394	SLC2A1	CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN	solute carrier family 2 member 1	protein-coding
1-1719	chr20	20586640	20587093	+	0	NA	intron (NM_020343, intron 14 of 39)	L2b|LINE|L2	106421	NM_020343	57186	Hs.472285	NM_020343	ENSG00000188559	RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	Ral GTPase activating protein catalytic alpha subunit 2	protein-coding
1-5217	chr2	7171751	7172204	+	0	NA	intron (NM_001349181, intron 8 of 9)	MER58A|DNA|hAT-Charlie	46034	NR_110252	101929452		NR_110252	ENSG00000223884	LOC101929452	-	uncharacterized LOC101929452	ncRNA
1-4684	chr6	100051591	100052044	+	0	NA	Intergenic	CpG	-2833	NM_021620	59336	Hs.287386	NM_021620	ENSG00000112238	PRDM13	MU-MB-20.220|PFM10	PR/SET domain 13	protein-coding
1-896	chr6	34856851	34857304	+	0	NA	promoter-TSS (NM_015245)	promoter-TSS (NM_015245)	45	NM_015245	23294	Hs.656492	NM_015245	ENSG00000064999	ANKS1A	ANKS1	ankyrin repeat and sterile alpha motif domain containing 1A	protein-coding
1-844	chr6	35699084	35699537	+	0	NA	non-coding (NR_027117, exon 6 of 10)	non-coding (NR_027117, exon 6 of 10)	-2950	NM_001145775	2289	Hs.407190	NM_004117	ENSG00000096060	FKBP5	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	FKBP prolyl isomerase 5	protein-coding
1-4609	chr2	98280434	98280887	+	0	NA	promoter-TSS (NM_005735)	promoter-TSS (NM_005735)	-153	NM_005735	10120	Hs.98791	NM_005735	ENSG00000115073	ACTR1B	ARP1B|CTRN2|PC3	actin related protein 1B	protein-coding
1-245	chr1	25867342	25867795	+	0	NA	Intergenic	Intergenic	-2508	NM_015627	26119	Hs.590911	NM_015627	ENSG00000157978	LDLRAP1	ARH|ARH1|ARH2|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding
1-3954	chr16	14727933	14728386	+	0	NA	intron (NM_016561, intron 1 of 7)	intron (NM_016561, intron 1 of 7)	1351	NM_001330500	51283	Hs.435556	NM_016561	ENSG00000103429	BFAR	BAR|RNF47	bifunctional apoptosis regulator	protein-coding
1-3901	chr10	98038876	98039329	+	0	NA	Intergenic	MER66B|LTR|ERV1	-7769	NM_013314	29760	Hs.665244	NM_013314	ENSG00000095585	BLNK	AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca	B cell linker	protein-coding
1-1968	chr8	28446555	28447008	+	0	NA	Intergenic	Intergenic	-84082	NR_036250	100422903		NR_036250	ENSG00000265251	MIR4288	-	microRNA 4288	ncRNA
1-2188	chr19	506962	507415	+	0	NA	promoter-TSS (NM_033513)	promoter-TSS (NM_033513)	-309	NM_033513	91978	Hs.369613	NM_033513	ENSG00000141933	TPGS1	C19orf20|GTRGEO22|PGs1	tubulin polyglutamylase complex subunit 1	protein-coding
1-2435	chr6	158481421	158481874	+	0	NA	intron (NM_001178088, intron 6 of 25)	intron (NM_001178088, intron 6 of 25)	43522	NM_001178088	8871	Hs.434494	NM_003898	ENSG00000078269	SYNJ2	INPP5H	synaptojanin 2	protein-coding
1-1042	chr16	71239604	71240057	+	0	NA	intron (NM_001198543, intron 1 of 18)	L1PREC2|LINE|L1	24795	NM_001198543	54768	Hs.351914	NM_017558	ENSG00000157423	HYDIN	CILD5|HYDIN1|HYDIN2|PPP1R31	HYDIN axonemal central pair apparatus protein	protein-coding
1-424	chr3	138048479	138048932	+	0	NA	promoter-TSS (NM_178130)	promoter-TSS (NM_178130)	-12	NM_001349021	347736	Hs.660992	NM_178130	ENSG00000181322	NME9	NM23-H9|TXL-2|TXL2|TXNDC6	NME/NM23 family member 9	protein-coding
1-5352	chr8	131106952	131107405	+	0	NA	intron (NM_018482, intron 24 of 29)	intron (NM_018482, intron 24 of 29)	-10164	NR_045385	100507117	Hs.106015	NR_045385	ENSG00000280543	ASAP1-IT2	-	ASAP1 intronic transcript 2	ncRNA
1-2108	chr1	231246098	231246551	+	0	NA	Intergenic	LTR32|LTR|ERVL	-52350	NM_001004342	440730	Hs.655089	NM_001004342	ENSG00000119283	TRIM67	TNL	tripartite motif containing 67	protein-coding
1-1612	chr21	42558639	42559092	+	0	NA	intron (NM_012105, intron 1 of 8)	MER66B|LTR|ERV1	-1699	NR_148920	191585	Hs.472492	NR_148920	ENSG00000280109	PLAC4	C21orf115|PRED78	placenta enriched 4	ncRNA
1-6224	chr12	111890736	111891189	+	0	NA	intron (NM_002973, intron 24 of 24)	intron (NM_002973, intron 24 of 24)	18296	NM_001291424	10019	Hs.506784	NM_005475	ENSG00000111252	SH2B3	IDDM20|LNK	SH2B adaptor protein 3	protein-coding
1-6206	chr7	26320341	26320794	+	0	NA	Intergenic	MER66B|LTR|ERV1	-10931	NM_001362753	29887	Hs.741316	NM_013322	ENSG00000086300	SNX10	OPTB8	sorting nexin 10	protein-coding
1-2109	chr2	3699567	3700020	+	0	NA	Intergenic	Intergenic	-5997	NM_018436	55821	Hs.97899	NM_018436	ENSG00000151360	ALLC	ALC	allantoicase	protein-coding
1-1153	chr7	138081030	138081483	+	0	NA	Intergenic	Intergenic	-63748	NM_003852	8805	Hs.490287	NM_003852	ENSG00000122779	TRIM24	PTC6|RNF82|TF1A|TIF1|TIF1A|TIF1ALPHA|hTIF1	tripartite motif containing 24	protein-coding
1-750	chr17	73641538	73641991	+	0	NA	promoter-TSS (NM_001162997)	promoter-TSS (NM_001162997)	-567	NM_001162997	100130933	Hs.662541	NM_001162997	ENSG00000259120	SMIM6	C17orf110|ELN	small integral membrane protein 6	protein-coding
1-5686	chr11	70709764	70710217	+	0	NA	non-coding (NR_073536, exon 3 of 3)	non-coding (NR_073536, exon 3 of 3)	1095	NR_073536	220070	Hs.326766	NM_145308	ENSG00000171671	SHANK2-AS3	C11orf76	SHANK2 antisense RNA 3	ncRNA
1-3892	chr10	18411978	18412431	+	0	NA	Intergenic	MER66C|LTR|ERV1	-17149	NM_201593	783	Hs.59093	NM_000724	ENSG00000165995	CACNB2	CACNLB2|CAVB2|MYSB	calcium voltage-gated channel auxiliary subunit beta 2	protein-coding
1-1391	chr1	182114379	182114832	+	0	NA	Intergenic	Intergenic	-83758	NM_001009992	127665	Hs.684328	NM_001009992	ENSG00000179930	ZNF648	-	zinc finger protein 648	protein-coding
1-5911	chr5	132072771	132073224	+	0	NA	intron (NM_007054, intron 1 of 16)	CpG	241	NM_001300791	11127	Hs.43670	NM_007054	ENSG00000131437	KIF3A	FLA10|KLP-20	kinesin family member 3A	protein-coding
1-2635	chr1	37059612	37060065	+	0	NA	Intergenic	Intergenic	-110923	NM_156039	1441	Hs.524517	NM_000760	ENSG00000119535	CSF3R	CD114|GCSFR|SCN7	colony stimulating factor 3 receptor	protein-coding
1-910	chr12	12944861	12945314	+	0	NA	TTS (NM_030817)	TTS (NM_030817)	6494	NM_030817	81575	Hs.23388	NM_030817	ENSG00000178878	APOLD1	VERGE	apolipoprotein L domain containing 1	protein-coding
1-1185	chr7	1394215	1394668	+	0	NA	Intergenic	Intergenic	104665	NM_182924	79778	Hs.376617	NM_024723	ENSG00000164877	MICALL2	JRAB|MICAL-L2	MICAL like 2	protein-coding
1-6104	chr16	78672017	78672470	+	0	NA	intron (NM_001291997, intron 7 of 7)	intron (NM_001291997, intron 7 of 7)	538692	NM_001291997	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
1-4902	chr2	98398547	98399000	+	0	NA	intron (NM_015348, intron 31 of 40)	L1MD1|LINE|L1	47904	NM_207519	7535	Hs.234569	NM_001079	ENSG00000115085	ZAP70	ADMIO2|IMD48|SRK|STCD|STD|TZK|ZAP-70	zeta chain of T cell receptor associated protein kinase 70	protein-coding
1-1600	chr17	41978704	41979157	+	0	NA	promoter-TSS (NM_001278376)	promoter-TSS (NM_001278376)	0	NM_001278375	4355	Hs.514208	NM_005374	ENSG00000108852	MPP2	DLG2	membrane palmitoylated protein 2	protein-coding
1-2892	chr1	43413141	43413594	+	0	NA	intron (NM_006516, intron 1 of 9)	AluSz|SINE|Alu	11172	NM_006516	6513	Hs.473721	NM_006516	ENSG00000117394	SLC2A1	CSE|DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED|SDCHCN	solute carrier family 2 member 1	protein-coding
1-1693	chr7	140813795	140814248	+	0	NA	intron (NM_001195278, intron 1 of 3)	intron (NM_001195278, intron 1 of 3)	40157	NM_001195278	100507421	Hs.283851	NM_001195278	ENSG00000261115	TMEM178B	-	transmembrane protein 178B	protein-coding
1-5674	chr10	81764868	81765321	+	0	NA	Intergenic	L1MB7|LINE|L1	-56233	NM_003019	6441	Hs.253495	NM_003019	ENSG00000133661	SFTPD	COLEC7|PSP-D|SFTP4|SP-D	surfactant protein D	protein-coding
1-3047	chr2	11086081	11086534	+	0	NA	Intergenic	MER66B|LTR|ERV1	34247	NM_002236	3754	Hs.23735	NM_002236	ENSG00000162975	KCNF1	IK8|KCNF|KV5.1|kH1	potassium voltage-gated channel modifier subfamily F member 1	protein-coding
1-953	chr4	103476187	103476640	+	0	NA	intron (NM_003998, intron 5 of 23)	intron (NM_003998, intron 5 of 23)	-52770	NR_136202	105377621	Hs.15833	NR_136202		LOC105377621	-	uncharacterized LOC105377621	ncRNA
1-1855	chr22	36925200	36925653	+	0	NA	promoter-TSS (NM_003753)	promoter-TSS (NM_003753)	-213	NM_003753	8664	Hs.55682	NM_003753	ENSG00000100353	EIF3D	EIF3S7|eIF3-p66|eIF3-zeta	eukaryotic translation initiation factor 3 subunit D	protein-coding
1-2062	chr11	28129662	28130115	+	0	NA	promoter-TSS (NM_031217)	promoter-TSS (NM_031217)	-47	NM_001113528	196074	Hs.243326	NM_152636	ENSG00000169519	METTL15	METT5D1	methyltransferase like 15	protein-coding
1-5306	chr6	52217495	52217948	+	0	NA	Intergenic	L2c|LINE|L2	-9228	NM_133367	85315	Hs.239388	NM_133367	ENSG00000170915	PAQR8	C6orf33|LMPB1|MPRB	progestin and adipoQ receptor family member 8	protein-coding
1-4787	chr16	3005127	3005580	+	0	NA	Intergenic	Intergenic	-8923	NM_001253725	79412	Hs.661128	NM_024507	ENSG00000131650	KREMEN2	KRM2	kringle containing transmembrane protein 2	protein-coding
1-59	chr22	38638931	38639384	+	0	NA	intron (NM_001195071, intron 3 of 8)	intron (NM_001195071, intron 3 of 8)	-18430	NR_132774	106635525		NR_132774		SNORA92	-	small nucleolar RNA, H/ACA box 92	snoRNA
1-2486	chr16	69482650	69483103	+	0	NA	intron (NM_030579, intron 3 of 4)	intron (NM_030579, intron 3 of 4)	24378	NM_030579	80777	Hs.461131	NM_030579	ENSG00000103018	CYB5B	CYB5-M|CYPB5M|OMB5	cytochrome b5 type B	protein-coding
1-244	chr19	46456187	46456640	+	0	NA	intron (NM_002516, intron 3 of 3)	CpG	20710	NM_002516	4858	Hs.375439	NM_002516	ENSG00000104967	NOVA2	ANOVA|NOVA3	NOVA alternative splicing regulator 2	protein-coding
1-5136	chr17	76200998	76201451	+	0	NA	exon (NM_001145526, exon 7 of 11)	exon (NM_001145526, exon 7 of 11)	-9110	NM_001012271	332	Hs.744872	NM_001168	ENSG00000089685	BIRC5	API4|EPR-1	baculoviral IAP repeat containing 5	protein-coding
1-5925	chr6	16001321	16001774	+	0	NA	Intergenic	Intergenic	-127770	NM_013262	29116	Hs.484738	NM_013262	ENSG00000007944	MYLIP	IDOL|MIR	myosin regulatory light chain interacting protein	protein-coding
1-6118	chr18	31733578	31734031	+	0	NA	intron (NM_001353232, intron 1 of 9)	MLT1J1|LTR|ERVL-MaLR	68630	NM_001353235	8715	Hs.514795	NM_003787	ENSG00000101746	NOL4	CT125|HRIHFB2255|NOLP	nucleolar protein 4	protein-coding
1-2495	chr17	64987006	64987459	+	0	NA	intron (NM_014405, intron 1 of 3)	intron (NM_014405, intron 1 of 3)	26409	NM_014405	27092	Hs.514423	NM_014405	ENSG00000075461	CACNG4	-	calcium voltage-gated channel auxiliary subunit gamma 4	protein-coding
1-428	chr19	58962673	58963126	+	0	NA	promoter-TSS (NM_207395)	promoter-TSS (NM_207395)	-90	NM_207395	388569	Hs.186970	NM_207395	ENSG00000249471	ZNF324B	-	zinc finger protein 324B	protein-coding
1-6120	chr18	41512126	41512579	+	0	NA	Intergenic	L1MD2|LINE|L1	599310	NR_110792	101927921	Hs.464986	NR_110792	ENSG00000267337	LINC01478	-	long intergenic non-protein coding RNA 1478	ncRNA
1-2466	chr11	78673043	78673496	+	0	NA	intron (NM_001098816, intron 6 of 33)	intron (NM_001098816, intron 6 of 33)	-387360	NM_001243251	79731	Hs.503389	NM_024678	ENSG00000137513	NARS2	DFNB94|SLM5|asnRS	asparaginyl-tRNA synthetase 2, mitochondrial	protein-coding
1-2658	chr4	99564297	99564750	+	0	NA	intron (NM_005723, intron 1 of 7)	Tigger3b|DNA|TcMar-Tigger	15239	NM_005723	10098	Hs.118118	NM_005723	ENSG00000168785	TSPAN5	NET-4|NET4|TM4SF9|TSPAN-5	tetraspanin 5	protein-coding
1-4371	chr5	138281677	138282130	+	0	NA	TTS (NM_022464)	TTS (NM_022464)	70814	NM_001324011	1495	Hs.445981	NM_001903	ENSG00000044115	CTNNA1	CAP102|MDPT2	catenin alpha 1	protein-coding
1-3323	chr14	96572383	96572836	+	0	NA	Intergenic	Intergenic	66910	NM_001282463	56967	Hs.6434	NM_020215	ENSG00000227051	C14orf132	C14orf88	chromosome 14 open reading frame 132	protein-coding
1-2602	chr16	57673078	57673531	+	0	NA	promoter-TSS (NM_001145774)	promoter-TSS (NM_001145774)	-100	NM_001290144	9289	Hs.513633	NM_005682	ENSG00000205336	ADGRG1	BFPP|BPPR|GPR56|TM7LN4|TM7XN1	adhesion G protein-coupled receptor G1	protein-coding
1-471	chr6	4066587	4067040	+	0	NA	Intergenic	Intergenic	12558	NM_173563	222826	Hs.657342	NM_173563	ENSG00000145975	FAM217A	C6orf146	family with sequence similarity 217 member A	protein-coding
1-1080	chr3	135915073	135915526	+	0	NA	promoter-TSS (NM_018133)	promoter-TSS (NM_018133)	-122	NM_018133	55167	Hs.18631	NM_018133	ENSG00000174579	MSL2	MSL-2|MSL2L1|RNF184	MSL complex subunit 2	protein-coding
1-1551	chr2	28789966	28790419	+	0	NA	intron (NM_153021, intron 20 of 57)	intron (NM_153021, intron 20 of 57)	968	NR_138141	151056	Hs.444933	NM_153021	ENSG00000163803	PLB1	PLB|PLB/LIP	phospholipase B1	protein-coding
1-2931	chr4	4543280	4543733	+	0	NA	promoter-TSS (NR_037888)	promoter-TSS (NR_037888)	269	NM_001346281	53407	Hs.584913	NM_016930	ENSG00000168818	STX18	Ufe1	syntaxin 18	protein-coding
1-3023	chrX	39917847	39918300	+	0	NA	intron (NM_001123384, intron 9 of 13)	intron (NM_001123384, intron 9 of 13)	38646	NM_001123385	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
1-5356	chr8	145050927	145051380	+	0	NA	promoter-TSS (NM_000445)	promoter-TSS (NM_000445)	-240	NM_000445	5339	Hs.434248	NM_000445	ENSG00000178209	PLEC	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|LGMDR17|PCN|PLEC1|PLEC1b|PLTN	plectin	protein-coding
1-3676	chr11	62528620	62529073	+	0	NA	promoter-TSS (NM_002696)	promoter-TSS (NM_002696)	-206	NM_002696	5436	Hs.14839	NM_002696	ENSG00000168002	POLR2G	RPB19|RPB7|hRPB19|hsRPB7	RNA polymerase II subunit G	protein-coding
1-1998	chr15	79465822	79466275	+	0	NA	Intergenic	Intergenic	-36082	NR_029705	406960		NR_029705	ENSG00000207695	MIR184	EDICT|MIRN184|miR-184	microRNA 184	ncRNA
1-5756	chr17	70461480	70461933	+	0	NA	intron (NR_137281, intron 1 of 4)	intron (NR_137281, intron 1 of 4)	122754	NR_135222	146795	Hs.651743	NR_135222	ENSG00000264026	LINC02003	-	long intergenic non-protein coding RNA 2003	ncRNA
1-4512	chr16	88977453	88977906	+	0	NA	intron (NM_005187, intron 1 of 11)	intron (NM_005187, intron 1 of 11)	27756	NR_135194	101927793	Hs.690953	NR_135194	ENSG00000259881	LOC101927793	-	uncharacterized LOC101927793	ncRNA
1-2747	chr22	37948433	37948886	+	0	NA	Intergenic	Intergenic	-7828	NM_152243	11135	Hs.225356	NM_152243	ENSG00000128283	CDC42EP1	BORG5|CEP1|MSE55	CDC42 effector protein 1	protein-coding
1-1144	chr3	45109345	45109798	+	0	NA	Intergenic	LTR89|LTR|ERVL?	37936	NM_001308394	7123	Hs.476092	NM_003278	ENSG00000163815	CLEC3B	TN|TNA	C-type lectin domain family 3 member B	protein-coding
1-3219	chr2	134901120	134901573	+	0	NA	intron (NM_001371457, intron 1 of 16)	intron (NM_001371457, intron 1 of 16)	16650	NR_037450	100500878		NR_037450	ENSG00000263813	MIR3679	mir-3679	microRNA 3679	ncRNA
1-4757	chr12	27379243	27379696	+	0	NA	Intergenic	Intergenic	-17750	NM_015000	23012	Hs.184523	NM_015000	ENSG00000211455	STK38L	NDR2	serine/threonine kinase 38 like	protein-coding
1-4912	chr3	31964417	31964870	+	0	NA	intron (NM_001174060, intron 1 of 10)	intron (NM_001174060, intron 1 of 10)	-58599	NM_001137674	344787	Hs.585139	NM_001137674	ENSG00000197385	ZNF860	-	zinc finger protein 860	protein-coding
1-208	chr12	8147819	8148272	+	0	NA	Intergenic	Intergenic	-37267	NM_018416	55810	Hs.120844	NM_018416	ENSG00000065970	FOXJ2	FHX	forkhead box J2	protein-coding
1-5002	chr8	118958582	118959035	+	0	NA	intron (NM_000127, intron 1 of 10)	intron (NM_000127, intron 1 of 10)	-25656	NR_145799	109623457		NR_145799		SNORD168	-	small nucleolar RNA, C/D box 168	snoRNA
1-3762	chr1	30934259	30934712	+	0	NA	Intergenic	Intergenic	-257134	NR_034182	100129196	Hs.659751	NR_034182	ENSG00000186056	MATN1-AS1	-	MATN1 antisense RNA 1	ncRNA
1-2081	chr18	47123506	47123959	+	0	NA	3' UTR (NM_001308006, exon 9 of 9)	3' UTR (NM_001308006, exon 9 of 9)	35305	NM_001308006	9388	Hs.465102	NM_006033	ENSG00000101670	LIPG	EDL|EL|PRO719	lipase G, endothelial type	protein-coding
1-3880	chr9	19048937	19049390	+	0	NA	promoter-TSS (NM_006570)	promoter-TSS (NM_006570)	189	NM_001287049	158297	Hs.731593	NM_153707	ENSG00000155875	SAXO1	C9orf138|FAM154A	stabilizer of axonemal microtubules 1	protein-coding
1-2816	chr10	3028005	3028458	+	0	NA	Intergenic	Intergenic	80894	NR_160681	101927824		NR_160681		LOC101927824	-	uncharacterized LOC101927824	ncRNA
1-3806	chr3	53109032	53109485	+	0	NA	Intergenic	Intergenic	-29169	NM_016329	51460	Hs.343679	NM_016329	ENSG00000163935	SFMBT1	RU1|SFMBT|hSFMBT	Scm like with four mbt domains 1	protein-coding
1-2548	chr6	3118430	3118883	+	0	NA	promoter-TSS (NM_004332)	promoter-TSS (NM_004332)	46	NM_001302777	670	Hs.10136	NM_004332	ENSG00000137274	BPHL	BPH-RP|MCNAA|VACVASE	biphenyl hydrolase like	protein-coding
1-2731	chr17	53350776	53351229	+	0	NA	intron (NM_001330375, intron 2 of 3)	intron (NM_001330375, intron 2 of 3)	7419	NM_001330375	3131	Hs.196952	NM_002126	ENSG00000108924	HLF	-	HLF transcription factor, PAR bZIP family member	protein-coding
1-6220	chr11	124669545	124669998	+	0	NA	promoter-TSS (NR_103862)	promoter-TSS (NR_103862)	531	NM_001352400	79684	Hs.146079	NM_024631	ENSG00000120458	MSANTD2	C11orf61	Myb/SANT DNA binding domain containing 2	protein-coding
1-3717	chr16	78413802	78414255	+	0	NA	intron (NM_001291997, intron 4 of 7)	intron (NM_001291997, intron 4 of 7)	280477	NM_001291997	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
1-2290	chr1	27397455	27397908	+	0	NA	Intergenic	Intergenic	-58340	NM_052943	115572	Hs.632378	NM_052943	ENSG00000158246	TENT5B	FAM46B	terminal nucleotidyltransferase 5B	protein-coding
1-3081	chr5	137942023	137942476	+	0	NA	Intergenic	Intergenic	-31159	NM_004134	3313	Hs.184233	NM_004134	ENSG00000113013	HSPA9	CRP40|CSA|EVPLS|GRP-75|GRP75|HEL-S-124m|HSPA9B|MOT|MOT2|MTHSP75|PBP74|SAAN|SIDBA4	heat shock protein family A (Hsp70) member 9	protein-coding
1-5797	chrY	6962328	6962781	+	0	NA	Intergenic	Intergenic	-179459	NR_028062	5616	Hs.584730	NM_002760	ENSG00000099725	PRKY	PRKXP3|PRKYP	protein kinase Y-linked (pseudogene)	pseudo
1-4287	chr20	43038771	43039224	+	0	NA	intron (NM_178849, intron 3 of 9)	intron (NM_178849, intron 3 of 9)	2237	NR_037419	100500813		NR_037419	ENSG00000266151	MIR3646	-	microRNA 3646	ncRNA
1-1563	chr4	37441540	37441993	+	0	NA	intron (NM_001144990, intron 6 of 6)	LTR78|LTR|ERV1	-13781	NM_001104629	55286	Hs.107527	NM_018302	ENSG00000154274	C4orf19	-	chromosome 4 open reading frame 19	protein-coding
1-3195	chr1	20512348	20512801	+	0	NA	promoter-TSS (NM_152376)	promoter-TSS (NM_152376)	-15	NM_152376	127733	Hs.432503	NM_152376	ENSG00000162543	UBXN10	UBXD3	UBX domain protein 10	protein-coding
1-5924	chr6	12200217	12200670	+	0	NA	Intergenic	MER66B|LTR|ERV1	-90151	NM_001168319	1906	Hs.511899	NM_001955	ENSG00000078401	EDN1	ARCND3|ET1|HDLCQ7|PPET1|QME	endothelin 1	protein-coding
1-4145	chr8	18780628	18781081	+	0	NA	intron (NM_015310, intron 2 of 15)	MER21B|LTR|ERVL	-36287	NM_001362819	23362	Hs.434255	NM_015310	ENSG00000156011	PSD3	EFA6D|EFA6R|HCA67	pleckstrin and Sec7 domain containing 3	protein-coding
1-763	chr17	29814888	29815341	+	0	NA	promoter-TSS (NM_001346749)	promoter-TSS (NM_001346749)	-12	NM_001303542	84440	Hs.406788	NM_032932	ENSG00000131242	RAB11FIP4	FIP4-Rab11|RAB11-FIP4	RAB11 family interacting protein 4	protein-coding
1-4666	chr5	149965341	149965794	+	0	NA	Intergenic	Intergenic	-15071	NM_001166208	11346	Hs.435228	NM_007286	ENSG00000171992	SYNPO	-	synaptopodin	protein-coding
1-3515	chr17	1933809	1934262	+	0	NA	intron (NR_144476, intron 1 of 12)	intron (NR_144476, intron 1 of 12)	629	NR_144474	1801	Hs.513856	NM_001383	ENSG00000108963	DPH1	DEDSSH|DPH2L|DPH2L1|OVCA1	diphthamide biosynthesis 1	protein-coding
1-1023	chr2	84743349	84743802	+	0	NA	promoter-TSS (NM_001370)	promoter-TSS (NM_001370)	-4	NM_001370	1768	Hs.249972	NM_001370	ENSG00000115423	DNAH6	DNHL1|Dnahc6|HL-2|HL2	dynein axonemal heavy chain 6	protein-coding
1-5644	chr8	27062352	27062805	+	0	NA	Intergenic	Intergenic	53343	NM_030795	81551	Hs.201058	NM_030795	ENSG00000015592	STMN4	RB3	stathmin 4	protein-coding
1-1626	chr4	128702886	128703339	+	0	NA	promoter-TSS (NM_001317383)	promoter-TSS (NM_001317383)	161	NM_001317381	22824	Hs.135554	NM_014278	ENSG00000164070	HSPA4L	APG-1|HSPH3|Osp94	heat shock protein family A (Hsp70) member 4 like	protein-coding
1-464	chr17	7108024	7108477	+	0	NA	intron (NR_135527, intron 4 of 20)	intron (NR_135527, intron 4 of 20)	256	NM_001321076	1742	Hs.463928	NM_001365	ENSG00000132535	DLG4	PSD95|SAP-90|SAP90	discs large MAGUK scaffold protein 4	protein-coding
1-740	chr6	79844714	79845167	+	0	NA	Intergenic	L1PB1|LINE|L1	-56969	NM_017934	55023	Hs.511817	NM_017934	ENSG00000146247	PHIP	BRWD2|DCAF14|DIDOD|WDR11|ndrp	pleckstrin homology domain interacting protein	protein-coding
