	ARNT2	ARX	ASCL1	ASCL2	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	HES4	HIC1	HLF	HMBOX1	INSM1	ISL1	LMX1A	LMX1B	LTF	MAFA	MAFB	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	RFX6	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846	ZNF883
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION																																																SH2D3C SPTBN4		
GO_REGULATION_OF_PEPTIDYL_THREONINE_PHOSPHORYLATION					SPRED3 WNK3			SPRED3 WNK3																																										
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION									CRLF1 CSH1 EPHA4														CRLF1 SFRP1 SRCIN1			CSH2 EPHA4 SRCIN1																	AGT CSH1 GHRL ISL1							
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY			ELFN1 RIMBP2	DLG2 ELFN1																																														
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY								AGT AVPR1B																																			AGT AVPR1B							
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY								AGT AVPR1B																																			AGT AVPR1B							
GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS																																											PRKD1 VAV3							
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	CDKN1C CELSR3 MAP3K12 ROS1 SPRED3 SPTBN4 SRCIN1		ADCY1 CBFA2T3 ELFN1 FLT1 LIMCH1 NEK10 RIMBP2						ADCY1 APLN BCL2 CBFA2T3 CRLF1 CSH1 DRD2 EPHA4 EPHB3 FGF17 INSM1 NEK10		ADCY1 ADCY5 APLN BCL2 CHRNA3 FGF9 LIMCH1 PAX6 RIMBP2									ADCY2 CCDC88A CENPE CLSPN ISL1 NEK10 PTPRT RGS4 RIMBP2 TTBK1 WNK2			CENPE CLSPN CRLF1 EPHB3 FGF17 GDF11 INSRR MAPK10 PLCL1 SFRP1 SRCIN1 TP73 VAV3			ADCY1 CSH2 EPHA4 GDF1 HERC5 SH2D3C SRCIN1 TTBK1				ADCY1 APLN BCL2 CSF1R EPHB3 FGF9 NEK10 PROX1 TTBK1	CBFA2T3 CRLF1 DRD2 FGF9 FLT1 HERC5 NEK10 PROX1 RD3 RGS4 SH3RF3 TP73	ADORA2A CDK5R2 DLG2 ISL1 NDRG4 PTPRT SPTBN4 VAV3	BCL2 CBFA2T3 EPHA4 EPHB3 INSRR LIMCH1 PAX6	CENPE EDAR NEK10 PTPRT RD3				CDK5R1 CENPE INSM1 MMD2 NEK10 RD3 ROBO1 TTBK1					ADCY2 ADORA2A AGT AVPR1B CDK5R2 CLIP3 CLSPN CSH1 DLG2 GHRL INSRR ISL1 NDRG4 PRKD1 RD3 UCHL1 VAV3		AVPR1B RGS4 TP73	AGT DUSP26 EPHA8 GDF1 MAPK10 MAPK8IP2 ROS1 UCHL1				
GO_REGULATION_OF_PHOSPHORYLATION	CDKN1C CELSR3 MAP3K12 ROS1 SPRED3 SPTBN4 SRCIN1								ADCY1 APLN BCL2 CBFA2T3 CRLF1 CSH1 DRD2 EPHA4 EPHB3 FGF17 INSM1 NEK10		ADCY1 ADCY5 APLN BCL2 CHRNA3 FGF9 LIMCH1 PAX6									ADCY2 CCDC88A CENPE CLSPN ISL1 NEK10 PTPRT RGS4 TTBK1 WNK2			CENPE CLSPN CRLF1 EPHB3 FGF17 GDF11 INSRR MAPK10 PLCL1 SFRP1 SRCIN1 TP73 VAV3			ADCY1 CSH2 EPHA4 GDF1 HERC5 SH2D3C SRCIN1 TTBK1				ADCY1 APLN BCL2 CSF1R EPHB3 FGF9 NEK10 PROX1 TTBK1	CBFA2T3 CRLF1 DRD2 FGF9 FLT1 HERC5 NEK10 PROX1 RGS4 SH3RF3 TP73	ADORA2A CDK5R2 ISL1 NDRG4 PTPRT SPTBN4 VAV3	BCL2 CBFA2T3 EPHA4 EPHB3 INSRR LIMCH1 PAX6	CENPE EDAR NEK10 PTPRT				CDK5R1 CENPE INSM1 MMD2 NEK10 ROBO1 TTBK1					ADCY2 ADORA2A AGT AVPR1B CDK5R2 CLIP3 CLSPN CSH1 GHRL INSRR ISL1 NDRG4 PRKD1 UCHL1 VAV3		AVPR1B RGS4 TP73	AGT DUSP26 EPHA8 GDF1 MAPK10 MAPK8IP2 ROS1 UCHL1	CSH1 DUSP26 GCK GDF1 HERC5 ROBO1 SLC8A1			
GO_REGULATION_OF_POSITIVE_CHEMOTAXIS									ANGPT2 SCG2																																									
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION		CAMK2B GAP43 SRCIN1			CDK5R1 LRFN1				EPHA4 GAP43																	EPHA4 SRCIN1	CDK5R1 SRCIN1																						CAMK2B LRFN1	
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS		DLG2 MX1 MX2 SNAP25			DLG2 MX1 SNAP25											CALY MX2							CPT1C MAPK10 MX1									DLG2 SNAP25					CACNG4 CPLX1 MX2		DLG2 MAPK10 SNAP25				CALY DLG2							
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL		IGSF9B MPP2 RGS4 SEZ6 STX1A									CHRNA3 CHRNB2 STX1A								DRD2 MPP2	RGS4 STX1A											CHRNB4 DRD2 IGSF9B RGS4	ADORA2A GRIK5							DRD2 FGF14 GRIK5 MPP2 RGS4 SEZ6 STX1A	CHRNB4 DRD2 IGSF9B MPP2			ADORA2A GHRL IGSF9B MPP2 SEZ6			GRIK3 MAPK8IP2			FGF14 MPP2 SEZ6	
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT		KCNJ2 RGS4			KCNG1 KCNIP3 WNK3		KCNG1 KCNIP3 WNK2	ANK2 KCNJ2 RGS4 WNK3												RGS4 WNK2								DRD2 KCNIP3			DRD2 RGS4								ANK2 DPP10 DRD2 KCNIP3 RGS4											
GO_REGULATION_OF_PRESYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION								CACNB2 CNR1																																										
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE																FFAR2 NR4A3																					CD96 RSAD2 SPON2													
GO_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS							LAMP3 MAP1A																																											
GO_REGULATION_OF_PROTEIN_BINDING					MAP2 PLCL1 TTBK1				ADD2 CRMP1 EPHA4											ADD2 DZIP1 TTBK1						EPHA4 TTBK1				ADD2 TTBK1								SPON1 TTBK1												
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS									CBFA2T3 EPHA4 HECW2 NKD1														FMN2 LAMP3 NKD1										CBFA2T3 EPHA4																	
GO_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY											EVL STMN2 STX1A TMOD2 TUBB4A									ADD2 ISL1 STX1A TTBK1																		CDK5R1 INSM1 TTBK1	CLIP3 ISL1 JAM3 MAP1B MAP2 SPTBN4 STX1A TPPP3											
GO_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY								MAP1A MAP1B NAV3 TMOD2	ADD2 TMOD2		STMN2 TMOD2							MAP1A NAV3																																
GO_REGULATION_OF_PROTEIN_DEPOLYMERIZATION								MAP1A MAP1B NAV3 TMOD2	ADD2 TMOD2		STMN2 TMOD2							MAP1A NAV3																					MAP1A MAP1B SPTBN4											
GO_REGULATION_OF_PROTEIN_KINASE_ACTIVITY	CDKN1C MAP3K12 SPRED3 SRCIN1																			ADCY2 CCDC88A CENPE CLSPN NEK10 PTPRT RGS4 TTBK1			CENPE CLSPN MAPK10 SFRP1 SRCIN1 TP73			ADCY1 EPHA4 HERC5 SRCIN1 TTBK1	CDK5R1 CENPE MAPK8IP1 PTPRT SRCIN1			ADCY1 CSF1R NEK10 PROX1 TTBK1	DRD2 FLT1 HERC5 NEK10 PROX1 RGS4 TP73			CENPE NEK10 PTPRT				CDK5R1 CENPE MMD2 NEK10 ROBO1 TTBK1	ADCY2 AGT CCDC88A CDK5R2 CLSPN DRD2 MAPK10 PTPRT RET RGS4 SPRED3 SRCIN1 UCHL1	CCDC88A CENPE CLSPN DRD2 TP73					RGS4 TP73		DUSP26 HERC5 ROBO1 SLC8A1			
GO_REGULATION_OF_PROTEIN_LOCALIZATION				ADCY5 CCDC88A CORO2B RSAD2	BAIAP3 BRSK2 CACNA1C CDK5R1 CNIH2 KCNJ11 MAP2 RAPGEF4 RFX6 RSAD2 SNAP25 WNK3			BAIAP3 CACNA1C CCDC88A CLIP3 CNR1 GPC2 MAP1A SFRP1 SRCIN1 STXBP5L UCN3 WNK3			ADCY5 BCL2 STX1A STXBP5L									CCDC88A CELSR2 GPC2 ISL1 ITPR1 STX1A UCN3							CDK5R1 KCNJ11 PTCH1 SRCIN1			BCL2 CORO2B CSF1R ITPR1 PTCH1					CELSR2 ITPR1 PRKCH				ABCC8 BAIAP3 CACNA1A CACNA1C CCDC88A CHGA CLIP3 CNIH2 DPP10 DRD2 ISL1 MAP1A MAP2 SNAP25 SRCIN1 STX1A STXBP5L UCN3		ISL1 STXBP5L		ADORA2A BAIAP3 CACNA1C CLIP3 GHRL GPC2 ISL1 NEUROD1 RFX6							
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY																																																	CLIP3 KCNJ11	
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE					CDK5R1 KCNJ11 WNK3																						CDK5R1 KCNJ11										CLIP3 DPP10 GPC2													
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE					KCNJ11 WNK3																																												CLIP3 KCNJ11	
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	CDKN1C CELSR3 MAP3K12 PRKCG ROS1 SPRED3 SPTBN4 SRCIN1										ADCY1 ADCY5 BCL2 CHRNA3 FGF9 LIMCH1 PAX6		CELSR3 MAP3K12 PRKCG							ADCY2 CCDC88A CENPE CLSPN ISL1 NEK10 PTPRT RGS4 TET1 TTBK1 WNK2			CENPE CLSPN CRLF1 FGF17 GDF11 MAPK10 PLCL1 SFRP1 SRCIN1 TP73			ADCY1 CSH2 EPHA4 GDF1 HERC5 SH2D3C SRCIN1 TTBK1								CENPE EDAR NEK10 PTPRT				CDK5R1 CENPE INSM1 MMD2 NEK10 ROBO1 TTBK1							AVPR1B RGS4 TP73	AGT DUSP26 EPHA8 GDF1 MAPK10 MAPK8IP2 ROS1 UCHL1				
GO_REGULATION_OF_PROTEIN_POLYMERIZATION					CDK5R1 MAP2 TMSB15B TTBK1			CLIP3 MAP1B NAV3 TMOD2			EVL STMN2 TMOD2 TUBB4A																			ADD2 TTBK1								CDK5R1 TTBK1	CLIP3 MAP1B MAP2 SPTBN4 TPPP3							ADD2 EVL	EVL NAV3			
GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	CDKN1C MAP3K12 SPRED3																														FLT1 HERC5 NEK10 PROX1 RGS4 TP73							CDK5R1 NEK10 ROBO1							RGS4 TP73			CDK5R2 CSF1R SPRED3		
GO_REGULATION_OF_PROTEIN_STABILITY										ANK2 INSC																							BCL2 EPHA4																	
GO_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY																										EPHA4 SRCIN1																	AGT GHRL							
GO_REGULATION_OF_PROTEOLYSIS																		AGT MAP1A SPOCK3 ST18			BST2 TNP1					EPHA4 SERPINI1 TNFSF14 TNP1 TTBK1																				AGT BST2 NAIP PCSK1N TNP1	PCSK1N ROBO1 SPOCK3 TNP1			
GO_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION																																						MMD2 ROBO1					RASAL1 STARD8 STMN3							
GO_REGULATION_OF_RECEPTOR_INTERNALIZATION									APLN DRD2							APLN PLCG2												ANKRD13B DRD2			DRD2 PLCG2						DRD2 PLCG2			ANKRD13B APLN DRD2									ANKRD13B APLN	
GO_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS									APLN DRD2							APLN PLCG2												ANKRD13B DRD2			DRD2 PLCG2									ANKRD13B APLN DRD2									ANKRD13B APLN	
GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT								AGT AKR1B1 RET				CSF1R PTPRT								ISL1 PTPRT			AKR1B1 CRLF1				CDK5R1 PTPRT					ISL1 PTPRT						AKR1B1 CDK5R1	AGT AKR1B1 ISL1 PTPRT RET				AGT AKR1B1 CSH1 ISL1 NEUROD1						AGT AKR1B1 CRLF1 RET	
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	CHRNB2 PRKCG STXBP1	PRKCG STX1A SYN1			BAIAP3 CDK5R2 SYN1 SYP			BAIAP3 CACNB2 CNR1 CPLX2 PRKCG STXBP5L SYP			ADCY1 CHRNB2 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L SYT5					CPLX1 DRD2	STX1A SYN1 SYP								DRD2 STXBP1		ADCY1 CACNA1H		ADORA2A CDK5R2 GRIK5					ADCY1 CPLX1 DRD2		BAIAP3 CDK5R2 CPLX2 DRD2 GRIK5 STX1A STXBP5L SYP		STXBP5L SYP SYT5		ADORA2A BAIAP3 CDK5R2 SYN1					CDK5R2 CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL								ANK2 CACNA1C SLC8A1																																										
GO_REGULATION_OF_RENAL_SYSTEM_PROCESS									CORO2B DRD2																												CORO2B DRD2		AGT DRD2				ADORA2A AGT						AGT CORO2B	
GO_REGULATION_OF_REPRODUCTIVE_PROCESS																																																CNR1 STXBP1		
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS															CD96 HERC5 PLCG2				DRD2 MUC15 ZDHHC11										CD96 DRD2		CD96 DRD2 HERC5 PLCG2									DRD2 MUC5B ZDHHC11										
GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS							CD300LF PELI3																																											
GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	PRKCG SPRED3								BCL2 EYA4 RTEL1																																									
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS															CD200 CD96 HERC5 PLCG2 PRKD1 RTN4RL1	ADORA2A ANGPT2 CSF1R FFAR2 JAM3 PLCG2 RTN4RL1 TUBB2B										EPHA4 HERC5 TNFSF14 TTBK1 TUBB2B											ANGPT2 C2CD4A CD96 DRD2 HERC5 MDK PLCG2 SCGB1A1 SPP1 TNFSF14 TTBK1													
GO_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS	NPY PRKCG																																																	
GO_REGULATION_OF_RESPONSE_TO_FOOD	NPY PRKCG																																																	
GO_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS					GCH1 NR4A3											GCH1 NR4A3																																		
GO_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES					GCH1 NR4A3											GCH1 NR4A3																																		
GO_REGULATION_OF_RESPONSE_TO_STRESS															CD200 CD96 HERC5 MAPK8IP2 PLCG2 RTN4RL1																C2CD4A CD200 CD96 DRD2 EYA4 HERC5 MDK PLCG2 RTEL1 SH3RF3						AKT3 C2CD4A CD96 CORO2B DRD2 EYA4 HERC5 MDK PLCG2 RTEL1 SCGB1A1 SH3RF3 SPP1 TTBK1													
GO_REGULATION_OF_RESPONSE_TO_WOUNDING							MDK RTN4RL1 SPP1																																											
GO_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL				ATP1A3 KCNJ2																																														
GO_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION																						ROBO1 STARD8																												
GO_REGULATION_OF_SECRETION	CHRNB2 PRKCG SRCIN1 STXBP1 SV2A	BRSK2 PRKCG SNAP25 SPP1 SRCIN1 STX1A SYN1 UCN3			BAIAP3 BRSK2 CACNA1C CDK5R2 KCNJ11 RAPGEF4 RFX6 RSAD2 SNAP25 SYN1 SYP WNK3			AGT AVPR1B BAIAP3 CACNA1C CACNB2 CNR1 CPLX2 PRKCG SFRP1 SRCIN1 STXBP5L SV2A SYP UCN3 WNK3	ADCY1 APLN DRD2 FFAR2 RAB3C UCN3 UNC13A	ADCY5 GHRL RAB3C TFF2	ADCY1 ADCY5 APLN CHRNA3 CHRNB2 STX1A STXBP5L			ADCY1 CHGA PRKCG STX1A STXBP1 STXBP5L SYT5						ISL1 ITPR1 STX1A SYN1 SYP TFF2 UCN3										ADCY1 APLN CACNA1H CADPS CSF1R ITPR1 RAB3C		ADORA2A CDK5R2 GRIK5 ISL1 SNAP25					ADCY1 CPLX1 DRD2 HRH3 RAB26 RAPGEF4 RSAD2 SPP1		ABCC8 AGT BAIAP3 CACNA1A CACNA1C CDK5R2 CHGA CPLX2 DRD2 GRIK5 ISL1 RAB26 RAB3C SNAP25 SPP1 SRCIN1 STX1A STXBP5L SV2A SYP TFF2 UCN3		ISL1 STXBP5L SYP SYT5		ADORA2A AGT AVPR1B BAIAP3 CACNA1C CDK5R2 GHRL ISL1 NEUROD1 RAB26 RFX6 SYN1					CDK5R2 CNR1 CPLX2 CSF1R GRIK5 STXBP1 SYP		
GO_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION															MMD2 RAP1GAP2							ROBO1 STARD8 VAV3																					ARHGAP9 RASAL1 STARD8 STMN3 VAV3							
GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS																					CNR1 RD3																													
GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY																							SFRP1 WNT9A				PTCH1 WNT9A			FGF9 PTCH1																				
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT							FGF14 WNK2	HECW2 SCN1B WNK3																																									FGF14 SCN1B	
GO_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY							FGF14 WNK2	HECW2 SCN1B WNK3																																									FGF14 SCN1B	
GO_REGULATION_OF_SODIUM_ION_TRANSPORT							FGF14 WNK2	HECW2 SCN1B SLC8A1 WNK3	DRD2 HECW2							HECW2 NKAIN1												DRD2 SCN1B			DRD2 SCN1B						DRD2 HECW2 NKAIN1		DRD2 FGF14 SCN1B SPTBN4								HECW2 SLC8A1		FGF14 SCN1B	
GO_REGULATION_OF_SOMITOGENESIS																							DLL1 NKD1																											
GO_REGULATION_OF_SPROUTING_ANGIOGENESIS		AKT3 FUT1 S100A1																		DLL1 S100A1			DLL1 FUT1																											
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION																				DLL1 RGS4										BCL2 PROX1	DLL1 PROX1 RGS4																			
GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION		KCNJ2 SLC8A1			CACNA1C MYBPC3		HCN4 MYBPC3	ANK2 CACNA1C KCNJ2 SLC8A1														CACNA1C CHGA																	ANK2 CACNA1C CHGA HCN4											
GO_REGULATION_OF_SUPEROXIDE_METABOLIC_PROCESS																																											AGT GCH1							
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION				CCDC88A CORO2B				CCDC88A CLIP3 LIMCH1 MAP1A MAP1B NAV3 RGS4 SFRP1 TMOD2			EVL LIMCH1 STMN2 TMOD2 TUBB4A							MAP1A NAV3 RGS4 TMEFF2												ADD2 CORO2B PROX1									CCDC88A CLIP3 MAP1A MAP1B MAP2 RGS4 SPTBN4 TMEFF2											
GO_REGULATION_OF_SYMBIOTIC_PROCESS				LAMP3 RSAD2								CSF1R PROX1									BST2 IFI27									BCL2 CSF1R PROX1												BTBD17 MX1								
GO_REGULATION_OF_SYNAPSE_ASSEMBLY		COLQ GAP43							EPHB3 GAP43																														COLQ GAP43 LRRTM3											
GO_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY																																							DRD2 FRMPD4											
GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY	CHRNB2 SRCIN1	CAMK2B COLQ GAP43 MX1 MX2 SRCIN1			CDK5R1 LRFN1 MX1				CTTNBP2 DRD2 EPHA4 EPHB3 GAP43 SPARC			CTTNBP2 MX2 TUBA1A			COLQ MX2				DRD2 EPHB3 SPARC			COLQ CTTNBP2 SPARC	EPHB3 MX1 SRCIN1			EPHA4 SRCIN1	CDK5R1 SRCIN1		DRD2 MX1				EPHA4 EPHB3						CAMKV COLQ DRD2 FRMPD4 GAP43 LRRTM3 NEUROD2 SRCIN1 TUBA1A			GAP43 MX1								
GO_REGULATION_OF_SYNAPTIC_PLASTICITY		CAMK2B MPP2 SNAP25	ADCY1 SORCS2		BRSK1 SNAP25 SYP		FGF14 MAP1A NEUROD2	AGT CPLX2 MAP1A MAP1B NEUROD2 SYP	ADCY1 DRD2 EPHA4 UNC13A					ADCY1 STXBP1		ADORA2A BRSK1		AGT MAP1A SNAP25	DRD2 LZTS1 MPP2 SORCS2							ADCY1 EPHA4		DRD2 STXBP1 VGF		ADCY1 LZTS1		ADORA2A BRSK1 SNAP25 SORCS2							AGT BRSK1 CPLX2 DRD2 FGF14 MAP1A MAP1B MPP2 NEUROD2 SCGN SNAP25 SYP VGF	DRD2 MPP2			ADORA2A AGT BRSK1 MPP2 VGF					CPLX2 STXBP1 SYP	AGT CAMK2B FGF14 LZTS1 MAP1A MPP2 SCGN SYP VGF	
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC					BAIAP3 PLCL1			BAIAP3 CNR1																				DRD2 PLCL1 STXBP1											BAIAP3 DRD2 PLCL1				ADORA2A BAIAP3					CNR1 STXBP1		
GO_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC									DRD2 UNC13A																			DRD2 STXBP1									CACNG4 DRD2									GRIK3 MAPK8IP2		CNR1 STXBP1		
GO_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING					BRSK1 BRSK2																																													
GO_REGULATION_OF_SYNAPTIC_VESICLE_CYCLE	CHRNB2 PRKCG STXBP1	BRSK2 PRKCG STX1A SYN1			BRSK1 BRSK2 CDK5R1 RAPGEF4 SYN1 SYP			BSN CACNB2 CNR1 CPLX2 PCDH17 PRKCG STXBP5L SYP	ADCY1 DRD2		ADCY1 CHRNB2 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L		ADORA2A BRSK1			CPLX1 DRD2	STX1A SYN1 SYP								DRD2 STXBP1	DRD2 RAPGEF4			ADORA2A BRSK1 GRIK5					ADCY1 CPLX1 DRD2 RAPGEF4	CDK5R1 SYN1	BRSK1 BSN CPLX2 DRD2 FGF14 GRIK5 STX1A STXBP5L SYP		STXBP5L SYP		ADORA2A BRSK1 SYN1					CNR1 CPLX2 GRIK5 STXBP1 SYP	FGF14 SYP	
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	CHRNB2 PRKCG STXBP1	PRKCG STX1A SYN1			SYN1 SYP			CACNB2 CNR1 CPLX2 PRKCG STXBP5L SYP	ADCY1 DRD2		ADCY1 CHRNB2 STX1A STXBP5L			ADCY1 PRKCG STX1A STXBP1 STXBP5L					CPLX1 DRD2	STX1A SYN1 SYP								DRD2 STXBP1				ADORA2A GRIK5					ADCY1 CPLX1 DRD2		CPLX2 DRD2 GRIK5 STX1A STXBP5L SYP		STXBP5L SYP		ADORA2A SYN1					CNR1 CPLX2 GRIK5 STXBP1 SYP		
GO_REGULATION_OF_SYNAPTIC_VESICLE_FUSION_TO_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE																																							CPLX2 GRIK5									CPLX2 GRIK5 STXBP1		
GO_REGULATION_OF_SYNAPTIC_VESICLE_PRIMING														STX1A STXBP1																																				
GO_REGULATION_OF_SYNAPTIC_VESICLE_TRANSPORT					CNIH2 MAP2																																		CNIH2 MAP2											
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE									CORO2B DRD2																												CORO2B DRD2						AGT AVPR1B						AGT CORO2B	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE								AGT AVPR1B																																			AGT AVPR1B							
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL								AGT AVPR1B																																			AGT AVPR1B							
GO_REGULATION_OF_SYSTEM_PROCESS		CAMK2B IGSF9B KCNB2 KCNJ2 RGS4 S100A1 SLC8A1 STX1A		ATP1A3 CORO2B GCH1 KCNB2 KCNJ2	CACNA1C CNIH2 GCH1 KCNIP3 KCNJ11 MYBPC3 NR4A3 WNK3			AGT ANK2 AVPR1B CACNA1C CACNB2 KCNB2 KCNJ2 NR4A3 RGS4 SCN1B SLC8A1 WNK3	APLN ATP1A3 CORO2B DRD2 KCNK3 MYBPC3	ANK2 GCH1 GHRL TFF2	APLN CHRNA3 S100A1 STX1A					ADORA2A APLN GCH1 KCNH6 NR4A3		AGT CACNA1C GNAO1 RGS4 SSTR2		ATP1A3 ITPR1 RGS4 S100A1 STX1A TFF2										APLN CACNA1H CORO2B DOCK4 HCN4 ITPR1 KCNH6 KCNK3	CACNA1H CHRNB4 DRD2 IGSF9B RGS4 SCN1B TFF2				APLN ITPR1				AGT ANK2 ATP1A3 CACNA1C CHGA CNIH2 DRD2 GNAO1 HCN4 KCNB2 KCNH6 KCNIP3 KCNMA1 KCNMB2 RGS4 S100A1 SCN1B SPTBN4 STX1A TFF2	APLN CHRNB4 DRD2 HCN4 IGSF9B NR4A3			ADORA2A AGT AVPR1B CACNA1C GCH1 GHRL IGSF9B KCNH2 KCNK3 NEUROD1 NPTX2		AVPR1B RGS4 S100A1 SCN1B	AGT ATP1A3 CACNA1B GNAO1			AGT APLN CAMK2B CNIH2 CORO2B HCN4 ITPR1 KCNH2 KCNJ11 S100A1 SCN1B	
GO_REGULATION_OF_TISSUE_REMODELING							MDK SPP1																														MDK SPP1		AGT MDK SPP1				AGT MDK						AGT MDK	
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY							CD300LF RSAD2																																											
GO_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_CELL_FATE_COMMITMENT																						PAX6 PROX1																												
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	CDKN1C MAP3K12 ROS1 SPRED3 SRCIN1											CENPE CERS1 CSF1R PROX1 PTPRT			CD200 HERC5 MMD2 PRKD1					ADCY2 CCDC88A CENPE CLSPN NEK10 PTPRT RGS4 TTBK1			CENPE CLSPN EPHB3 INSRR MAPK10 SFRP1 SRCIN1 TP73 VAV3			ADCY1 EPHA4 HERC5 SRCIN1 TTBK1	CDK5R1 CENPE MAPK8IP1 PTPRT SRCIN1			ADCY1 CSF1R EPHB3 NEK10 PROX1 TTBK1	CD200 DRD2 FLT1 HERC5 NEK10 PROX1 RGS4 TP73		EPHA4 EPHB3 INSRR	CENPE NEK10 PTPRT				CDK5R1 CENPE MMD2 NEK10 ROBO1 TTBK1					ADCY2 ADORA2A AGT CDK5R2 CLSPN GHRL INSRR PRKD1 UCHL1 VAV3		RGS4 TP73	AGT DUSP26 EPHA8 MAPK10 ROS1 UCHL1				
GO_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	CDKN1C SPRED3																																																	
