	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF514	ZNF519	ZNF846	ZNF883
WP_G_PROTEIN_SIGNALING_PATHWAYS		ITPR1 PRKCG PRKCH	ADCY1 GNG4 PDE8B PRKCG									GNAO1 ITPR1 PRKCG PRKD1		GNAO1 GNG4 PDE8B PRKCG	ADCY1 ADCY2 ADCY5 GNAO1 GNG4 ITPR1 PDE8B PRKCG PRKCH		ADCY5 PDE8B PRKCH	ADCY1 ADCY5 ITPR1 PRKCH PRKD1	ADCY1 ADCY2 ADCY5 ITPR1 PRKCH		ITPR1 PRKCG PRKCH				ADCY1 PRKCG	ITPR1 PRKCH PRKD1	ADCY1 ADCY2 ADCY5 PDE8B					ADCY1 ADCY2 ITPR1 PRKCH		ADCY1 ADCY2 ADCY5 GNG4 ITPR1 PRKCH	ADCY1 GNAO1 GNG4 PDE8B			ADCY2 ADCY5 GNAO1	ADCY5 GNAO1 GNG4 PDE8B	ADCY1 PRKCH			ADCY1 ADCY2 ADCY5 GNAO1 GNG4 ITPR1 PDE8B PRKCG PRKD1	ADCY2 ADCY5 ITPR1 PRKCH	ADCY1 ADCY5 GNG4 ITPR1		ADCY5 GNG4 PRKCH			ADCY1 ADCY2 ITPR1 PRKCH					ADCY1 ADCY5 GNAO1 ITPR1 PDE8B PRKCG PRKCH	ADCY5 GNAO1 GNG4 ITPR1 PRKCG PRKCH	ADCY1 ADCY2 GNAO1 GNG4 ITPR1 PDE8B				ADCY1 ADCY2 ADCY5 GNAO1 GNG4 ITPR1 PRKCG PRKCH PRKD1	GNG4 PDE8B PRKCH		GNAO1 ITPR1				ADCY5 GNG4 ITPR1 PRKCG	PRKCH PRKD1
WP_HEDGEHOG_SIGNALING_PATHWAY																BCL2 BOC PTCH1		BCL2 PTCH1																											BCL2 BOC PTCH1												BCL2 BOC PTCH1												
WP_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION					CBFA2T3 KCNH2								GATA2 KCNH2																								HES6 KCNH2				CBFA2T3 KCNH2																				CBFA2T3 HES6 KCNH2		HES6 KCNH2						
WP_HEPATITIS_B_INFECTION																																											AKT3 BCL2 MAPK10 MAPK12 PRKCG					BCL2 MAPK12																			BCL2 MAPK10 PRKCG		
WP_HIPPOMERLIN_SIGNALING_DYSREGULATION				CDH22 CSF1R FLT1 ITGA7 PAK3	CDH22 CSF1R ITGA7													CSF1R FLT1 ITGA7												ITGA4 KIT PAK3					CDH22 FLT1 ITGA4 ITGA7 PAK3				CDH22 CSF1R FLT1 ITGA4 KIT PAK3									CSF1R ITGA7			CDH22 KIT			ITGA4 PAK3							CDH22 CSF1R FLT1 ITGA7 KIT								
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_APOPTOSIS																BCL2 MAPK12																											BCL2 MAPK12					BCL2 MAPK12									BCL2 MAPK12				BCL2 MAPK12	BCL2 MAPK12							
WP_HOSTPATHOGEN_INTERACTION_OF_HUMAN_CORONA_VIRUSES_MAPK_SIGNALING													IFI27 MAPK10			BCL2 MAPK10 MAPK12		BCL2 BST2	BCL2 MAPK10			BST2 IFI27	BST2 IFI27		BST2 MAPK12								BST2 IFI27		BCL2 IFI27 MAPK10					BST2 MAPK10			BCL2 MAPK10 MAPK12		BCL2 MAPK10	BCL2 MAPK10		BCL2 MAPK12	BCL2 BST2 IFI27 MAPK10					BST2 IFI27		MAPK10 MAPK12	BCL2 IFI27 MAPK10 MAPK12	IFI27 MAPK12			BCL2 IFI27 MAPK10 MAPK12	BCL2 MAPK12		BST2 MAPK10			BCL2 MAPK10		
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY															ADCY2 GNAO1 GNG2 KCNIP3																						ADCY2 GNAO1 KCNIP3	ADCY2 GNAO1					ADCY2 GNAO1 KCNIP3			GNAO1 GNG2 KCNIP3				ADCY2 GNG2							ADCY2 GNAO1 GNG2 KCNIP3	GNAO1 GNG2 KCNIP3											
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE												FBN1 LTBP2			ANGPT2 LTBP2	ANGPT2 LTBP2	ANGPT2 LTBP2		ANGPT2 LTBP2										ANGPT2 LTBP2					ANGPT2 FBN1										ANGPT2 FBN1											ANGPT2 LTBP2		ANGPT2 LTBP2	ANGPT2 LTBP2				FBN1 LTBP2							
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA				CSF1R FLT1														CSF1R FLT1	CSF1R FLT1															CSF1R FLT1					CSF1R FLT1 KIT																		CSF1R FLT1				CSF1R FLT1 KIT								
WP_INSULIN_SIGNALING		MAP3K12 PRKCH STXBP1														MAP3K12 MAPK10 MAPK12 MAPK4 SNAP25					MAP3K12 PRKCH				MAP3K12 MAPK12 STXBP1													MAP3K12 MAPK10 STXBP1					MAP3K12 MAPK10 MAPK12 SNAP25 STXBP1									MAP3K12 MAPK12 MAPK4 PRKCH SNAP25				MAP3K12 MAPK10 MAPK12 MAPK4 PRKCH STXBP1						MAP3K12 MAPK12 PRKCH			MAP3K12 MAPK10 STXBP1		MAPK10 MAPK4 STXBP1		
WP_INTEGRINMEDIATED_CELL_ADHESION			AKT3 ITGA7 MAPK12 PAK3	ITGA7 MAPK4 PAK3									ITGA4 MAPK10																	ITGA4 PAK3					AKT3 ITGA4 ITGA7 MAPK10 PAK3 VAV3				AKT3 ITGA4 MAPK10 MAPK4 PAK3 VAV3				AKT3 ITGA4 MAPK10 MAPK12				ITGA4 ITGA7 MAPK10 VAV3	ITGA7 MAPK12				ITGA7 MAPK12 MAPK4 VAV3		ITGA4 PAK3		ITGA4 ITGA7 MAPK10 MAPK12 MAPK4	AKT3 ITGA7 MAPK10 MAPK12 MAPK4				ITGA7 MAPK10 MAPK12 MAPK4 VAV3	ITGA7 MAPK12							
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY																GDAP1 PMP22															GDAP1 PMP22	GDAP1 PMP22		GDAP1 PMP22									GDAP1 PMP22			GDAP1 PMP22									GDAP1 PMP22			GDAP1 PMP22			GDAP1 PMP22								
WP_KISSPEPTINKISSPEPTIN_RECEPTOR_SYSTEM_IN_THE_OVARY		PRKCG PRKCH																			PRKCG PRKCH																																																
WP_KIT_RECEPTOR_SIGNALING_PATHWAY																																																														BCL2 KIT							
WP_LUNG_FIBROSIS					MUC5B RTEL1																								MMP2 RTEL1														MMP2 MUC5B RTEL1 SPP1			MMP2 RTEL1 SPP1									MMP2 MUC5B RTEL1 SPP1			MUC5B RTEL1 SPP1			MMP2 MUC5B RTEL1		RTEL1 SPP1				MMP2 RTEL1		
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE				ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5	ADCY1 ADCY5		ADCY1 ADCY5	ADCY1 ADCY2 ADCY5								ADCY1 ADCY2 ADCY5				ADCY2 ADCY5	ADCY1 ADCY2		ADCY1 ADCY2 ADCY5				ADCY2 ADCY5					ADCY1 ADCY2 ADCY5	ADCY2 ADCY5	ADCY1 ADCY5					ADCY1 ADCY2					ADCY1 ADCY5		ADCY1 ADCY2				ADCY1 ADCY2 ADCY5								
WP_MAPK_CASCADE			MAP2 MAPK12										MAP3K12 MAPK10		MAP2 MAP3K12 MAPK12	MAP3K12 MAPK10 MAPK12		MAP2 MAP3K12	MAP2 MAPK10						MAP3K12 MAPK12		MAP2 MAP3K12					MAP2 MAP3K12			MAP2 MAP3K12 MAPK10			MAP3K12 MAPK10	MAP3K12 MAPK10	MAP2 MAPK10			MAP3K12 MAPK10 MAPK12			MAP3K12 MAPK10			MAP2 MAPK10	MAP2 MAPK10		MAP2 MAP3K12 MAPK12				MAP3K12 MAPK10 MAPK12	MAP2 MAP3K12 MAPK10 MAPK12	MAP2 MAPK12				MAP3K12 MAPK12			MAP2 MAP3K12 MAPK10			MAP2 MAP3K12 MAPK12	
WP_MAPK_SIGNALING_PATHWAY	CACNA1B MAPK8IP2	AKT3 CACNA1H FGF9 MAP3K12 PRKCG	AKT3 CACNA1B CACNA1C CACNA2D1 FGF14 FGF17 MAPK12 MAPK8IP2 PRKCG										CACNA1A MAP3K12 MAPK10	CACNA1A CACNA1B CACNA2D1 FGF14 FGF17 FGF9 MAPK8IP1 PRKCG	AKT3 CACNA1A CACNA1C CACNA2D1 CACNB2 FGF14 FGF17 MAP3K12 MAPK12 MAPK8IP1 MAPK8IP2 PRKCG	CACNA1A CACNA1H FGF17 FGF9 MAP3K12 MAPK10 MAPK12									MAP3K12 MAPK12 MAPK8IP2 PRKCG					CACNA1B MAPK8IP2	AKT3 CACNA1A CACNA1B CACNA1C FGF14 FGF17 FGF9			AKT3 CACNA1C CACNA1H CACNA2D1 CACNG4 FGF17 FGF9 MAPK8IP1	AKT3 CACNA1A CACNA1C CACNA1H CACNG4 FGF17 FGF9 MAP3K12 MAPK10 MAPK8IP1				AKT3 CACNA1A CACNA1C CACNA2D1 CACNG4 FGF14 FGF9 MAP3K12 MAPK10				AKT3 CACNA1B CACNA1H CACNA2D1 FGF17 MAP3K12 MAPK10 MAPK12 PRKCG	CACNA1A CACNA1B CACNA1C CACNA2D1 CACNB2 FGF9	CACNA1H CACNA2D1 FGF14 FGF9 MAPK10	AKT3 CACNA1H CACNA2D1 FGF14 FGF17 FGF9 MAP3K12 MAPK10		CACNA1C CACNA1H MAPK12	CACNA1A CACNA2D1 FGF14 MAPK10			CACNA1A CACNA1H CACNB2 CACNG4 FGF14 MAP3K12 MAPK12 MAPK8IP1 PRKCG		CACNA1B CACNB2 MAPK8IP2	AKT3 CACNA1A CACNA1B CACNA2D1 CACNG4 FGF17 FGF9 MAPK10 MAPK8IP1 PRKCG	CACNA1B CACNA1C MAP3K12 MAPK10 MAPK12 MAPK8IP1 PRKCG	AKT3 CACNA1A CACNA1C CACNA2D1 FGF14 FGF17 FGF9 MAP3K12 MAPK10 MAPK12	AKT3 CACNA1A CACNA1C FGF14 FGF9 MAPK12 MAPK8IP1				MAP3K12 MAPK12 MAPK8IP2		CACNA1B CACNB2 MAPK10 MAPK8IP2	CACNA1C CACNB2 MAP3K12 MAPK10			FGF14 MAP3K12 MAPK12 MAPK8IP1 PRKCG	
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION																												GABRB3 SLC12A5																																									
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME																		MYT1 NREP TET1																													MYT1 NREP SST																		MYT1 NREP				
WP_MESODERMAL_COMMITMENT_PATHWAY																		ATP8B2 PAX6 TET1 TOX											ATP8B2 CCDC88A PAX6 TOX												ATP8B2 TOX VAV3							ATP8B2 PAX6				CCDC88A DLL1 PAX6 TOX VAV3																	ATP8B2 TET1
WP_MONOAMINE_GPCRS			CHRM4 DRD2																												CHRM4 DRD2	CHRM4 DRD2											CHRM4 DRD2			CHRM4 DRD2									CHRM4 DRD2														
WP_MONOAMINE_TRANSPORT			STX1A SYN1										ADORA2A AGT		AGT AMPH HRH3 STX1A SYN1	AMPH STX1A			ADORA2A AGT STX1A		ADORA2A AGT SYN1								AGT TDO2		AGT STX1A SYN1	HRH3 STX1A SYN1			ADORA2A AGT AMPH STX1A SYN1				AMPH STX1A			HRH3 TDO2	AGT AMPH STX1A				ADORA2A AMPH SYN1								AMPH HRH3 STX1A	ADORA2A SYN1	AGT AMPH STX1A	ADORA2A AGT HRH3 SYN1			ADORA2A AGT STX1A SYN1			AGT HRH3 TDO2				AGT SYN1	
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS		ITPR1 PRKCG PRKCH RGS5	ADCY1 CAMK2B GNG2 GNG4 PLCG2 PRKCG RGS4 RGS9 SLC8A1	ADCY1 ADCY5 CAMK2B RGS5 RGS9	ADCY1 ADCY5 CAMK2B PLCG2					PRKD1 RGS4		ITPR1 PRKCG PRKD1 RGS17 RGS5 RGS9		CAMK2B GNG2 GNG4 PRKCG RGS17 RGS4 RGS5 SLC8A1	ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1 PRKCG PRKCH RGS17 RGS4 RGS9 SLC8A1	ADCY1 ADCY5 RGS17 RGS4 RGS5 RGS9	ADCY5 PRKCH RGS17	ADCY1 ADCY5 GNG2 ITPR1 PRKCH PRKD1	ADCY1 ADCY2 ADCY5 ITPR1 PRKCH RGS17 RGS5		ITPR1 PRKCG PRKCH					ITPR1 PLCG2 PRKCH PRKD1 RGS17	ADCY1 ADCY2 ADCY5 GNG2 PLCG2 RGS17				ADCY2 ADCY5 GNG2 RGS17 RGS4 RGS5	ADCY1 ADCY2 CAMK2B ITPR1 PLCG2 PRKCH RGS17 RGS4 RGS5 RGS9		ADCY1 ADCY2 ADCY5 GNG2 GNG4 ITPR1 PRKCH RGS17 RGS5 SLC8A1				ADCY2 ADCY5 PLCG2 SLC8A1	ADCY5 CAMK2B GNG4 PLCG2 RGS4 RGS9 SLC8A1	ADCY1 PRKCH SLC8A1			ADCY1 ADCY2 ADCY5 CAMK2B GNG4 ITPR1 PRKCG PRKD1 RGS9	ADCY2 ADCY5 ITPR1 PLCG2 PRKCH RGS17 SLC8A1	ADCY1 ADCY5 GNG4 ITPR1 RGS17	ADCY5 GNG2 PLCG2 RGS17 RGS4 RGS9	ADCY5 GNG2 GNG4 PRKCH RGS17 RGS4 SLC8A1			ADCY1 ADCY2 GNG2 ITPR1 PRKCH		CAMK2B GNG2 GNG4 PRKCG PRKCH RGS17 RGS5 RGS9 SLC8A1			ADCY1 ADCY5 ITPR1 PLCG2 PRKCG PRKCH RGS17 RGS5 RGS9 SLC8A1	ADCY5 CAMK2B GNG4 ITPR1 PLCG2 PRKCG PRKCH RGS17 RGS9	ADCY1 ADCY2 GNG2 GNG4 ITPR1 PLCG2 RGS17 RGS4 RGS5 RGS9 SLC8A1	ADCY1 GNG2 GNG4 PLCG2 RGS17 RGS5 SLC8A1			ADCY1 ADCY2 ADCY5 GNG4 ITPR1 PLCG2 PRKCG PRKCH PRKD1 RGS17 RGS5 RGS9	CAMK2B GNG4 PLCG2 PRKCH RGS17	ADCY5 RGS4		GNG2 RGS9 SLC8A1		PRKCG PRKD1 RGS9	ADCY5 CAMK2B GNG4 ITPR1 PRKCG RGS17 RGS9	PRKCH PRKD1
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING			AKT3 MAPK12													MAPK10 MAPK12			AKT3 MAPK10																AKT3 MAPK10				AKT3 MAPK10				AKT3 MAPK10 MAPK12			AKT3 MAPK10									AKT3 MAPK10	MAPK10 MAPK12	AKT3 MAPK10 MAPK12	AKT3 MAPK12			MAPK10 MAPK12								
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT			AKT3 MMP2 PAK3													EPHB3 MMP2											AKT3 EPHB3		EPHB3 MMP2		AKT3 EPHB3 PAK3	AKT3 EPHB3 MMP2			AKT3 EPHB3 MMP2 PAK3				AKT3 EPHB3 MMP2 PAK3				AKT3 EPHB3 MMP2			AKT3 MMP2	EPHB3 MMP2																						
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER			AKT3 MMP2 PAK3																								AKT3 EPHB3		EPHB3 MMP2		AKT3 EPHB3 PAK3	AKT3 EPHB3 MMP2			AKT3 EPHB3 MMP2 PAK3				AKT3 EPHB3 MMP2 PAK3				AKT3 EPHB3 MMP2				EPHB3 MMP2																						
WP_NEURAL_CREST_DIFFERENTIATION															ASCL1 DLL1 DLL3 ISL1 PMP22																	DLL1 DLL3 ISL1 PMP22				ASCL1 DLL3						ASCL1 DLL3																						ASCL1 DLL3					
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS			DRD2 GNG2		CHRNA3 CHRNB2									CHRNA3 CHRNB2 GNG2	ADCY2 CHRNB2 GNG2	DRD2 KCNK3	CHRNB2 DRD2	CHRNA3 CHRNB2 GNG2	ADCY2 KCNK3								ADCY2 GNG2 KCNK3				ADCY2 DRD2 GNG2	ADCY2 DRD2 KCNK3		ADCY2 CHRNB2 DRD2 GNG2 KCNK3	GNG2 KCNK3		ADCY2 CHRNA3 KCNK3	ADCY2 KCNK3	DRD2 KCNK3				ADCY2 CHRNA3 CHRNB2 DRD2 KCNK3	ADCY2 DRD2	CHRNA3 KCNK3	CHRNB2 DRD2 GNG2	CHRNA3 GNG2 KCNK3			ADCY2 GNG2		CHRNA3 GNG2					ADCY2 CHRNB2 DRD2 GNG2 KCNK3	DRD2 GNG2			ADCY2 CHRNB2 KCNK3								
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION												CNGA3 CNGA4 PDE2A	CNGA3 CNGA4	CAMK2B CNGA3 PDE2A	CNGA3 CNGA4 PDE2A			BCL2 CNGA3	BCL2 CNGA4 PDE2A								CNGA4 PDE2A					BCL2 CAMK2B CNGA4		CNGA3 CNGA4 PDE2A	BCL2 CNGA3 CNGA4 PDE2A		CAMK2B PDE2A				CAMK2B CNGA4		BCL2 CAMK2B PDE2A									CAMK2B CNGA3 CNGA4 PDE2A									BCL2 CNGA3 CNGA4	BCL2 CAMK2B						CAMK2B CNGA4 PDE2A	
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3		PRKCG PRKCH	CAMK2B MAPK12 PLCG2 PRKCG		CAMK2B PLCG2 RSAD2										MAPK12 PRKCG PRKCH RSAD2						PRKCG PRKCH				MAPK12 PRKCG	PLCG2 PRKCH						CAMK2B PLCG2 PRKCH RSAD2					CAMK2B PLCG2 RSAD2			IFI44L PRKCH	CAMK2B RSAD2		CAMK2B MAPK12 PRKCG RSAD2									CAMK2B MAPK12 PRKCG PRKCH RSAD2			PLCG2 PRKCG PRKCH RSAD2	CAMK2B MAPK12 PLCG2 PRKCG PRKCH RSAD2	IFI44L MAPK12 PLCG2 RSAD2	MAPK12 PLCG2 RSAD2			MAPK12 PLCG2 PRKCG PRKCH RSAD2	CAMK2B MAPK12 PLCG2 PRKCH	IFI44L MAPK12					CAMK2B MAPK12 PRKCG	
WP_NONSMALL_CELL_LUNG_CANCER		AKT3 PRKCG	AKT3 PLCG2 PRKCG																																																				AKT3 PLCG2 PRKCG														
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION															DLL1 DLL3																	DLL1 DLL3																				DLL1 DLL3																	
WP_NOTCH_SIGNALING_PATHWAY_NETPATH																																				DLL3 FHL1						DLL3 FHL1																						DLL3 FHL1					
WP_OLIGODENDROCYTE_SPECIFICATION_AND_DIFFERENTIATION_LEADING_TO_MYELIN_COMPONENTS_FOR_CNS																																MYT1 NKX2-2																				MYT1 NKX2-2																	
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS																																																		BHMT PCYT1B					BCAT1 GAD2 PCYT1B								BCAT1 BHMT PCYT1B						
WP_OSTEOBLAST_DIFFERENTIATION		DLL3 FGF9 PRKCG PRKCH PTCH1		DLL1 MAPK4 WNT9A	DLL1 FGF9 MAPK4 WNT9A					DLL3 PRKD1					DLL1 DLL3 HES6 MAPK12 PRKCG PRKCH	FGF9 MAPK10 MAPK12 MAPK4 PTCH1 WNT9A	FGF9 PRKCH PTCH1	FGF9 PRKCH PRKD1 PTCH1			DLL3 PRKCG PRKCH			DLL3 PRKCH	DLL1 MAPK12 PRKCG	PRKCH PRKD1						DLL1 DLL3 FGF9 PRKCH PTCH1						HES6 MAPK10 WNT9A	FGF9 HES6 MAPK10 MAPK4 PTCH1	DLL3 MAPK10 PRKCH	MAPK10 PTCH1 WNT9A	DLL3 PRKD1	MAPK10 MAPK12 PRKCG PRKD1		DLL1 FGF9 MAPK10 PTCH1	DLL1 FGF9 HES6 MAPK10				HES6 MAPK10 PRKCH		DLL1 DLL3 MAPK12 MAPK4 PRKCG PRKCH PTCH1			DLL3 FGF9 MAPK10 PRKCG PRKCH	MAPK10 MAPK12 MAPK4 PRKCG PRKCH PTCH1 WNT9A	DLL1 FGF9 HES6 MAPK10 MAPK12 MAPK4 PTCH1 WNT9A			HES6 PRKD1 PTCH1	DLL1 HES6 MAPK10 MAPK12 MAPK4 PRKCG PRKCH PRKD1 PTCH1 WNT9A	MAPK12 PRKCH	HES6 MAPK12 WNT9A	DLL3 MAPK10 PTCH1	DLL3 MAPK10 WNT9A		DLL1 MAPK10 MAPK4 PRKCG PRKD1 WNT9A	HES6 MAPK12 MAPK4 PRKCG PTCH1 WNT9A	PRKCH PRKD1
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS																			AKT3 BCL2												AKT3 BCL2	AKT3 BCL2			AKT3 BCL2								AKT3 BCL2			AKT3 BCL2											AKT3 BCL2												
WP_OXIDATIVE_DAMAGE																BCL2 MAPK10			BCL2 MAPK10																BCL2 CDKN1C MAPK10						CDKN1C MAPK10		BCL2 CDKN1C MAPK10		BCL2 MAPK10	BCL2 MAPK10	CDKN1C MAPK10		BCL2 MAPK10								BCL2 CDKN1C MAPK10				BCL2 CDKN1C MAPK10						BCL2 MAPK10		
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY																																													TUBA1A TUBB2B TUBB4A																								
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION																											TUBB2B TUBB4A																		TUBA1A TUBB2B TUBB4A																								
WP_PATHWAYS_IN_CLEAR_CELL_RENAL_CELL_CARCINOMA																	FLT1 LDHD																														FLT1 KCNJ2 LDHD																						
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING		PRKCG PRKCH		CDH22 CSF1R FLT1								CDH22 CSF1R PRKCG						CSF1R FLT1 PRKCH			PRKCG PRKCH													CDH22 CSF1R FLT1 PRKCH					CDH22 CSF1R FLT1 KIT	CDH22 PRKCH											CDH22 KIT										CDH22 CSF1R FLT1 KIT PRKCG PRKCH	KIT PRKCH							
WP_PEPTIDE_GPCRS		SSTR3 TACR3												AVPR1B SSTR2 SSTR3 TACR3	AVPR1B BRS3 SSTR1 SSTR3														AVPR1B SSTR1 SSTR2								BRS3 SSTR2 SSTR3	BRS3 SSTR3	AVPR1B SSTR2 TACR3		SSTR1 TACR3					AVPR1B BRS3 SSTR3														AVPR1B TACR3									
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION			ADCY1 DRD2 PDE8B	ADCY1 ADCY5	ADCY1 ADCY5										ADCY1 ADCY2 ADCY5 PDE2A PDE8B	ADCY1 ADCY5 DRD2 PDE8B	ADCY5 DRD2 PDE8B	ADCY1 ADCY5	ADCY1 ADCY2 ADCY5 ADORA2A PDE2A								ADCY1 ADCY2 ADCY5 ADORA2A PDE2A PDE8B				ADCY2 ADCY5 DRD2 PDE8B	ADCY1 ADCY2 DRD2		ADCY1 ADCY2 ADCY5 DRD2 PDE2A	ADCY1 ADORA2A PDE2A PDE8B		ADCY2 PDE2A	ADCY2 ADCY5	ADCY5 DRD2 PDE8B				ADCY1 ADCY2 ADCY5 DRD2 PDE2A PDE8B	ADCY2 ADCY5 DRD2	ADCY1 ADCY5		ADCY5 ADORA2A PDE2A			ADCY1 ADCY2					ADCY1 ADCY5 DRD2 PDE2A PDE8B		ADCY1 ADCY2 DRD2 PDE8B	ADCY1 ADORA2A DRD2 PDE2A			ADCY1 ADCY2 ADCY5 ADORA2A							ADCY5 PDE2A	
WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING																BCL2 MAPK12 MMP2																											BCL2 MAPK12 MMP2	BCL2 MMP2				BCL2 MAPK12													BCL2 MAPK12 MMP2	BCL2 MAPK12					BCL2 MMP2		
WP_PI3KAKT_SIGNALING_PATHWAY			AKT3 ANGPT2 CSF1R FGF14 FGF17 GNG2 GNG4 ITGA7 SPP1							CSH1 CSH2 ITGA4								BCL2 CSF1R CSH1 CSH2 FGF9 FLT1 GNG2 ITGA7																	AKT3 ANGPT2 BCL2 FGF17 FGF9 FLT1 GNG2 GNG4 ITGA4 ITGA7										BCL2 CSF1R FGF14 FGF9 GNG4 ITGA7	AKT3 BCL2 FGF14 FGF17 FGF9 FLT1 GNG2 ITGA7 SPP1		BCL2 CSF1R ITGA7					CSH1 CSH2				AKT3 ANGPT2 BCL2 CSF1R CSH1 FGF14 FGF17 FGF9 FLT1 GNG2 GNG4 ITGA7 SPP1					BCL2 GNG4 ITGA7 KIT							
WP_PKCGAMMA_CALCIUM_SIGNALING_PATHWAY_IN_ATAXIA		ITPR1 PRKCG										ITPR1 PRKCG		CACNA1A PRKCG	CACNA1A ITPR1 PRKCG			CA8 ITPR1	CACNA1A ITPR1		ITPR1 PRKCG											CA8 CACNA1A ITPR1											ITPR1 PRKCG	CACNA1A ITPR1								CA8 CACNA1A PRKCG			CACNA1A ITPR1 PRKCG	ITPR1 PRKCG	CACNA1A ITPR1				ITPR1 PRKCG							ITPR1 PRKCG	
WP_PRADERWILLI_AND_ANGELMAN_SYNDROME													GABRB3 GHRL	GABRB3 GHRL PCSK1 TACR3					GABRB3 GHRL PCSK1 TACR3																				GABRB3 GHRL PCSK1 TACR3																														
WP_PRIMARY_FOCAL_SEGMENTAL_GLOMERULOSCLEROSIS_FSGS		CDKN1C LMX1B																																							CAMK2B CDKN1C LMX1B		CAMK2B CDKN1C LMX1B													CAMK2B CDKN1C LMX1B													
WP_PRION_DISEASE_PATHWAY																BCL2 POU2F2		BCL2 POU2F2	BCL2 NCAM1												BCL2 NCAM1												BCL2 NCAM1 POU2F2	BCL2 POU2F2		BCL2 NCAM1 POU2F2		BCL2 POU2F2							NCAM1 POU2F2														
WP_PURINERGIC_SIGNALING																																																								ADORA2A GNAO1		ADORA2A GNAO1											
WP_RAC1PAK1P38MMP2_PATHWAY			ANGPT2 MAPK12 MMP2													ANGPT2 MAPK12 MMP2													ANGPT2 MMP2																																								
