PeakID (cmd=annotatePeaks.pl MAFB_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2816	chr10	116734702	116735375	+	0	NA	exon (NM_139169, exon 8 of 8)	exon (NM_139169, exon 8 of 8)	-19378	NR_120677	102724589		NR_120677	ENSG00000236799	LINC02626	-	long intergenic non-protein coding RNA 2626	ncRNA
7333	chr16	50350979	50351570	+	0	NA	3' UTR (NM_013263, exon 17 of 17)	3' UTR (NM_013263, exon 17 of 17)	24747	NR_106829	102465462		NR_106829	ENSG00000274969	MIR6771	hsa-mir-6771	microRNA 6771	ncRNA
4668	chr12	90084787	90085211	+	0	NA	intron (NM_001366520, intron 1 of 21)	MIRb|SINE|MIR	17616	NM_001366527	490	Hs.506276	NM_001682	ENSG00000070961	ATP2B1	PMCA1|PMCA1kb	ATPase plasma membrane Ca2+ transporting 1	protein-coding
14285	chr4	75985110	75985492	+	0	NA	Intergenic	Intergenic	24617	NR_149051	105377283	Hs.103159	NR_149051		LINC02562	-	long intergenic non-protein coding RNA 2562	ncRNA
16738	chr6	25297836	25298081	+	0	NA	intron (NM_017640, intron 2 of 36)	intron (NM_017640, intron 2 of 36)	18356	NM_001173977	55604	Hs.649550	NM_017640	ENSG00000079691	CARMIL1	CARMIL|CARMIL1a|LRRC16|LRRC16A|dJ501N12.1|dJ501N12.5	capping protein regulator and myosin 1 linker 1	protein-coding
4885	chr12	112785408	112785903	+	0	NA	intron (NM_001109662, intron 1 of 75)	intron (NM_001109662, intron 1 of 75)	34580	NM_001109662	283450	Hs.530943	NM_173813	ENSG00000173064	HECTD4	C12ord51|C12orf51|HEEL|POTAGE	HECT domain E3 ubiquitin protein ligase 4	protein-coding
16224	chr5	142749928	142750452	+	0	NA	intron (NR_157096, intron 1 of 7)	intron (NR_157096, intron 1 of 7)	32658	NM_001364185	2908	Hs.122926	NM_000176	ENSG00000113580	NR3C1	GCCR|GCR|GCRST|GR|GRL	nuclear receptor subfamily 3 group C member 1	protein-coding
353	chr1	37388434	37389134	+	0	NA	intron (NM_000831, intron 1 of 15)	intron (NM_000831, intron 1 of 15)	111332	NM_000831	2899	Hs.128848	NM_000831	ENSG00000163873	GRIK3	EAA5|GLR7|GLUR7|GluK3|GluR7a	glutamate ionotropic receptor kainate type subunit 3	protein-coding
55	chr1	8498498	8498872	+	0	NA	intron (NM_012102, intron 12 of 23)	intron (NM_012102, intron 12 of 23)	13980	NR_125999	102724552	Hs.568612	NR_125999		RERE-AS1	-	RERE antisense RNA 1	ncRNA
3711	chr11	96000887	96001244	+	0	NA	intron (NM_032427, intron 1 of 4)	intron (NM_032427, intron 1 of 4)	-73537	NR_036125	100422991		NR_036125	ENSG00000266192	MIR1260B	mir-1260b	microRNA 1260b	ncRNA
16120	chr5	133897522	133898174	+	0	NA	intron (NM_001289985, intron 6 of 11)	intron (NM_001289985, intron 6 of 11)	36050	NM_015288	23338	Hs.732155	NM_015288	ENSG00000043143	JADE2	JADE-2|PHF15	jade family PHD finger 2	protein-coding
11946	chr21	47920099	47921056	+	0	NA	intron (NM_001146115, intron 5 of 19)	intron (NM_001146115, intron 5 of 19)	38193	NR_046400	100862692	Hs.737163	NR_046400	ENSG00000223692	DIP2A-IT1	-	DIP2A intronic transcript 1	ncRNA
21509	chrX	106489319	106489658	+	0	NA	Intergenic	Intergenic	39626	NM_001169154	139212	Hs.128836	NM_173494	ENSG00000080572	PIH1D3	CILD36|CXorf41|DNAAF6|NYSAR97|TWISTER	PIH1 domain containing 3	protein-coding
5224	chr13	31366631	31367330	+	0	NA	Intergenic	Intergenic	-10363	NR_047012	100874158	Hs.577982	NR_047012	ENSG00000237879	LINC00398	-	long intergenic non-protein coding RNA 398	ncRNA
2679	chr10	103245560	103246328	+	0	NA	intron (NM_003939, intron 3 of 13)	intron (NM_003939, intron 3 of 13)	102070	NM_001174084	27343	Hs.523230	NM_013274	ENSG00000166169	POLL	BETAN|POLKAPPA	DNA polymerase lambda	protein-coding
21168	chr9	139917778	139918227	+	0	NA	intron (NM_212533, intron 2 of 48)	(CAGCC)n|Simple_repeat|Simple_repeat	-3914	NM_207511	401563	Hs.522509	NM_207511		C9orf139	-	chromosome 9 open reading frame 139	protein-coding
16679	chr6	18083097	18083599	+	0	NA	Intergenic	Intergenic	39560	NM_198586	378884	Hs.348351	NM_198586	ENSG00000187566	NHLRC1	EPM2A|EPM2B|MALIN|bA204B7.2	NHL repeat containing E3 ubiquitin protein ligase 1	protein-coding
13978	chr4	22810472	22811048	+	0	NA	intron (NM_001277225, intron 4 of 4)	intron (NM_001277225, intron 4 of 4)	95048	NM_001277225	57733	Hs.653107	NM_020973	ENSG00000249948	GBA3	CBG|CBGL1|GLUC|KLRP	glucosylceramidase beta 3 (gene/pseudogene)	protein-coding
13502	chr3	157573808	157574326	+	0	NA	Intergenic	Intergenic	249885	NM_006884	6474	Hs.55967	NM_003030	ENSG00000168779	SHOX2	OG12|OG12X|SHOT	short stature homeobox 2	protein-coding
10149	chr2	100264841	100265296	+	0	NA	intron (NM_002285, intron 12 of 23)	intron (NM_002285, intron 12 of 23)	-158589	NM_001037872	51455	Hs.443077	NM_016316	ENSG00000135945	REV1	AIBP80|REV1L	REV1 DNA directed polymerase	protein-coding
12059	chr22	30013949	30014471	+	0	NA	intron (NM_181831, intron 1 of 14)	intron (NM_181831, intron 1 of 14)	14588	NM_181830	4771	Hs.187898	NM_000268	ENSG00000186575	NF2	ACN|BANF|SCH	neurofibromin 2	protein-coding
18797	chr7	111744133	111744961	+	0	NA	intron (NM_001363540, intron 1 of 52)	intron (NM_001363540, intron 1 of 52)	101907	NM_001363540	9732	Hs.654652	NM_014705	ENSG00000128512	DOCK4	-	dedicator of cytokinesis 4	protein-coding
8568	chr18	24674451	24675010	+	0	NA	intron (NM_001256316, intron 2 of 4)	MIRb|SINE|MIR	90542	NM_031422	83539	Hs.44584	NM_031422	ENSG00000154080	CHST9	GALNAC4ST-2|GalNAc4ST2	carbohydrate sulfotransferase 9	protein-coding
2214	chr10	52181936	52182445	+	0	NA	intron (NM_147156, intron 6 of 10)	intron (NM_147156, intron 6 of 10)	-173820	NM_001143974	56624	Hs.512645	NM_019893	ENSG00000188611	ASAH2	BCDase|HNAC1|LCDase|N-CDase|NCDase	N-acylsphingosine amidohydrolase 2	protein-coding
6438	chr14	105213161	105213672	+	0	NA	3' UTR (NM_199165, exon 13 of 13)	3' UTR (NM_199165, exon 13 of 13)	-6068	NM_006427	10572	Hs.112058	NM_006427	ENSG00000184990	SIVA1	CD27BP|SIVA|Siva-1|Siva-2	SIVA1 apoptosis inducing factor	protein-coding
21349	chrX	39945773	39946234	+	0	NA	intron (NM_001123384, intron 1 of 13)	intron (NM_001123384, intron 1 of 13)	10716	NM_001123385	54880	Hs.659681	NM_017745	ENSG00000183337	BCOR	ANOP2|MAA2|MCOPS2	BCL6 corepressor	protein-coding
9252	chr19	45328021	45328482	+	0	NA	Intergenic	MER54A|LTR|ERVL	15935	NM_005581	4059	Hs.625725	NM_005581	ENSG00000187244	BCAM	AU|CD239|LU|MSK19	basal cell adhesion molecule (Lutheran blood group)	protein-coding
5802	chr14	23398669	23399751	+	0	NA	promoter-TSS (NM_001282954)	promoter-TSS (NM_001282954)	392	NR_110002	101926933	Hs.727321	NR_110002	ENSG00000257285	LOC101926933	-	uncharacterized LOC101926933	ncRNA
19430	chr8	36900178	36900618	+	0	NA	Intergenic	L2c|LINE|L2	-79073	NR_031672	100302233		NR_031672	ENSG00000221641	MIR1268A	MIR1268|MIRN1268|hsa-mir-1268|hsa-mir-1268a	microRNA 1268a	ncRNA
1014	chr1	150978797	150979628	+	0	NA	promoter-TSS (NM_001163260)	promoter-TSS (NM_001163260)	61	NM_001163259	55793	Hs.743952	NM_018379	ENSG00000143409	MINDY1	FAM63A|MINDY-1	MINDY lysine 48 deubiquitinase 1	protein-coding
10868	chr2	209394634	209395067	+	0	NA	Intergenic	MER52A|LTR|ERV1	-12517	NR_136588	101927960	Hs.159960	NR_136588		LOC101927960	-	uncharacterized LOC101927960	ncRNA
14825	chr4	148282656	148283238	+	0	NA	Intergenic	Intergenic	-17078	NR_031662	100313938		NR_031662	ENSG00000221369	MIR548G	MIRN548G|hsa-mir-548g	microRNA 548g	ncRNA
13231	chr3	122663737	122664322	+	0	NA	intron (NM_001256348, intron 2 of 21)	intron (NM_001256348, intron 2 of 21)	30952	NM_001256347	54437	Hs.210870	NM_018987	ENSG00000082684	SEMA5B	SEMAG|SemG	semaphorin 5B	protein-coding
17521	chr6	123136512	123136926	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	26316	NM_006714	10924	Hs.486357	NM_006714	ENSG00000172594	SMPDL3A	ASM3A|ASML3a|yR36GH4.1	sphingomyelin phosphodiesterase acid like 3A	protein-coding
5515	chr13	73574028	73574560	+	0	NA	intron (NR_146206, intron 16 of 16)	intron (NR_146206, intron 16 of 16)	-54820	NM_001286818	688	Hs.508234	NM_001730	ENSG00000102554	KLF5	BTEB2|CKLF|IKLF	Kruppel like factor 5	protein-coding
14553	chr4	105314559	105315682	+	0	NA	Intergenic	Intergenic	-97002	NR_125926	101929468	Hs.480435	NR_125926	ENSG00000245384	CXXC4-AS1	-	CXXC4 antisense RNA 1	ncRNA
21234	chrX	13909947	13910282	+	0	NA	intron (NM_001318729, intron 1 of 6)	intron (NM_001318729, intron 1 of 6)	46643	NM_001001994	2824	Hs.495710	NM_005278	ENSG00000046653	GPM6B	M6B	glycoprotein M6B	protein-coding
12417	chr3	16801838	16802580	+	0	NA	Intergenic	L1MA2|LINE|L1	-124239	NM_001144382	23228	Hs.202010	NM_015184	ENSG00000154822	PLCL2	PLCE2	phospholipase C like 2	protein-coding
12708	chr3	53677454	53677856	+	0	NA	intron (NM_001128839, intron 3 of 45)	intron (NM_001128839, intron 3 of 45)	149017	NM_001128839	776	Hs.476358	NM_000720	ENSG00000157388	CACNA1D	CACH3|CACN4|CACNL1A2|CCHL1A2|Cav1.3|PASNA|SANDD	calcium voltage-gated channel subunit alpha1 D	protein-coding
11641	chr20	52239735	52240571	+	0	NA	intron (NR_134576, intron 2 of 2)	intron (NR_134576, intron 2 of 2)	15260	NR_134576	105372672	Hs.259350	NR_134576	ENSG00000235415	LOC105372672	-	uncharacterized LOC105372672	ncRNA
12523	chr3	31254594	31255399	+	0	NA	Intergenic	Intergenic	-51717	NR_130459	100423038		NR_130459	ENSG00000265376	MIR466	hsa-mir-466	microRNA 466	ncRNA
19154	chr7	157926484	157927168	+	0	NA	intron (NM_001308268, intron 8 of 22)	intron (NM_001308268, intron 8 of 22)	279549	NR_038966	100506585	Hs.661265	NR_038966		LOC100506585	-	uncharacterized LOC100506585	ncRNA
19163	chr7	158696541	158696950	+	0	NA	intron (NM_001350916, intron 10 of 23)	intron (NM_001350916, intron 10 of 23)	47496	NM_001350915	55112	Hs.389945	NM_018051	ENSG00000126870	WDR60	FAP163|SRPS6|SRTD8	WD repeat domain 60	protein-coding
18811	chr7	113404518	113405306	+	0	NA	Intergenic	Intergenic	154152	NM_002711	5506	Hs.458309	NM_002711	ENSG00000154415	PPP1R3A	GM|PP1G|PPP1R3	protein phosphatase 1 regulatory subunit 3A	protein-coding
2444	chr10	79116940	79117611	+	0	NA	intron (NR_126365, intron 3 of 5)	intron (NR_126365, intron 3 of 5)	6645	NR_126365	101929286	Hs.568867	NR_126365		KCNMA1-AS3	-	KCNMA1 antisense RNA 3	ncRNA
11704	chr20	61154523	61155331	+	0	NA	intron (NM_178463, intron 2 of 3)	intron (NM_178463, intron 2 of 3)	3414	NR_029780	406904		NR_029780	ENSG00000199017	MIR1-1	MIRN1-1|hsa-mir-1-1|miRNA1-1|mir-1-1	microRNA 1-1	ncRNA
18770	chr7	108188398	108188984	+	0	NA	Intergenic	Intergenic	-20069	NM_001256011	50640	Hs.617340	NM_015723	ENSG00000135241	PNPLA8	IPLA2-2|IPLA2G|MMLA|PNPLA-gamma|iPLA2gamma	patatin like phospholipase domain containing 8	protein-coding
16051	chr5	124748306	124748978	+	0	NA	Intergenic	Intergenic	-80312	NR_109887	101927460	Hs.407582	NR_109887	ENSG00000260192	LINC02240	-	long intergenic non-protein coding RNA 2240	ncRNA
9612	chr2	31083233	31084008	+	0	NA	Intergenic	Intergenic	-53308	NM_144575	92291	Hs.660911	NM_144575	ENSG00000162949	CAPN13	-	calpain 13	protein-coding
17120	chr6	64359131	64359619	+	0	NA	intron (NM_001370350, intron 2 of 14)	intron (NM_001370350, intron 2 of 14)	2944	NM_015153	23469	Hs.348921	NM_015153	ENSG00000118482	PHF3	-	PHD finger protein 3	protein-coding
4837	chr12	108486931	108487596	+	0	NA	Intergenic	Intergenic	-35802	NM_014653	9671	Hs.143591	NM_014653	ENSG00000075035	WSCD2	-	WSC domain containing 2	protein-coding
533	chr1	57479066	57479515	+	0	NA	intron (NM_021080, intron 14 of 16)	intron (NM_021080, intron 14 of 16)	-47477	NM_001278544	732	Hs.391835	NM_000066	ENSG00000021852	C8B	C82	complement C8 beta chain	protein-coding
5302	chr13	39453437	39454027	+	0	NA	intron (NM_207361, intron 23 of 23)	intron (NM_207361, intron 23 of 23)	-52004	NR_146963	100874073	Hs.253994	NR_146963		FREM2-AS1	-	FREM2 antisense RNA 1	ncRNA
3730	chr11	99254353	99254808	+	0	NA	intron (NM_014361, intron 2 of 24)	intron (NM_014361, intron 2 of 24)	-172296	NM_175566	53942	Hs.656783	NM_014361	ENSG00000149972	CNTN5	HNB-2s|NB-2	contactin 5	protein-coding
15616	chr5	71310285	71311122	+	0	NA	Intergenic	L2a|LINE|L2	-92599	NM_005909	4131	Hs.335079	NM_005909	ENSG00000131711	MAP1B	FUTSCH|MAP5|PPP1R102	microtubule associated protein 1B	protein-coding
11545	chr20	41748277	41748704	+	0	NA	intron (NM_133170, intron 1 of 31)	intron (NM_133170, intron 1 of 31)	70056	NM_007050	11122	Hs.526879	NM_007050	ENSG00000196090	PTPRT	RPTPrho	protein tyrosine phosphatase receptor type T	protein-coding
20641	chr9	77763466	77763739	+	0	NA	Intergenic	Intergenic	60172	NM_012383	26578	Hs.494192	NM_012383	ENSG00000134996	OSTF1	OSF|SH3P2|bA235O14.1	osteoclast stimulating factor 1	protein-coding
21415	chrX	53722823	53723224	+	0	NA	Intergenic	Intergenic	-9359	NM_031407	10075	Hs.136905	NM_031407	ENSG00000086758	HUWE1	ARF-BP1|HECTH9|HSPC272|Ib772|LASU1|MRXST|MULE|URE-B1|UREB1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	protein-coding
3871	chr11	115138208	115138924	+	0	NA	intron (NM_001301044, intron 1 of 10)	intron (NM_001301044, intron 1 of 10)	-65730	NR_135108	105369509	Hs.736064	NR_135108		LOC105369509	-	uncharacterized LOC105369509	ncRNA
20133	chr8	131694806	131695159	+	0	NA	Intergenic	LTR81A|LTR|Gypsy	-239062	NM_001362926	50807	Hs.655552	NM_018482	ENSG00000153317	ASAP1	AMAP1|CENTB4|DDEF1|PAG2|PAP|ZG14P	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	protein-coding
7548	chr16	77770872	77771370	+	0	NA	intron (NM_001243657, intron 4 of 4)	L1MD3|LINE|L1	14710	NM_001105663	283927	Hs.282665	NM_001105663	ENSG00000140876	NUDT7	-	nudix hydrolase 7	protein-coding
15204	chr5	13962587	13962874	+	0	NA	Intergenic	MER31B|LTR|ERV1	-18141	NM_001369	1767	Hs.212360	NM_001369	ENSG00000039139	DNAH5	CILD3|DNAHC5|HL1|KTGNR|PCD	dynein axonemal heavy chain 5	protein-coding
16989	chr6	45128068	45128597	+	0	NA	intron (NM_003599, intron 2 of 10)	intron (NM_003599, intron 2 of 10)	37175	NR_030313	693171		NR_030313	ENSG00000207769	MIR586	MIRN586|hsa-mir-586	microRNA 586	ncRNA
1228	chr1	177827638	177828223	+	0	NA	Intergenic	Intergenic	111127	NM_033127	89866	Hs.149540	NM_033127	ENSG00000120341	SEC16B	LZTR2|PGPR-p117|RGPR|RGPR-p117|SEC16S	SEC16 homolog B, endoplasmic reticulum export factor	protein-coding
6446	chr14	105756832	105757183	+	0	NA	intron (NM_001242787, intron 1 of 17)	intron (NM_001242787, intron 1 of 17)	-10104	NM_001243127	23241	Hs.525626	NM_015197	ENSG00000179364	PACS2	EIEE66|PACS-2|PACS1L	phosphofurin acidic cluster sorting protein 2	protein-coding
19113	chr7	153914023	153914293	+	0	NA	intron (NM_001290253, intron 1 of 5)	intron (NM_001290253, intron 1 of 5)	-88086	NM_001290252	1804	Hs.490684	NM_001936	ENSG00000130226	DPP6	DPL1|DPPX|MRD33|VF2	dipeptidyl peptidase like 6	protein-coding
7908	chr17	29628714	29629321	+	0	NA	intron (NM_001042492, intron 36 of 57)	intron (NM_001042492, intron 36 of 57)	-4760	NM_002544	4974	Hs.113874	NM_002544	ENSG00000126861	OMG	OMGP	oligodendrocyte myelin glycoprotein	protein-coding
16235	chr5	143581596	143582242	+	0	NA	intron (NM_020768, intron 2 of 3)	intron (NM_020768, intron 2 of 3)	-3035	NM_001370486	57528	Hs.7093	NM_020768	ENSG00000183775	KCTD16	-	potassium channel tetramerization domain containing 16	protein-coding
15311	chr5	31748533	31749393	+	0	NA	intron (NM_178140, intron 1 of 24)	intron (NM_178140, intron 1 of 24)	109725	NM_178140	23037	Hs.481819	NM_015022	ENSG00000133401	PDZD2	AIPC|PAPIN|PDZK3|PIN1	PDZ domain containing 2	protein-coding
2634	chr10	98682676	98683114	+	0	NA	intron (NM_001346516, intron 4 of 7)	intron (NM_001346516, intron 4 of 7)	90193	NM_032440	84458	Hs.427927	NM_015652	ENSG00000196233	LCOR	C10orf12|MLR2	ligand dependent nuclear receptor corepressor	protein-coding
5418	chr13	51340038	51340590	+	0	NA	intron (NM_198989, intron 1 of 1)	intron (NM_198989, intron 1 of 1)	-41677	NR_046551	100874074	Hs.734030	NR_046551	ENSG00000176124	DLEU7-AS1	-	DLEU7 antisense RNA 1	ncRNA
7786	chr17	9664897	9665326	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	29798	NM_001105571	201140	Hs.61684	NM_001105571	ENSG00000184544	DHRS7C	SDR32C2	dehydrogenase/reductase 7C	protein-coding
9379	chr2	6718552	6719120	+	0	NA	Intergenic	Intergenic	55083	NR_110500	102800315	Hs.729713	NR_110498	ENSG00000236172	LINC01246	-	long intergenic non-protein coding RNA 1246	ncRNA
17137	chr6	70490612	70491262	+	0	NA	intron (NM_001363722, intron 2 of 15)	L2b|LINE|L2	15421	NM_001363722	55788	Hs.271643	NM_018368	ENSG00000168216	LMBRD1	C6orf209|LMBD1|MAHCF|NESI	LMBR1 domain containing 1	protein-coding
2721	chr10	105641007	105642166	+	0	NA	3' UTR (NM_024928, exon 10 of 10)	3' UTR (NM_024928, exon 10 of 10)	-26422	NM_014631	9644	Hs.678727	NM_014631	ENSG00000107957	SH3PXD2A	FISH|SH3MD1|TKS5	SH3 and PX domains 2A	protein-coding
14998	chr4	174163896	174164482	+	0	NA	intron (NM_017423, intron 1 of 11)	intron (NM_017423, intron 1 of 11)	-25122	NR_036093	100422849		NR_036093	ENSG00000221296	MIR548T	-	microRNA 548t	ncRNA
1545	chr1	219410311	219410937	+	0	NA	Intergenic	Intergenic	62313	NM_001300772	127018	Hs.657617	NM_138794	ENSG00000143353	LYPLAL1	Q96AV0	lysophospholipase like 1	protein-coding
10421	chr2	153530412	153530912	+	0	NA	intron (NM_001365596, intron 10 of 25)	MER58A|DNA|hAT-Charlie	43313	NM_001365600	55660	Hs.643580	NM_017892	ENSG00000196504	PRPF40A	FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40	pre-mRNA processing factor 40 homolog A	protein-coding
14820	chr4	147096574	147097067	+	0	NA	promoter-TSS (NM_007080)	promoter-TSS (NM_007080)	-50	NM_007080	11157	Hs.190520	NM_007080	ENSG00000164167	LSM6	YDR378C	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
19319	chr8	22476829	22477533	+	0	NA	TTS (NM_018688)	TTS (NM_018688)	14626	NM_021174	57805	Hs.744848	NM_021174	ENSG00000158941	CCAR2	DBC-1|DBC1|KIAA1967|NET35|p30 DBC|p30DBC	cell cycle and apoptosis regulator 2	protein-coding
17837	chr6	152457140	152457957	+	0	NA	intron (NM_033071, intron 141 of 145)	intron (NM_033071, intron 141 of 145)	-12214	NR_036121	100423029		NR_036121	ENSG00000266423	MIR3163	-	microRNA 3163	ncRNA
6796	chr15	64044114	64044888	+	0	NA	intron (NM_003922, intron 8 of 77)	intron (NM_003922, intron 8 of 77)	81646	NM_003922	8925	Hs.210385	NM_003922	ENSG00000103657	HERC1	MDFPMR|p532|p619	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
3750	chr11	101803560	101804156	+	0	NA	intron (NM_020802, intron 2 of 10)	L2b|LINE|L2	-16605	NM_178127	253935	Hs.318370	NM_178127	ENSG00000187151	ANGPTL5	-	angiopoietin like 5	protein-coding
11758	chr21	18365779	18366212	+	0	NA	Intergenic	Intergenic	403438	NR_029694	406912		NR_029694	ENSG00000207863	MIR125B2	MIRN125B2|mir-125b-2	microRNA 125b-2	ncRNA
19384	chr8	29848226	29849142	+	0	NA	Intergenic	Intergenic	-33820	NR_036104	100422876		NR_036104	ENSG00000264788	MIR3148	mir-3148	microRNA 3148	ncRNA
19800	chr8	94410046	94410643	+	0	NA	intron (NR_033858, intron 7 of 10)	intron (NR_033858, intron 7 of 10)	-231265	NR_161372	389676	Hs.386711	NR_161372		C8orf87	-	chromosome 8 open reading frame 87	ncRNA
7159	chr16	4475314	4475644	+	0	NA	promoter-TSS (NM_001135110)	promoter-TSS (NM_001135110)	-327	NM_001286516	9093	Hs.459779	NM_005147	ENSG00000103423	DNAJA3	HCA57|TID1|hTID-1	DnaJ heat shock protein family (Hsp40) member A3	protein-coding
12274	chr3	2519148	2520049	+	0	NA	intron (NM_001206955, intron 2 of 23)	intron (NM_001206955, intron 2 of 23)	239085	NM_001206955	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
8054	chr17	43951381	43951878	+	0	NA	intron (NR_024559, intron 1 of 1).2	intron (NR_024559, intron 1 of 1).2	-20119	NM_016835	4137	Hs.101174	NM_005910	ENSG00000186868	MAPT	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	microtubule associated protein tau	protein-coding
4307	chr12	32334445	32335168	+	0	NA	intron (NR_148725, intron 1 of 9)	intron (NR_148725, intron 1 of 9)	75025	NM_001003398	636	Hs.505202	NM_001714	ENSG00000151746	BICD1	BICD|bic-D 1	BICD cargo adaptor 1	protein-coding
19413	chr8	33969588	33969981	+	0	NA	Intergenic	Intergenic	-512160	NM_001305115	78986	Hs.8719	NM_024025	ENSG00000133878	DUSP26	DSP-4|DUSP24|LDP-4|LDP4|MKP-8|MKP8|NATA1|NEAP|SKRP3	dual specificity phosphatase 26	protein-coding
6977	chr15	85249820	85250532	+	0	NA	intron (NM_014300, intron 1 of 5)	intron (NM_014300, intron 1 of 5)	9194	NM_014300	23478	Hs.9534	NM_014300	ENSG00000140612	SEC11A	1810012E07Rik|SEC11L1|SPC18|SPCS4A|sid2895	SEC11 homolog A, signal peptidase complex subunit	protein-coding
8140	chr17	55682193	55682764	+	0	NA	intron (NR_110807, intron 2 of 2)	intron (NR_110807, intron 2 of 2)	3295	NR_110807	101927539	Hs.680439	NR_110807	ENSG00000263499	LOC101927539	-	uncharacterized LOC101927539	ncRNA
14709	chr4	130760610	130761228	+	0	NA	intron (NR_151713, intron 10 of 16)	intron (NR_151713, intron 10 of 16)	68145	NR_151713	107986313	Hs.112740	NR_151713	ENSG00000249618	LINC02465	-	long intergenic non-protein coding RNA 2465	ncRNA
8759	chr18	47108633	47109493	+	0	NA	intron (NM_006033, intron 7 of 9)	intron (NM_006033, intron 7 of 9)	20636	NM_001308006	9388	Hs.465102	NM_006033	ENSG00000101670	LIPG	EDL|EL|PRO719	lipase G, endothelial type	protein-coding
4799	chr12	104502948	104503477	+	0	NA	Intergenic	Intergenic	28776	NM_006166	4801	Hs.84928	NM_006166	ENSG00000120837	NFYB	CBF-A|CBF-B|HAP3|NF-YB	nuclear transcription factor Y subunit beta	protein-coding
11373	chr20	22064131	22064494	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	29584	NR_038394	100270679	Hs.385748	NR_038394	ENSG00000234435	LINC01432	-	long intergenic non-protein coding RNA 1432	ncRNA
10999	chr2	225212800	225213228	+	0	NA	Intergenic	Intergenic	53697	NM_024785	79843	Hs.147585	NM_024785	ENSG00000124019	FAM124B	-	family with sequence similarity 124 member B	protein-coding
18418	chr7	55569609	55570165	+	0	NA	intron (NM_001321242, intron 2 of 4)	intron (NM_001321242, intron 2 of 4)	24686	NM_001321251	81552	Hs.488307	NM_030796	ENSG00000154978	VOPP1	ECOP|GASP|WBP1L2	VOPP1 WW domain binding protein	protein-coding
12597	chr3	41611235	41612115	+	0	NA	intron (NM_001322501, intron 30 of 35)	intron (NM_001322501, intron 30 of 35)	370679	NM_001330729	1499	Hs.476018	NM_001904	ENSG00000168036	CTNNB1	CTNNB|EVR7|MRD19|NEDSDV|armadillo	catenin beta 1	protein-coding
