PeakID (cmd=annotatePeaks.pl FOXA2_merged_hg19.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
49231	chr8	58818560	58819041	+	0	NA	Intergenic	LTR37B|LTR|ERV1	-72117	NR_130934	100505477	Hs.434693	NR_130934	ENSG00000205293	LINC01602	T1560	long intergenic non-protein coding RNA 1602	ncRNA
36429	chr4	119825444	119826626	+	0	NA	intron (NM_133477, intron 1 of 4)	intron (NM_133477, intron 1 of 4)	16026	NM_133477	171024	Hs.655519	NM_133477	ENSG00000172403	SYNPO2	-	synaptopodin 2	protein-coding
4643	chr1	246480806	246481451	+	0	NA	intron (NM_022743, intron 5 of 11)	Cheshire|DNA|hAT-Charlie	99586	NM_022743	64754	Hs.567571	NM_022743	ENSG00000185420	SMYD3	KMT3E|ZMYND1|ZNFN3A1|bA74P14.1	SET and MYND domain containing 3	protein-coding
9088	chr11	100554810	100555707	+	0	NA	non-coding (NR_133571, exon 2 of 2)	non-coding (NR_133571, exon 2 of 2)	-2761	NM_152432	143872	Hs.44004	NM_032021	ENSG00000165895	ARHGAP42	AD031|GRAF3|TMEM133	Rho GTPase activating protein 42	protein-coding
2971	chr1	176378165	176378785	+	0	NA	Intergenic	Intergenic	-53836	NM_020318	60676	Hs.187284	NM_020318	ENSG00000116183	PAPPA2	PAPP-A2|PAPP-E|PAPPE|PLAC3	pappalysin 2	protein-coding
54237	chrX	122677292	122677819	+	0	NA	Intergenic	Intergenic	189347	NM_001081550	57187	Hs.149991	NM_020449	ENSG00000125676	THOC2	CXorf3|MRX12|MRX35|THO2|dJ506G2.1|hTREX120	THO complex 2	protein-coding
3691	chr1	209524073	209524682	+	0	NA	Intergenic	MIRc|SINE|MIR	-21023	NR_146491	101929476	Hs.568721	NR_146491		LINC01698	-	long intergenic non-protein coding RNA 1698	ncRNA
51759	chr9	71548815	71549369	+	0	NA	intron (NM_001278253, intron 11 of 13)	intron (NM_001278253, intron 11 of 13)	41665	NR_110647	101927069	Hs.663405	NR_110647		LOC101927069	-	uncharacterized LOC101927069	ncRNA
52348	chr9	96209887	96210722	+	0	NA	intron (NR_136233, intron 2 of 2)	MamSINE1|SINE|tRNA	3586	NR_136232	158293	Hs.350364	NM_198841	ENSG00000188938	FAM120AOS	C9orf10OS	family with sequence similarity 120A opposite strand	protein-coding
44340	chr6	140640071	140640930	+	0	NA	Intergenic	Intergenic	114111	NR_037441	100500879		NR_037441	ENSG00000263514	MIR3668	-	microRNA 3668	ncRNA
21130	chr18	29190542	29191234	+	0	NA	Intergenic	Intergenic	19158	NM_000371	7276	Hs.427202	NM_000371	ENSG00000118271	TTR	ATTR|CTS|CTS1|HEL111|HsT2651|PALB|TBPA	transthyretin	protein-coding
41873	chr6	21111355	21112030	+	0	NA	intron (NM_017774, intron 13 of 15)	intron (NM_017774, intron 13 of 15)	400431	NR_103790	100874531	Hs.112750	NR_103790	ENSG00000280989	LINC00581	linc-MBOAT1-4	long intergenic non-protein coding RNA 581	ncRNA
5470	chr10	38229147	38229746	+	0	NA	Intergenic	HERVS71-int|LTR|ERV1	35462	NR_138069	219749	Hs.499429	NM_145011	ENSG00000175395	ZNF25	KOX19|Zfp9	zinc finger protein 25	protein-coding
38733	chr5	57422817	57424202	+	0	NA	Intergenic	Intergenic	-5341	NR_104669	101928569	Hs.319708	NR_104669		LINC02101	-	long intergenic non-protein coding RNA 2101	ncRNA
1203	chr1	58042375	58043083	+	0	NA	intron (NM_021080, intron 3 of 16)	intron (NM_021080, intron 3 of 16)	-152136	NM_001353983	1600	Hs.477370	NM_021080	ENSG00000173406	DAB1	SCA37	DAB adaptor protein 1	protein-coding
39525	chr5	95267628	95268318	+	0	NA	intron (NM_012081, intron 2 of 11)	intron (NM_012081, intron 2 of 11)	29582	NM_012081	22936	Hs.192221	NM_012081	ENSG00000118985	ELL2	MRCCAT1	elongation factor for RNA polymerase II 2	protein-coding
44480	chr6	145491405	145491950	+	0	NA	Intergenic	L1MA2|LINE|L1	516336	NM_001368132	7957	Hs.486696	NM_005670	ENSG00000112425	EPM2A	EPM2|MELF	EPM2A glucan phosphatase, laforin	protein-coding
35588	chr4	82472714	82473721	+	0	NA	Intergenic	Intergenic	-80156	NM_152545	153020	Hs.591696	NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
25397	chr2	135965181	135966230	+	0	NA	intron (NM_001286568, intron 18 of 20)	intron (NM_001286568, intron 18 of 20)	71507	NR_145723	109616967		NR_145723	ENSG00000208308	SNORA40B	-	small nucleolar RNA, H/ACA box 40B	snoRNA
17049	chr15	69507644	69508069	+	0	NA	intron (NM_001324092, intron 2 of 3)	L1MD3|LINE|L1	54882	NM_001324094	26035	Hs.183006	NM_015554	ENSG00000138604	GLCE	HSEPI	glucuronic acid epimerase	protein-coding
12919	chr13	39453350	39453966	+	0	NA	intron (NM_207361, intron 23 of 23)	intron (NM_207361, intron 23 of 23)	-51930	NR_146963	100874073	Hs.253994	NR_146963		FREM2-AS1	-	FREM2 antisense RNA 1	ncRNA
53647	chrX	35699651	35700031	+	0	NA	Intergenic	Intergenic	-116618	NM_001370158	139604		NM_001099921	ENSG00000189023	MAGEB16	-	MAGE family member B16	protein-coding
52379	chr9	97656473	97656916	+	0	NA	intron (NM_032823, intron 5 of 14)	L1M5|LINE|L1	51142	NR_147614	101928119	Hs.630906	NR_147613		LOC101928119	-	uncharacterized LOC101928119	ncRNA
36587	chr4	129314127	129315155	+	0	NA	Intergenic	Intergenic	-34530	NR_125882	100507487	Hs.549644	NR_125882	ENSG00000251432	LINC02615	-	long intergenic non-protein coding RNA 2615	ncRNA
44665	chr6	152003879	152004519	+	0	NA	Intergenic	Intergenic	-7432	NM_001122742	2099	Hs.208124	NM_000125	ENSG00000091831	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	estrogen receptor 1	protein-coding
31858	chr3	88675808	88676518	+	0	NA	Intergenic	Intergenic	288557	NM_001368167	111064647		NM_001368165		CSNKA2IP	-	casein kinase 2 subunit alpha' interacting protein	protein-coding
9733	chr11	126731803	126732956	+	0	NA	intron (NM_001301097, intron 1 of 15)	intron (NM_001301097, intron 1 of 15)	-78263	NR_046986	100874251	Hs.319053	NR_046986	ENSG00000254960	KIRREL3-AS2	-	KIRREL3 antisense RNA 2	ncRNA
51252	chr9	9061356	9062228	+	0	NA	intron (NM_002839, intron 10 of 45)	intron (NM_002839, intron 10 of 45)	203774	NR_121600	101929407	Hs.649971	NR_121599		PTPRD-AS1	-	PTPRD antisense RNA 1	ncRNA
50835	chr8	135805795	135806988	+	0	NA	Intergenic	Intergenic	6459	NR_029666	407030		NR_029666	ENSG00000207582	MIR30B	MIRN30B|mir-30b	microRNA 30b	ncRNA
5803	chr10	65333975	65334654	+	0	NA	intron (NM_001001330, intron 2 of 7)	HAL1|LINE|L1	-52664	NM_001318154	221037	Hs.413416	NM_004241	ENSG00000171988	JMJD1C	KDM3C|TRIP-8|TRIP8	jumonji domain containing 1C	protein-coding
18298	chr16	56822294	56822847	+	0	NA	intron (NM_001242796, intron 1 of 19)	intron (NM_001242796, intron 1 of 19)	5202	NM_001242796	9688	Hs.276878	NM_014669	ENSG00000102900	NUP93	NIC96	nucleoporin 93	protein-coding
34181	chr4	40995	41687	+	0	NA	Intergenic	LTR5B|LTR|ERVK	-11838	NM_001286053	152687	Hs.709469	NM_182524	ENSG00000272602	ZNF595	-	zinc finger protein 595	protein-coding
16363	chr15	37699382	37699810	+	0	NA	Intergenic	Intergenic	-306084	NM_001220482	4212	Hs.510989	NM_002399	ENSG00000134138	MEIS2	CPCMR|HsT18361|MRG1	Meis homeobox 2	protein-coding
9612	chr11	121221792	121222765	+	0	NA	Intergenic	Intergenic	58701	NM_001024956	6309	Hs.287749	NM_006918	ENSG00000109929	SC5D	ERG3|S5DES|SC5DL	sterol-C5-desaturase	protein-coding
48266	chr8	6274564	6275114	+	0	NA	intron (NM_001322045, intron 3 of 7)	MER58A|DNA|hAT-Charlie	10165	NM_001322045	79648	Hs.593807	NM_024596	ENSG00000147316	MCPH1	BRIT1|MCT	microcephalin 1	protein-coding
27681	chr20	8395346	8396228	+	0	NA	intron (NM_182734, intron 3 of 32)	intron (NM_182734, intron 3 of 32)	166436	NR_046809	100874337	Hs.662218	NR_046809	ENSG00000225479	PLCB1-IT1	-	PLCB1 intronic transcript 1	ncRNA
5629	chr10	60422072	60422461	+	0	NA	intron (NM_001080512, intron 2 of 20)	intron (NM_001080512, intron 2 of 20)	-52509	NR_027508	728640	Hs.729209	NR_027508		FAM133CP	-	family with sequence similarity 133, member A pseudogene	pseudo
13779	chr13	85804788	85805294	+	0	NA	Intergenic	Charlie24|DNA|hAT-Charlie	-82849	NR_126383	104355140		NR_126383	ENSG00000226370	LINC00375	-	long intergenic non-protein coding RNA 375	ncRNA
31279	chr3	61924580	61925356	+	0	NA	intron (NM_002841, intron 2 of 29)	intron (NM_002841, intron 2 of 29)	377723	NM_002841	5793	Hs.595541	NM_002841	ENSG00000144724	PTPRG	HPTPG|PTPG|R-PTP-GAMMA|RPTPG	protein tyrosine phosphatase receptor type G	protein-coding
47232	chr7	110082206	110082885	+	0	NA	Intergenic	Intergenic	-482275	NR_003024	442720	Hs.530096	NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
43684	chr6	117084404	117084871	+	0	NA	intron (NM_001085480, intron 2 of 3)	intron (NM_001085480, intron 2 of 3)	2245	NM_001085480	221303	Hs.126712	NM_001085480	ENSG00000183807	FAM162B	C6orf189|bA86F4.2	family with sequence similarity 162 member B	protein-coding
15869	chr14	93565447	93566060	+	0	NA	intron (NM_001142593, intron 2 of 10)	intron (NM_001142593, intron 2 of 10)	16517	NM_001142594	3705	Hs.308122	NM_014216	ENSG00000100605	ITPK1	ITRPK1	inositol-tetrakisphosphate 1-kinase	protein-coding
12949	chr13	40687969	40688810	+	0	NA	Intergenic	Intergenic	-67557	NR_046870	100874127	Hs.578028	NR_046870	ENSG00000230710	LINC00332	NCRNA00332	long intergenic non-protein coding RNA 332	ncRNA
54151	chrX	110733751	110734478	+	0	NA	Intergenic	Intergenic	-20759	NM_001354473	401613	Hs.98581	NM_001354473	ENSG00000260802	SERTM2	DKFZp686D0853|LINC00890	serine rich and transmembrane domain containing 2	protein-coding
16252	chr15	35511166	35511862	+	0	NA	Intergenic	Intergenic	-18013	NR_003144	723972	Hs.631698	NR_003144	ENSG00000259516	ANP32AP1	-	acidic nuclear phosphoprotein 32 family member A pseudogene 1	pseudo
32032	chr3	104428142	104428854	+	0	NA	Intergenic	Intergenic	-657059	NM_001243283	214	Hs.591293	NM_001627	ENSG00000170017	ALCAM	CD166|MEMD	activated leukocyte cell adhesion molecule	protein-coding
23907	chr2	46136631	46137606	+	0	NA	intron (NM_005400, intron 2 of 14)	intron (NM_005400, intron 2 of 14)	258304	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
17860	chr16	12323532	12324758	+	0	NA	intron (NM_032167, intron 14 of 20)	intron (NM_032167, intron 14 of 20)	253554	NM_032167	92017	Hs.458401	NM_032167	ENSG00000048471	SNX29	A-388D4.1|RUNDC2A	sorting nexin 29	protein-coding
27140	chr2	223315792	223316800	+	0	NA	intron (NM_001320833, intron 2 of 5)	intron (NM_001320833, intron 2 of 5)	27034	NM_152386	130367	Hs.210043	NM_152386	ENSG00000163082	SGPP2	SPP2|SPPase2	sphingosine-1-phosphate phosphatase 2	protein-coding
14749	chr14	38594407	38595237	+	0	NA	Intergenic	Intergenic	-82287	NM_001049	6751	Hs.248160	NM_001049	ENSG00000139874	SSTR1	SRIF-2|SS-1-R|SS1-R|SS1R	somatostatin receptor 1	protein-coding
3218	chr1	184977770	184978567	+	0	NA	TTS (NR_146489)	TTS (NR_146489)	7509	NR_146489	101929069	Hs.497170	NR_146489	ENSG00000260976	LINC01633	GS1-120K12.4	long intergenic non-protein coding RNA 1633	ncRNA
512	chr1	24277702	24278622	+	0	NA	Intergenic	Intergenic	-8156	NM_017761	55629	Hs.7862	NM_017761	ENSG00000189266	PNRC2	-	proline rich nuclear receptor coactivator 2	protein-coding
35214	chr4	59955809	59956435	+	0	NA	Intergenic	L2a|LINE|L2	76831	NR_133942	105377247	Hs.298228	NR_133941	ENSG00000251266	LINC02429	-	long intergenic non-protein coding RNA 2429	ncRNA
44515	chr6	146618671	146619216	+	0	NA	intron (NM_001278067, intron 2 of 7)	intron (NM_001278067, intron 2 of 7)	-246026	NM_006834	10981	Hs.287714	NM_006834	ENSG00000118508	RAB32	-	RAB32, member RAS oncogene family	protein-coding
14247	chr13	108878356	108879292	+	0	NA	intron (NM_032859, intron 1 of 1)	LTR87|LTR|ERVL?	8084	NM_032859	84945	Hs.183528	NM_032859	ENSG00000139826	ABHD13	BEM46L1|C13orf6|bA153I24.2	abhydrolase domain containing 13	protein-coding
43064	chr6	83717897	83719418	+	0	NA	intron (NR_146809, intron 8 of 9)	intron (NR_146809, intron 8 of 9)	56903	NM_198920	90025	Hs.148609	NM_198920	ENSG00000118420	UBE3D	C6orf157|H10BH|UBE2CBP|YJR141W	ubiquitin protein ligase E3D	protein-coding
45282	chr7	8677021	8678160	+	0	NA	intron (NM_152745, intron 2 of 2)	intron (NM_152745, intron 2 of 2)	204351	NM_152745	30010	Hs.487564	NM_152745	ENSG00000122584	NXPH1	NPH1|Nbla00697	neurexophilin 1	protein-coding
39601	chr5	96159420	96160132	+	0	NA	Intergenic	Tigger7|DNA|TcMar-Tigger	-9928	NM_001198541	51752	Hs.666524	NM_016442	ENSG00000164307	ERAP1	A-LAP|ALAP|APPILS|ARTS-1|ARTS1|ERAAP|ERAAP1|PILS-AP|PILSAP	endoplasmic reticulum aminopeptidase 1	protein-coding
40693	chr5	143408118	143408703	+	0	NA	Intergenic	Intergenic	141813	NM_001271732	81555	Hs.372050	NM_030799	ENSG00000145817	YIPF5	FinGER5|SB140|SMAP-5|SMAP5|YIP1A	Yip1 domain family member 5	protein-coding
51894	chr9	75764136	75764986	+	0	NA	Intergenic	Intergenic	-2220	NM_000700	301	Hs.494173	NM_000700	ENSG00000135046	ANXA1	ANX1|LPC1	annexin A1	protein-coding
38951	chr5	65791660	65792572	+	0	NA	Intergenic	Intergenic	15316	NR_105001	101928769	Hs.97903	NR_105001	ENSG00000250313	LINC02229	-	long intergenic non-protein coding RNA 2229	ncRNA
18792	chr16	81726985	81727463	+	0	NA	intron (NM_030629, intron 13 of 20)	intron (NM_030629, intron 13 of 20)	28265	NR_045112	100129617	Hs.657151	NR_045112		LOC100129617	-	uncharacterized LOC100129617	ncRNA
39912	chr5	111066666	111067330	+	0	NA	intron (NM_001142475, intron 3 of 3)	intron (NM_001142475, intron 3 of 3)	24950	NM_001142483	9315	Hs.36053	NM_004772	ENSG00000134986	NREP	C5orf13|D4S114|P311|PRO1873|PTZ17|SEZ17	neuronal regeneration related protein	protein-coding
3315	chr1	192460137	192460605	+	0	NA	Intergenic	Intergenic	-84532	NM_002922	5996	Hs.75256	NM_002922	ENSG00000090104	RGS1	1R20|BL34|HEL-S-87|IER1|IR20	regulator of G protein signaling 1	protein-coding
5880	chr10	69575103	69576123	+	0	NA	intron (NM_201262, intron 2 of 2)	intron (NM_201262, intron 2 of 2)	22324	NM_201262	56521	Hs.260720	NM_021800	ENSG00000108176	DNAJC12	HPANBH4|JDP1	DnaJ heat shock protein family (Hsp40) member C12	protein-coding
51416	chr9	18471863	18472400	+	0	NA	Intergenic	Intergenic	-2020	NM_052866	92949	Hs.741483	NM_052866	ENSG00000178031	ADAMTSL1	ADAMTSL-1|ADAMTSR1|C9orf94|PUNCTIN	ADAMTS like 1	protein-coding
31585	chr3	72732068	72733060	+	0	NA	Intergenic	L2b|LINE|L2	-19164	NR_135531	105377162	Hs.123457	NR_135531		LOC105377162	-	uncharacterized LOC105377162	ncRNA
37352	chr4	168438279	168438850	+	0	NA	Intergenic	Tigger3b|DNA|TcMar-Tigger	-282823	NM_001204355	50859	Hs.481133	NM_016950	ENSG00000196104	SPOCK3	HSAJ1454|TES-3|TICN3	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	protein-coding
35308	chr4	69960956	69962406	+	0	NA	promoter-TSS (NM_001330719)	promoter-TSS (NM_001330719)	-511	NM_001330719	7364	Hs.654424	NM_001074	ENSG00000171234	UGT2B7	UDPGT 2B7|UDPGT 2B9|UDPGT2B7|UDPGTH2|UDPGTh-2|UGT2B9	UDP glucuronosyltransferase family 2 member B7	protein-coding
42521	chr6	48513688	48514940	+	0	NA	Intergenic	Intergenic	-477889	NM_001013732	442213	Hs.659409	NM_207499	ENSG00000244694	PTCHD4	C6orf138|PTCH53|dJ402H5.2	patched domain containing 4	protein-coding
45638	chr7	25256055	25256851	+	0	NA	Intergenic	Intergenic	11652	NM_022150	64111	Hs.60473	NM_022150	ENSG00000105954	NPVF	C7orf9|RFRP	neuropeptide VF precursor	protein-coding
49303	chr8	60145330	60145764	+	0	NA	Intergenic	Intergenic	113778	NR_149031	100505501		NR_149030		LOC100505501	-	uncharacterized LOC100505501	ncRNA
4134	chr1	227955322	227956671	+	0	NA	non-coding (NR_136655, exon 5 of 6)	non-coding (NR_136655, exon 5 of 6)	32600	NM_001323934	116841	Hs.325081	NM_053052	ENSG00000143740	SNAP47	C1orf142|ESFI5812|HEL-S-290|HEL170|SNAP-47|SVAP1	synaptosome associated protein 47	protein-coding
35725	chr4	87012294	87012751	+	0	NA	intron (NM_001363657, intron 8 of 13)	L3|LINE|CR1	-28437	NR_110879	101929064	Hs.662221	NR_110879	ENSG00000250062	LOC101929064	-	uncharacterized LOC101929064	ncRNA
13291	chr13	53359707	53360294	+	0	NA	Intergenic	Intergenic	-24185	NR_031582	100313778		NR_031582	ENSG00000211579	MIR759	hsa-mir-759	microRNA 759	ncRNA
568	chr1	27097944	27098823	+	0	NA	intron (NM_006015, intron 12 of 19)	intron (NM_006015, intron 12 of 19)	-16071	NM_017837	55650	Hs.259605	NM_017837	ENSG00000060642	PIGV	GPI-MT-II|HPMRS1|PIG-V	phosphatidylinositol glycan anchor biosynthesis class V	protein-coding
26114	chr2	171135309	171135928	+	0	NA	intron (NR_045682, intron 7 of 35)	L1MA4A|LINE|L1	71835	NR_110576	101929753	Hs.534101	NR_110576		MYO3B-AS1	-	MYO3B antisense RNA 1	ncRNA
27093	chr2	220343181	220343649	+	0	NA	intron (NM_005876, intron 22 of 40)	Tigger12c|DNA|TcMar-Tigger	-17662	NM_001286811	100996693	Hs.21639	NM_001286811	ENSG00000286095	SPEGNB	-	SPEG neighbor	protein-coding
31808	chr3	84886046	84886684	+	0	NA	intron (NR_033860, intron 8 of 20)	intron (NR_033860, intron 8 of 20)	32361	NR_033860	440970	Hs.411049	NR_033860	ENSG00000242641	LINC00971	-	long intergenic non-protein coding RNA 971	ncRNA
52306	chr9	94557759	94558335	+	0	NA	intron (NM_001318204, intron 1 of 7)	intron (NM_001318204, intron 1 of 7)	154463	NM_001318204	4920	Hs.98255	NM_004560	ENSG00000169071	ROR2	BDB|BDB1|NTRKR2	receptor tyrosine kinase like orphan receptor 2	protein-coding
41331	chr5	177483771	177484436	+	0	NA	intron (NR_149722, intron 15 of 15)	intron (NR_149722, intron 15 of 15)	47905	NR_159407	653316	Hs.652193	NM_001079527	ENSG00000204677	FAM153CP	FAM153C|NY-REN-7-like	family with sequence similarity 153 member C	pseudo
5070	chr10	19083039	19083558	+	0	NA	Intergenic	Intergenic	134938	NM_178815	221079	Hs.25362	NM_178815	ENSG00000165997	ARL5B	ARL8	ADP ribosylation factor like GTPase 5B	protein-coding
3640	chr1	207979017	207979437	+	0	NA	intron (NR_135299, intron 5 of 5)	intron (NR_135299, intron 5 of 5)	-3359	NR_029518	407025		NR_029518	ENSG00000284203	MIR29B2	MIRN29B2	microRNA 29b-2	ncRNA
25494	chr2	142962527	142962985	+	0	NA	Intergenic	Intergenic	-73486	NM_018557	53353	Hs.656461	NM_018557	ENSG00000168702	LRP1B	LRP-1B|LRP-DIT|LRPDIT	LDL receptor related protein 1B	protein-coding
6239	chr10	84638039	84638545	+	0	NA	intron (NR_163253, intron 6 of 10)	intron (NR_163253, intron 6 of 10)	-645616	NR_120666	101929590	Hs.733268	NR_120666	ENSG00000225738	NRG3-AS1	C10orf100|Em:AC010157.1	NRG3 antisense RNA 1	ncRNA
30564	chr3	27562672	27563578	+	0	NA	Intergenic	MLT1E1A|LTR|ERVL-MaLR	-37250	NR_135542	9497	Hs.250072	NM_003615	ENSG00000033867	SLC4A7	NBC2|NBC3|NBCN1|SBC2|SLC4A6	solute carrier family 4 member 7	protein-coding
30448	chr3	21662259	21663394	+	0	NA	intron (NM_024697, intron 2 of 7)	intron (NM_024697, intron 2 of 7)	78545	NR_046731	100874216	Hs.661720	NR_046731	ENSG00000225542	ZNF385D-AS1	-	ZNF385D antisense RNA 1	ncRNA
7360	chr11	8008463	8008863	+	0	NA	promoter-TSS (NM_003754)	promoter-TSS (NM_003754)	-221	NM_003754	8665	Hs.516023	NM_003754	ENSG00000175390	EIF3F	EIF3S5|MRT67|eIF3-p47	eukaryotic translation initiation factor 3 subunit F	protein-coding
24937	chr2	102095773	102096459	+	0	NA	Intergenic	Intergenic	-4542	NM_001367509	731220	Hs.662488	NM_207403	ENSG00000196460	RFX8	-	RFX family member 8, lacking RFX DNA binding domain	protein-coding
23890	chr2	45902168	45902897	+	0	NA	intron (NM_005400, intron 1 of 14)	intron (NM_005400, intron 1 of 14)	23718	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
28190	chr20	31091354	31091993	+	0	NA	intron (NM_001256798, intron 4 of 10)	L1MEe|LINE|L1	-6089	NR_110619	101929698	Hs.638392	NR_110619	ENSG00000277301	LOC101929698	-	uncharacterized LOC101929698	ncRNA
22384	chr19	16460543	16460953	+	0	NA	Intergenic	Intergenic	25111	NM_016270	10365	Hs.685136	NM_016270	ENSG00000127528	KLF2	LKLF	Kruppel like factor 2	protein-coding
24402	chr2	66008913	66009696	+	0	NA	Intergenic	Intergenic	-349571	NM_181784	200734	Hs.59332	NM_181784	ENSG00000198369	SPRED2	Spred-2	sprouty related EVH1 domain containing 2	protein-coding
14141	chr13	102679663	102680595	+	0	NA	intron (NM_001321937, intron 1 of 3)	intron (NM_001321937, intron 1 of 3)	18225	NR_039854	100616239		NR_039854	ENSG00000264482	MIR4705	-	microRNA 4705	ncRNA
29473	chr22	23484121	23484643	+	0	NA	promoter-TSS (NM_014433)	promoter-TSS (NM_014433)	-205	NM_014433	27156	Hs.526920	NM_014433	ENSG00000100218	RSPH14	RTDR1	radial spoke head 14 homolog	protein-coding
3225	chr1	185070424	185070980	+	0	NA	3' UTR (NM_007212, exon 7 of 7)	3' UTR (NM_007212, exon 7 of 7)	55383	NM_030934	81627	Hs.107149	NM_030934	ENSG00000121486	TRMT1L	C1orf25|MST070|MSTP070|TRM1L|bG120K12.3	tRNA methyltransferase 1 like	protein-coding
24561	chr2	71327592	71328076	+	0	NA	Intergenic	Intergenic	29525	NM_032601	84693	Hs.94949	NM_032601	ENSG00000124370	MCEE	GLOD2	methylmalonyl-CoA epimerase	protein-coding
50056	chr8	99083417	99083905	+	0	NA	intron (NM_001170806, intron 1 of 1)	intron (NM_001170806, intron 1 of 1)	6865	NM_173549	203111	Hs.171455	NM_173549	ENSG00000177459	ERICH5	C8orf47	glutamate rich 5	protein-coding
5334	chr10	32217572	32218364	+	0	NA	promoter-TSS (NM_001270697)	promoter-TSS (NM_001270697)	-164	NM_001270697	94134	Hs.499264	NM_018287	ENSG00000165322	ARHGAP12	-	Rho GTPase activating protein 12	protein-coding
37283	chr4	165002787	165003511	+	0	NA	intron (NM_001166373, intron 2 of 7)	intron (NM_001166373, intron 2 of 7)	115714	NM_012403	23520	Hs.661161	NM_012403		ANP32C	PP32R1	acidic nuclear phosphoprotein 32 family member C	protein-coding
44623	chr6	150189536	150190724	+	0	NA	intron (NR_045126, intron 1 of 1)	intron (NR_045126, intron 1 of 1)	-4635	NM_032832	84918	Hs.408355	NM_032832	ENSG00000120256	LRP11	MANSC3|bA350J20.3	LDL receptor related protein 11	protein-coding
38755	chr5	57946793	57947493	+	0	NA	intron (NM_138453, intron 2 of 4)	intron (NM_138453, intron 2 of 4)	68241	NM_138453	115827	Hs.4290	NM_138453	ENSG00000152932	RAB3C	-	RAB3C, member RAS oncogene family	protein-coding
20976	chr18	19585176	19585544	+	0	NA	Intergenic	Intergenic	163569	NR_102763	100128893	Hs.514745	NR_102763	ENSG00000266010	GATA6-AS1	BM742401|locus5689	GATA6 antisense RNA 1 (head to head)	ncRNA
35885	chr4	90799327	90800152	+	0	NA	promoter-TSS (NM_001371403)	promoter-TSS (NM_001371403)	-923	NM_001371403								
5255	chr10	27771751	27772565	+	0	NA	Intergenic	Intergenic	-20945	NM_001256410	22931	Hs.406799	NM_021252	ENSG00000099246	RAB18	RAB18LI1|WARBM3	RAB18, member RAS oncogene family	protein-coding
