PeakID (cmd=annotatePeaks.pl NEUROG3_peak1027-0918_pancreas.filtered.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1-4860	chr1	197643449	197643680	+	0	NA	intron (NM_144977, intron 3 of 15)	intron (NM_144977, intron 3 of 15)	101046	NR_125340	163486	Hs.125056	NM_019049	ENSG00000213047	DENND1B	C1ORF18|C1orf218|FAM31B	DENN domain containing 1B	protein-coding
1-9522	chr10	69990875	69991106	+	0	NA	exon (NM_145178, exon 1 of 1)	exon (NM_145178, exon 1 of 1)	880	NM_145178	220202	Hs.175396	NM_145178	ENSG00000179774	ATOH7	Math5|NCRNA|PHPVAR|RNANC|bHLHa13	atonal bHLH transcription factor 7	protein-coding
1-9463	chr5	171710367	171710598	+	0	NA	intron (NM_152277, intron 1 of 2)	CpG	286	NM_152277	92181	Hs.131570	NM_152277	ENSG00000168246	UBTD2	DCUBP	ubiquitin domain containing 2	protein-coding
1-5486	chr1	113340996	113341227	+	0	NA	Intergenic	Intergenic	52154	NR_103746	100996702	Hs.632431	NR_103746	ENSG00000215866	LINC01356	-	long intergenic non-protein coding RNA 1356	ncRNA
1-8221	chr10	117739144	117739374	+	0	NA	Intergenic	Intergenic	215042	NR_145811	109623470		NR_145811		SNORD158	-	small nucleolar RNA, C/D box 158	snoRNA
1-5707	chr9	98382618	98382846	+	0	NA	Intergenic	ERV3-16A3_LTR|LTR|ERVL	-103393	NM_001354919	5727	Hs.494538	NM_000264	ENSG00000185920	PTCH1	BCNS|NBCCS|PTC|PTC1|PTCH	patched 1	protein-coding
1-8024	chr11	119223881	119224112	+	0	NA	Intergenic	Intergenic	-6581	NM_015645	114902	Hs.632102	NM_015645	ENSG00000223953	C1QTNF5	CTRP5|MFRP	C1q and TNF related 5	protein-coding
1-8469	chr20	22411420	22411651	+	0	NA	Intergenic	Intergenic	-10254	NR_027090	284788	Hs.651993	NR_027089	ENSG00000204684	LOC284788	-	uncharacterized LOC284788	ncRNA
1-7235	chr13	32829923	32830154	+	0	NA	intron (NM_023037, intron 51 of 60)	intron (NM_023037, intron 51 of 60)	56053	NM_001136571	646799	Hs.569254	NM_001136571	ENSG00000189167	ZAR1L	Z3CXXC7|ZAR2	zygote arrest 1 like	protein-coding
1-9690	chr4	186498122	186498353	+	0	NA	Intergenic	Intergenic	-41525	NM_014476	27295	Hs.701364	NM_014476	ENSG00000154553	PDLIM3	ALP	PDZ and LIM domain 3	protein-coding
1-371	chr20	18818456	18818687	+	0	NA	Intergenic	MER49|LTR|ERV1	-7724	NR_161342	100128496	Hs.664484	NR_161342		C20orf78	-	chromosome 20 open reading frame 78	ncRNA
1-4229	chr5	67457138	67457369	+	0	NA	Intergenic	HAL1|LINE|L1	-28451	NR_105003	102467655	Hs.544102	NR_105003	ENSG00000253787	LINC02219	-	long intergenic non-protein coding RNA 2219	ncRNA
1-6587	chr2	175626580	175626811	+	0	NA	intron (NM_000079, intron 1 of 8)	intron (NM_000079, intron 1 of 8)	2505	NM_001039523	1134	Hs.434479	NM_000079	ENSG00000138435	CHRNA1	ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS	cholinergic receptor nicotinic alpha 1 subunit	protein-coding
1-7140	chr3	72714900	72715131	+	0	NA	Intergenic	Intergenic	-1615	NR_135531	105377162	Hs.123457	NR_135531		LOC105377162	-	uncharacterized LOC105377162	ncRNA
1-10455	chr2	71679768	71679989	+	0	NA	promoter-TSS (NM_001130978)	promoter-TSS (NM_001130978)	-813	NM_001130977	8291	Hs.252180	NM_003494	ENSG00000135636	DYSF	FER1L1|LGMD2B|LGMDR2|MMD1	dysferlin	protein-coding
1-3080	chr1	98134563	98134794	+	0	NA	intron (NM_000110, intron 8 of 22)	intron (NM_000110, intron 8 of 22)	-127799	NR_046591	100873933	Hs.568669	NR_046591	ENSG00000235777	DPYD-AS2	-	DPYD antisense RNA 2	ncRNA
1-2016	chr15	78351901	78352132	+	0	NA	intron (NM_015079, intron 1 of 12)	intron (NM_015079, intron 1 of 12)	17978	NM_144572	23102	Hs.567426	NM_015079	ENSG00000167202	TBC1D2B	-	TBC1 domain family member 2B	protein-coding
1-3398	chr10	121003013	121003242	+	0	NA	intron (NM_005308, intron 1 of 15)	MLT1K|LTR|ERVL-MaLR	36044	NM_005308	2869	Hs.524625	NM_005308	ENSG00000198873	GRK5	FP2025|GPRK5	G protein-coupled receptor kinase 5	protein-coding
1-7451	chr19	20748651	20748882	+	0	NA	promoter-TSS (NM_001159293)	promoter-TSS (NM_001159293)	-179	NM_001159293	100129842	Hs.515696	NM_001159293	ENSG00000237440	ZNF737	ZNF102	zinc finger protein 737	protein-coding
1-704	chr10	2121891	2122122	+	0	NA	Intergenic	Intergenic	-3723	NR_106720	102465944		NR_106720	ENSG00000278069	MIR6072	hsa-mir-6072	microRNA 6072	ncRNA
1-10905	chr2	64047495	64047726	+	0	NA	Intergenic	Intergenic	-20488	NM_001001521	7360	Hs.516217	NM_006759	ENSG00000169764	UGP2	UDPG|UDPGP|UDPGP2|UGP1|UGPP1|UGPP2|pHC379	UDP-glucose pyrophosphorylase 2	protein-coding
1-7474	chr1	19334143	19334372	+	0	NA	Intergenic	Intergenic	-51087	NM_001136265	126917	Hs.466625	NM_001136265	ENSG00000169991	IFFO2	-	intermediate filament family orphan 2	protein-coding
1-8021	chr11	102322481	102322712	+	0	NA	intron (NM_052932, intron 1 of 4)	CpG	900	NM_052932	114908	Hs.503709	NM_052932	ENSG00000152558	TMEM123	KCT3|PORIMIN|PORMIN	transmembrane protein 123	protein-coding
1-7801	chr10	112220135	112220343	+	0	NA	Intergenic	Intergenic	-37426	NM_004419	1847	Hs.2128	NM_004419	ENSG00000138166	DUSP5	DUSP|HVH3	dual specificity phosphatase 5	protein-coding
1-1507	chr15	64110491	64110722	+	0	NA	intron (NM_003922, intron 1 of 77)	intron (NM_003922, intron 1 of 77)	15541	NM_003922	8925	Hs.210385	NM_003922	ENSG00000103657	HERC1	MDFPMR|p532|p619	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	protein-coding
1-2556	chr4	163047917	163048119	+	0	NA	intron (NM_001128428, intron 1 of 14)	intron (NM_001128428, intron 1 of 14)	37134	NM_020116	56884	Hs.32452	NM_020116	ENSG00000168843	FSTL5	-	follistatin like 5	protein-coding
1-1912	chr9	112861523	112861754	+	0	NA	intron (NM_001198656, intron 1 of 4)	intron (NM_001198656, intron 1 of 4)	-26143	NM_001136562	445815	Hs.591908	NM_007203	ENSG00000157654	PALM2-AKAP2	AKAP-2|AKAP-KL|AKAP2|AKAPKL|MISP2|PALM2|PRKA2	PALM2-AKAP2 fusion	protein-coding
1-6440	chr4	86748889	86749114	+	0	NA	promoter-TSS (NM_001287805)	promoter-TSS (NM_001287805)	-89	NM_001287805	83478	Hs.444229	NM_031305	ENSG00000138639	ARHGAP24	FILGAP|RC-GAP72|RCGAP72|p73|p73RhoGAP	Rho GTPase activating protein 24	protein-coding
1-8837	chr10	43760044	43760275	+	0	NA	intron (NM_145313, intron 1 of 12)	intron (NM_145313, intron 1 of 12)	2354	NM_145313	221002	Hs.125293	NM_145313	ENSG00000198915	RASGEF1A	CG4853	RasGEF domain family member 1A	protein-coding
1-7494	chr1	224716741	224716972	+	0	NA	intron (NM_001322304, intron 2 of 6)	intron (NM_001322304, intron 2 of 6)	-87163	NR_136287	149111	Hs.731723	NM_152495	ENSG00000143786	CNIH3	CNIH-3	cornichon family AMPA receptor auxiliary protein 3	protein-coding
1-2362	chr5	16792758	16792986	+	0	NA	intron (NM_012334, intron 4 of 40)	intron (NM_012334, intron 4 of 40)	143525	NM_012334	4651	Hs.481720	NM_012334	ENSG00000145555	MYO10	-	myosin X	protein-coding
1-8427	chr13	37352365	37352596	+	0	NA	Intergenic	L1PREC2|LINE|L1	-40859	NM_000538	5994	Hs.24422	NM_000538	ENSG00000133111	RFXAP	-	regulatory factor X associated protein	protein-coding
1-325	chr4	70698258	70698489	+	0	NA	Intergenic	LTR76|LTR|ERV1	27490	NM_005420	6783	Hs.479898	NM_005420	ENSG00000109193	SULT1E1	EST|EST-1|ST1E1|STE	sulfotransferase family 1E member 1	protein-coding
1-8825	chr8	124085112	124085343	+	0	NA	promoter-TSS (NM_001363149)	promoter-TSS (NM_001363149)	-262	NM_001363149	93594	Hs.492716	NM_145647	ENSG00000156787	TBC1D31	Gm85|WDR67	TBC1 domain family member 31	protein-coding
1-8594	chr7	93159803	93159987	+	0	NA	intron (NM_001164737, intron 2 of 15)	intron (NM_001164737, intron 2 of 15)	29227	NM_001164738	799	Hs.489127	NM_001742	ENSG00000004948	CALCR	CRT|CT-R|CTR|CTR1	calcitonin receptor	protein-coding
1-7185	chr7	93853128	93853359	+	0	NA	Intergenic	Intergenic	168261	NR_147206	101927525	Hs.571263	NR_147206		COL1A2-AS1	TCONS_00013888|lncRNA8975-1	COL1A2 antisense RNA 1	ncRNA
1-5708	chr9	99984411	99984631	+	0	NA	intron (NR_136286, intron 1 of 17)	CpG	-16187	NR_036528	57653	Hs.435629	NR_036527	ENSG00000255036	SUGT1P4-STRA6LP-CCDC180	LOC100499484-C9ORF174	SUGT1P4-STRA6LP-CCDC180 readthrough	ncRNA
1-1703	chr3	54080787	54081015	+	0	NA	Intergenic	Intergenic	-75678	NM_018398	55799	Hs.656687	NM_018398	ENSG00000157445	CACNA2D3	HSA272268	calcium voltage-gated channel auxiliary subunit alpha2delta 3	protein-coding
1-3988	chr16	47538086	47538254	+	0	NA	intron (NM_001363837, intron 4 of 30)	MER68|LTR|ERVL	42928	NM_000293	5257	Hs.78060	NM_000293	ENSG00000102893	PHKB	-	phosphorylase kinase regulatory subunit beta	protein-coding
1-7951	chr5	171369338	171369569	+	0	NA	intron (NM_033644, intron 1 of 12)	L1MC4|LINE|L1	64424	NM_033644	23291	Hs.484138	NM_012300	ENSG00000072803	FBXW11	BTRC2|BTRCP2|FBW1B|FBXW1B|Fbw11|Hos	F-box and WD repeat domain containing 11	protein-coding
1-381	chr2	222418168	222418399	+	0	NA	intron (NM_004438, intron 3 of 17)	intron (NM_004438, intron 3 of 17)	18741	NM_001304537	2043	Hs.371218	NM_004438	ENSG00000116106	EPHA4	EK8|HEK8|SEK|TYRO1	EPH receptor A4	protein-coding
1-3253	chr4	140591075	140591306	+	0	NA	intron (NM_001204367, intron 1 of 4)	LTR29|LTR|ERV1	4217	NM_002413	4258	Hs.81874	NM_002413	ENSG00000085871	MGST2	GST2|MGST-II	microsomal glutathione S-transferase 2	protein-coding
1-2064	chr3	117475518	117475749	+	0	NA	Intergenic	Intergenic	-65861	NR_146652	105374057	Hs.518179	NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
1-10022	chr16	75628421	75628645	+	0	NA	Intergenic	Intergenic	28256	NM_007285	11345	Hs.461379	NM_007285	ENSG00000034713	GABARAPL2	ATG8|ATG8C|GATE-16|GATE16|GEF-2|GEF2	GABA type A receptor associated protein like 2	protein-coding
1-7096	chr22	29314104	29314335	+	0	NA	intron (NM_032173, intron 1 of 8)	intron (NM_032173, intron 1 of 8)	842	NM_032173	84133	Hs.604200	NM_032173	ENSG00000183579	ZNRF3	BK747E2.3|RNF203	zinc and ring finger 3	protein-coding
1-7734	chr4	167321741	167321850	+	0	NA	Intergenic	Intergenic	527406	NM_001204760	7092	Hs.106513	NM_012464	ENSG00000038295	TLL1	ASD6|TLL	tolloid like 1	protein-coding
1-3746	chr2	202888321	202888552	+	0	NA	Intergenic	Intergenic	-10874	NM_003507	8324	Hs.173859	NM_003507	ENSG00000155760	FZD7	FzE3	frizzled class receptor 7	protein-coding
1-6685	chr12	117732077	117732177	+	0	NA	intron (NM_001204218, intron 3 of 29)	intron (NM_001204218, intron 3 of 29)	10730	NM_001204213	4842	Hs.654410	NM_000620	ENSG00000089250	NOS1	IHPS1|N-NOS|NC-NOS|NOS|bNOS|nNOS	nitric oxide synthase 1	protein-coding
1-727	chr22	24577491	24577722	+	0	NA	intron (NM_019601, intron 1 of 14)	intron (NM_019601, intron 1 of 14)	151	NM_019601	56241	Hs.131819	NM_019601	ENSG00000099994	SUSD2	BK65A6.2|W5C5	sushi domain containing 2	protein-coding
1-1438	chr2	226664791	226665022	+	0	NA	Intergenic	Intergenic	-342604	NR_046102	646736	Hs.712836	NR_046102		LOC646736	-	uncharacterized LOC646736	ncRNA
1-3591	chr2	97561502	97561733	+	0	NA	promoter-TSS (NM_001172667)	promoter-TSS (NM_001172667)	-718	NM_001172667	51252	Hs.107922	NM_016490	ENSG00000168754	FAM178B	-	family with sequence similarity 178 member B	protein-coding
1-8613	chr9	131038188	131038419	+	0	NA	promoter-TSS (NM_004486)	promoter-TSS (NM_004486)	-72	NM_001366246	2801	Hs.155827	NM_004486	ENSG00000167110	GOLGA2	GM130	golgin A2	protein-coding
1-459	chr20	48532912	48533143	+	0	NA	promoter-TSS (NM_006038)	promoter-TSS (NM_006038)	668	NR_134564	105372653	Hs.589895	NR_134564		LOC105372653	-	uncharacterized LOC105372653	ncRNA
1-6661	chr10	7269213	7269444	+	0	NA	intron (NM_001029880, intron 10 of 20)	intron (NM_001029880, intron 10 of 20)	-40582	NR_132972	106635547		NR_132972		SNORD129	-	small nucleolar RNA, C/D box 129	snoRNA
1-2935	chr22	20190732	20190963	+	0	NA	intron (NR_038460, intron 2 of 3)	intron (NR_038460, intron 2 of 3)	1594	NR_038460	284865	Hs.638498	NR_038460	ENSG00000249923	LOC284865	-	uncharacterized LOC284865	ncRNA
1-7285	chr1	34446842	34447072	+	0	NA	intron (NM_001281956, intron 3 of 70)	intron (NM_001281956, intron 3 of 70)	112400	NR_038372	402779	Hs.666207	NR_038372	ENSG00000231163	CSMD2-AS1	-	CSMD2 antisense RNA 1	ncRNA
1-2476	chr8	10222756	10222982	+	0	NA	intron (NM_001199729, intron 6 of 6)	intron (NM_001199729, intron 6 of 6)	-109206	NR_120604	101929191	Hs.595262	NR_120604	ENSG00000253641	LINCR-0001	-	uncharacterized LINCR-0001	ncRNA
1-6516	chr12	89675063	89675294	+	0	NA	Intergenic	Intergenic	71100	NM_022652	1848	Hs.298654	NM_001946	ENSG00000139318	DUSP6	HH19|MKP3|PYST1	dual specificity phosphatase 6	protein-coding
1-992	chr7	101383108	101383339	+	0	NA	Intergenic	Intergenic	-76064	NM_001913	1523	Hs.191482	NM_001913	ENSG00000257923	CUX1	CASP|CDP|CDP/Cut|CDP1|COY1|CUTL1|CUX|Clox|Cux/CDP|GDDI|GOLIM6|Nbla10317|p100|p110|p200|p75	cut like homeobox 1	protein-coding
1-9231	chr6	33602177	33602189	+	0	NA	promoter-TSS (NR_134628)	promoter-TSS (NR_134628)	-661	NR_134628	101929188	Hs.658327	NR_134628		LOC101929188	-	uncharacterized LOC101929188	ncRNA
1-1123	chr18	43269501	43269732	+	0	NA	Intergenic	Intergenic	-34530	NM_001308278	6563	Hs.101307	NM_015865	ENSG00000141469	SLC14A1	HUT11|HsT1341|JK|RACH1|RACH2|UT-B1|UT1|UTE	solute carrier family 14 member 1 (Kidd blood group)	protein-coding
1-1238	chr11	110247803	110248034	+	0	NA	intron (NR_135100, intron 2 of 3)	MER57B2|LTR|ERV1	22079	NR_135100	105369486	Hs.611557	NR_135100		LINC02732	-	long intergenic non-protein coding RNA 2732	ncRNA
1-454	chr3	4574612	4574843	+	0	NA	intron (NM_001099952, intron 4 of 58)	intron (NM_001099952, intron 4 of 58)	39695	NM_002222	3708	Hs.567295	NM_002222	ENSG00000150995	ITPR1	ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29	inositol 1,4,5-trisphosphate receptor type 1	protein-coding
1-10897	chr1	41704071	41704302	+	0	NA	intron (NM_001172220, intron 1 of 13)	L2c|LINE|L2	3792	NM_001172220	22955	Hs.571874	NM_012236	ENSG00000010803	SCMH1	Scml3	Scm polycomb group protein homolog 1	protein-coding
1-3863	chr8	95956761	95956992	+	0	NA	intron (NM_001135733, intron 1 of 4)	intron (NM_001135733, intron 1 of 4)	4730	NM_001135733	94241	Hs.492261	NM_033285	ENSG00000164938	TP53INP1	SIP|TP53DINP1|TP53INP1A|TP53INP1B|Teap|p53DINP1	tumor protein p53 inducible nuclear protein 1	protein-coding
1-285	chr6	117276109	117276340	+	0	NA	Intergenic	Intergenic	77819	NM_173560	222546	Hs.352276	NM_173560	ENSG00000185002	RFX6	MTCHRS|MTFS|RFXDC1|dJ955L16.1	regulatory factor X6	protein-coding
1-1882	chr21	45010266	45010497	+	0	NA	intron (NM_007031, intron 8 of 8)	L1ME1|LINE|L1	19489	NR_106718	102464825		NR_106718	ENSG00000278433	MIR6070	hsa-mir-6070	microRNA 6070	ncRNA
1-8625	chr11	113050697	113050928	+	0	NA	intron (NM_181351, intron 2 of 19)	intron (NM_181351, intron 2 of 19)	93811	NR_034101	100288346	Hs.661826	NR_034101	ENSG00000227487	NCAM1-AS1	-	NCAM1 antisense RNA1	ncRNA
1-7242	chr15	89042298	89042529	+	0	NA	Intergenic	Intergenic	31474	NM_001321970	64963	Hs.111286	NM_022839	ENSG00000181991	MRPS11	HCC-2|MRP-S11|S11mt	mitochondrial ribosomal protein S11	protein-coding
1-10458	chr2	179921850	179922081	+	0	NA	Intergenic	LTR7|LTR|ERV1	-7101	NM_001316745	285025	Hs.324341	NM_173648	ENSG00000163492	CCDC141	CAMDI	coiled-coil domain containing 141	protein-coding
1-4256	chr10	102672346	102672577	+	0	NA	promoter-TSS (NM_018121)	promoter-TSS (NM_018121)	-259	NM_001243770	55719	Hs.447458	NM_018121	ENSG00000119906	SLF2	C10orf6|FAM178A	SMC5-SMC6 complex localization factor 2	protein-coding
1-9936	chr7	19417494	19417725	+	0	NA	Intergenic	Intergenic	-232565	NM_152898	222894	Hs.592168	NM_152898	ENSG00000146618	FERD3L	N-TWIST|NATO3|NTWIST|PTFB|bHLHa31	Fer3 like bHLH transcription factor	protein-coding
1-8044	chr14	39495385	39495606	+	0	NA	Intergenic	Intergenic	-76849	NR_146545	105370458		NR_146545	ENSG00000258651	SEC23A-AS1	-	SEC23A antisense RNA 1	ncRNA
1-7959	chr6	37419190	37419421	+	0	NA	intron (NM_015050, intron 5 of 23)	intron (NM_015050, intron 5 of 23)	18308	NM_015050	23070	Hs.520102	NM_015050	ENSG00000137200	CMTR1	FTSJD2|KIAA0082|MTr1|hMTr1	cap methyltransferase 1	protein-coding
1-1433	chr14	33129397	33129597	+	0	NA	intron (NM_004274, intron 7 of 13)	intron (NM_004274, intron 7 of 13)	-278588	NM_022123	64067	Hs.657892	NM_022123	ENSG00000151322	NPAS3	MOP6|PASD6|bHLHe12	neuronal PAS domain protein 3	protein-coding
1-8910	chr18	19687094	19687263	+	0	NA	Intergenic	Intergenic	61751	NR_102763	100128893	Hs.514745	NR_102763	ENSG00000266010	GATA6-AS1	BM742401|locus5689	GATA6 antisense RNA 1 (head to head)	ncRNA
1-10869	chr18	9913667	9913860	+	0	NA	promoter-TSS (NM_003574)	promoter-TSS (NM_003574)	-250	NM_194434	9218	Hs.165195	NM_003574	ENSG00000101558	VAPA	VAP-33|VAP-A|VAP33|hVAP-33	VAMP associated protein A	protein-coding
1-4449	chr7	148320074	148320305	+	0	NA	Intergenic	Intergenic	32331	NM_145304	202865	Hs.352212	NM_145304	ENSG00000170279	C7orf33	-	chromosome 7 open reading frame 33	protein-coding
1-9356	chr17	80398915	80399111	+	0	NA	exon (NM_173620, exon 10 of 12)	exon (NM_173620, exon 10 of 12)	8589	NM_001193655	79415	Hs.163113	NM_001033046	ENSG00000178927	CYBC1	C17orf62|Eros	cytochrome b-245 chaperone 1	protein-coding
1-8459	chr18	73537372	73537603	+	0	NA	Intergenic	L2a|LINE|L2	-113129	NR_134646	100505853	Hs.146758	NR_134646	ENSG00000261194	LINC01898	-	long intergenic non-protein coding RNA 1898	ncRNA
1-6214	chr22	38743195	38743426	+	0	NA	intron (NR_002821, intron 4 of 4)	intron (NR_002821, intron 4 of 4)	-29221	NM_001894	1454	Hs.474833	NM_001894	ENSG00000213923	CSNK1E	CKIe|CKIepsilon|HCKIE	casein kinase 1 epsilon	protein-coding
1-5024	chr7	37188645	37188876	+	0	NA	intron (NM_001206482, intron 13 of 21)	intron (NM_001206482, intron 13 of 21)	151359	NR_104120	100861514	Hs.627775	NR_104120	ENSG00000224101	ELMO1-AS1	-	ELMO1 antisense RNA 1	ncRNA
1-5358	chr20	19356182	19356395	+	0	NA	intron (NM_020689, intron 2 of 16)	intron (NM_020689, intron 2 of 16)	-91048	NR_024564	100130264	Hs.683814	NR_024564	ENSG00000179447	LOC100130264	-	uncharacterized LOC100130264	ncRNA
1-3319	chr2	126590219	126590450	+	0	NA	Intergenic	LTR67B|LTR|ERVL	285228	NR_146970	105373600	Hs.555059	NR_146970	ENSG00000226813	LINC01941	-	long intergenic non-protein coding RNA 1941	ncRNA
1-1762	chr11	44916105	44916304	+	0	NA	intron (NM_130783, intron 3 of 9)	MIR3|SINE|MIR	55507	NM_001258320	9537	Hs.554791	NM_006034	ENSG00000175274	TP53I11	PIG11	tumor protein p53 inducible protein 11	protein-coding
1-5220	chr18	8265070	8265301	+	0	NA	intron (NM_001105244, intron 19 of 32)	intron (NM_001105244, intron 19 of 32)	101847	NR_024419	100192426	Hs.666655	NR_024419	ENSG00000266149	LOC100192426	-	uncharacterized LOC100192426	ncRNA
1-7478	chr1	54168143	54168373	+	0	NA	intron (NM_001367484, intron 2 of 10)	intron (NM_001367484, intron 2 of 10)	31619	NM_147193	148979	Hs.306691	NM_147193	ENSG00000174332	GLIS1	-	GLIS family zinc finger 1	protein-coding
1-9924	chr6	15871569	15871717	+	0	NA	Intergenic	Intergenic	-208354	NM_032122	84062	Hs.571148	NM_032122	ENSG00000047579	DTNBP1	BLOC1S8|DBND|HPS7|My031|SDY	dystrobrevin binding protein 1	protein-coding
1-6873	chr15	73182545	73182776	+	0	NA	Intergenic	Intergenic	-106561	NM_001365223	83440	Hs.562587	NM_031284	ENSG00000159322	ADPGK	2610017G09Rik|ADP-GK	ADP dependent glucokinase	protein-coding
1-8650	chr15	41954125	41954337	+	0	NA	intron (NM_001080541, intron 1 of 22)	CpG	1621	NM_001164273	23269	Hs.187569	NM_001080541	ENSG00000174197	MGA	MAD5|MXD5	MAX dimerization protein MGA	protein-coding
1-6902	chr19	18852546	18852762	+	0	NA	intron (NM_001098482, intron 1 of 14)	intron (NM_001098482, intron 1 of 14)	49460	NM_000095	1311	Hs.1584	NM_000095	ENSG00000105664	COMP	EDM1|EPD1|MED|PSACH|THBS5|TSP5	cartilage oligomeric matrix protein	protein-coding
1-8449	chr17	31383794	31384025	+	0	NA	intron (NM_183377, intron 3 of 9)	intron (NM_183377, intron 3 of 9)	64040	NM_001317225	124912	Hs.434112	NM_173847	ENSG00000141316	SPACA3	ALLP17|CT54|LYC3|LYZC|LYZL3|SLLP1	sperm acrosome associated 3	protein-coding
1-5945	chr2	23464061	23464292	+	0	NA	Intergenic	Intergenic	-143874	NM_052920	114818	Hs.130593	NM_025067	ENSG00000119771	KLHL29	KBTBD9	kelch like family member 29	protein-coding
1-4336	chr6	110174824	110174960	+	0	NA	Intergenic	Intergenic	-124567	NM_001286099	2830	Hs.46332	NM_005284	ENSG00000146360	GPR6	-	G protein-coupled receptor 6	protein-coding
1-9080	chr12	20065949	20066180	+	0	NA	Intergenic	L2b|LINE|L2	-101555	NR_040098	100506393	Hs.658356	NR_040098	ENSG00000256287	LINC02398	-	long intergenic non-protein coding RNA 2398	ncRNA
1-8280	chr20	18774866	18775030	+	0	NA	promoter-TSS (NR_026884)	promoter-TSS (NR_026884)	255	NR_026885	100270804	Hs.598768	NR_026885		LINC00653	-	long intergenic non-protein coding RNA 653	ncRNA
1-1915	chr11	72455098	72455324	+	0	NA	intron (NM_001040118, intron 1 of 34)	intron (NM_001040118, intron 1 of 34)	8223	NM_001040118	116985	Hs.503165	NM_015242	ENSG00000186635	ARAP1	CENTD2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	protein-coding
1-4798	chr10	21625316	21625523	+	0	NA	Intergenic	Intergenic	36460	NR_155751	105376444	Hs.638243	NR_155751		LINC02643	-	long intergenic non-protein coding RNA 2643	ncRNA
1-3707	chr12	3424447	3424678	+	0	NA	intron (NR_148995, intron 1 of 11)	intron (NR_148995, intron 1 of 11)	50726	NR_148995	100128253	Hs.447497	NR_148995		LOC100128253	-	uncharacterized LOC100128253	ncRNA
1-3213	chr14	37445139	37445370	+	0	NA	intron (NM_030631, intron 1 of 9)	intron (NM_030631, intron 1 of 9)	-23658	NR_039725	100616280		NR_039725	ENSG00000266327	MIR4503	-	microRNA 4503	ncRNA
1-782	chr7	100399807	100400014	+	0	NA	TTS (NM_004444)	TTS (NM_004444)	-24581	NM_001363494	56996	Hs.521087	NM_020246	ENSG00000146828	SLC12A9	CCC6|CIP1|WO3.3|hCCC6	solute carrier family 12 member 9	protein-coding
1-9011	chr6	3403570	3403800	+	0	NA	intron (NM_015482, intron 3 of 9)	intron (NM_015482, intron 3 of 9)	41562	NM_001286455	63027	Hs.713588	NM_015482	ENSG00000137266	SLC22A23	C6orf85	solute carrier family 22 member 23	protein-coding
1-5978	chr6	43879254	43879485	+	0	NA	intron (NR_024478, intron 1 of 1)	intron (NR_024478, intron 1 of 1)	20604	NR_024478	100132354	Hs.376232	NR_024478		LINC01512	HI-LNC77	long intergenic non-protein coding RNA 1512	ncRNA
1-7381	chr9	129867222	129867453	+	0	NA	intron (NM_012098, intron 2 of 4)	intron (NM_012098, intron 2 of 4)	17577	NM_012098	23452	Hs.653262	NM_012098	ENSG00000136859	ANGPTL2	ARP2|HARP	angiopoietin like 2	protein-coding
1-9656	chr2	191582532	191582691	+	0	NA	Intergenic	Intergenic	58727	NM_001321314	4664	Hs.107474	NM_005966	ENSG00000138386	NAB1	-	NGFI-A binding protein 1	protein-coding
1-732	chr4	94763930	94764161	+	0	NA	Intergenic	Intergenic	14141	NM_005172	474	Hs.532680	NM_005172	ENSG00000172238	ATOH1	ATH1|HATH1|MATH-1|bHLHa14	atonal bHLH transcription factor 1	protein-coding
