	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CCDC17	DACH1	E2F7	EBF3	ETV1	FEV	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HEY1	HEYL	HHEX	HIC1	HLF	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NR4A3	ONECUT1	PAX4	PAX6	PBX3	POU5F1	PROX1	RFX6	SETBP1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF382	ZNF492	ZNF519	ZNF846
GO_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT		DLL4 DPYSL3 NEUROD2 SERPINI1	DRD2 GRHL3 KIF1A LINGO1 LZTS1 MAP6 MDK PROX1 SEMA6B SFRP1 SLITRK6	CAMK2B CHRNB2 DLL1 SERPINI1 TP73	CAMK2B CHRNA3 CHRNB2 DLL1 DLL4 EPHB3 GPC2 HEYL SCN1B TP73			CHRNA3 LRFN1 NKX2-2	CHRNB2 DLL4 DPYSL3 GPC2 HECW2 HEYL LZTS1 NEUROD2 NREP SERPINI1		CAMK2B CHRNA3 CHRNB2 EPHB3 GPC2 GRHL3 HEYL LINGO1 MAP6 PMP22 PROX1 SCN1B SEMA6B SERPINI1 SFRP1 SLITRK6 TP73	CHRNB2 DLL1 HES6 LINGO1 MAP6 PMP22 PROX1 SEMA6B SLITRK6	CHRNB2 DPYSL3 DRD2 NREP		AGT GRHL3 LINGO1 NREP SEMA6B				NEUROD2 NEUROG3	CHRNA3 EPHB3			CAMK2B DPYSL3 NKX2-2			AGT GRHL3 HECW2 MDK NEUROD2 SFRP1 SLITRK6	CAMK2B DPYSL3 DRD2 EPHB3 GRHL3 HECW2 LZTS1 MAP6 MDK NEUROD2 NKX2-2 NREP PMP22 SFRP1 TOX		CHRNB2 DLL1 DRD2 EPHB3 GRHL3 HEYL LINGO1 LZTS1 NEUROD2 NEUROG3 NREP SERPINI1 SFRP1 SLITRK6 TP73	AGT DPYSL3 GRHL3 HECW2 HEYL LINGO1 MAP6 MDK NEUROD2 NREP PROX1	CHRNA3 KIF1A	AGT CAMK2B CHRNA3 DLL4 DPYSL3 GPC2 HES6 LINGO1 MAP6 MDK NEUROD1 NKX2-2 NREP NTRK1 PMP22 SEMA6B SERPINI1 TP73	GPC2 HES6 KIT NTRK1 PMP22 SERPINI1 TOX	CAMK2B DPYSL3 DRD2 EPHB3 HES6 HEYL KIT LINGO1 LZTS1 MAP6 MDK NEUROD1 NREP PMP22 PROX1 SEMA6B SERPINI1 TOX TP73		CAMK2B DLL4 GPC2 GRHL3 LINGO1 NEUROG3 SCN1B SERPINI1 TOX TP73	AGT CAMK2B CHRNA3 CHRNB2 DLL4 DPYSL3 GRHL3 HECW2 HEYL LINGO1 LRFN1 MDK NTRK1 PMP22 PROX1 SEMA6B SERPINI1 TP73			CHRNB2 HECW2 LRFN1 MAP6 SEMA6B TOX	CHRNA3 DLL1 EPHB3 GPC2 GRHL3 HECW2 HEYL LZTS1 NREP SFRP1 TP73	HECW2 HES6 MDK NEUROD2 SLITRK6		CAMK2B CHRNA3 DLL1 GRHL3 HECW2 HEYL KIF1A MAP6 NEUROD1 NEUROD2 NKX2-2 SFRP1 TOX TP73			CAMK2B DLL4 DPYSL3 EPHB3 GRHL3 HECW2 HEYL LINGO1 LZTS1 MAP6 NREP PMP22 PROX1 SCN1B SEMA6B TP73	CHRNB2 DLL1 DLL4 DPYSL3 EPHB3 GPC2 GRHL3 HECW2 HES6 LRFN1 LZTS1 PMP22 PROX1 SEMA6B SERPINI1 TOX TP73	AGT DLL4 GRHL3 HECW2 LINGO1 MDK NEUROD2 NTRK1 PMP22 PROX1 SEMA6B SERPINI1		HES6 NREP SEMA6B	CHRNB2 DLL1 DLL4 DPYSL3 EPHB3 GRHL3 HECW2 HEYL KIT LINGO1 LRFN1 NREP NTRK1 SERPINI1 TP73	CAMK2B CHRNA3 DPYSL3 KIT LRFN1 SERPINI1		GPC2 SLITRK6		DLL1 GRHL3 MDK NEUROD2 SCN1B SFRP1	DLL4 GRHL3 HEYL NEUROD2 NEUROG3 SFRP1
GO_REGULATION_OF_NERVOUS_SYSTEM_PROCESS				CNIH2 NPTXR				NPTXR RGS4							AGT CNIH2 NPTX1											AGT CNIH2 RGS4				AGT CACNG4 CNIH2				CACNG4 NPTX1 NPTXR RGS4							CNIH2 NPTX1 RGS4											CACNG4 CNIH2 NPTXR						
GO_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION			DRD2 MDK PROX1											DLL4 TOX													DRD2 INSM1 MDK TOX			MDK PROX1		DLL4 INSM1 MDK		DRD2 INSM1 MDK PROX1 TOX		DLL4 INSM1 TOX	DLL4 MDK PROX1							INSM1 TOX			DLL4 PROX1	DLL4 INSM1 PROX1 TOX	DLL4 MDK PROX1									
GO_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY											CAMK2B SYP				AGT SYP		AGT SYP						CAMK2B SYP			AGT SYP	CAMK2B DRD2			AGT SYP		AGT CAMK2B		CAMK2B DRD2 KIT			AGT CAMK2B SYP															KIT SYP	CAMK2B KIT					
GO_REGULATION_OF_NEURON_DIFFERENTIATION			KIF1A LINGO1 LZTS1 MAP6 MDK PROX1 SEMA6B SFRP1	CAMK2B CHRNB2 DLL1 SERPINI1 TP73	CAMK2B CHRNA3 CHRNB2 DLL1 EPHB3 GPC2 HEYL SCN1B TP73				CHRNB2 DPYSL3 GPC2 HECW2 HEYL LZTS1 NEUROD2 NREP SERPINI1		CAMK2B CHRNA3 CHRNB2 EPHB3 GPC2 HEYL LINGO1 MAP6 PMP22 PROX1 SCN1B SEMA6B SERPINI1 SFRP1 TP73	CHRNB2 DLL1 LINGO1 MAP6 PMP22 PROX1 SEMA6B			AGT LINGO1 NREP SEMA6B			NEUROD2 NEUROG3	NEUROD2 NEUROG3	CHRNA3 EPHB3			CAMK2B DPYSL3 NKX2-2			AGT HECW2 MDK NEUROD2 SFRP1	CAMK2B DPYSL3 EPHB3 HECW2 LZTS1 MAP6 MDK NEUROD2 NKX2-2 NREP PMP22 SFRP1 TOX		CHRNB2 DLL1 EPHB3 HEYL LINGO1 LZTS1 NEUROD2 NEUROG3 NREP SERPINI1 SFRP1 TP73	AGT DPYSL3 HECW2 HEYL LINGO1 MAP6 MDK NEUROD2 NREP PROX1	CHRNA3 KIF1A	AGT CAMK2B CHRNA3 DPYSL3 GPC2 LINGO1 MAP6 MDK NEUROD1 NKX2-2 NREP NTRK1 PMP22 SEMA6B SERPINI1 TP73	GPC2 NTRK1 PMP22 SERPINI1 TOX	CAMK2B DPYSL3 EPHB3 HEYL LINGO1 LZTS1 MAP6 MDK NEUROD1 NREP PMP22 PROX1 SEMA6B SERPINI1 TOX TP73		CAMK2B GPC2 LINGO1 NEUROG3 SCN1B SERPINI1 TOX TP73	AGT CAMK2B CHRNA3 CHRNB2 DPYSL3 HECW2 HEYL LINGO1 MDK NTRK1 PMP22 PROX1 SEMA6B SERPINI1 TP73		CHRNA3 DLL1 NKX2-2 NREP	CHRNB2 HECW2 MAP6 SEMA6B TOX	CHRNA3 DLL1 EPHB3 GPC2 HECW2 HEYL LZTS1 NREP SFRP1 TP73	HECW2 MDK NEUROD2		CAMK2B CHRNA3 DLL1 HECW2 HEYL KIF1A MAP6 NEUROD1 NEUROD2 NKX2-2 SFRP1 TOX TP73			CAMK2B DPYSL3 EPHB3 HECW2 HEYL LINGO1 LZTS1 MAP6 NREP PMP22 PROX1 SCN1B SEMA6B TP73	CHRNB2 DLL1 DPYSL3 EPHB3 GPC2 HECW2 LZTS1 PMP22 PROX1 SEMA6B SERPINI1 TOX TP73	AGT HECW2 LINGO1 MDK NEUROD2 NTRK1 PMP22 PROX1 SEMA6B SERPINI1		NREP SEMA6B	CHRNB2 DLL1 DPYSL3 EPHB3 HECW2 HEYL LINGO1 NREP NTRK1 SERPINI1 TP73	CAMK2B CHRNA3 DPYSL3 SERPINI1				DLL1 MDK NEUROD2 SCN1B SFRP1	HEYL NEUROD2 NEUROG3 SFRP1
GO_REGULATION_OF_NEURON_MIGRATION																											CAMK2B MDK					CAMK2B MDK		CAMK2B MDK			CAMK2B MDK																					
GO_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT			KIF1A LINGO1 LZTS1 MAP6 MDK SEMA6B SFRP1	CAMK2B CHRNB2 SERPINI1	CAMK2B CHRNA3 CHRNB2 EPHB3 GPC2 SCN1B				CHRNB2 DPYSL3 GPC2 HECW2 LZTS1 SERPINI1	AGT NEUROG3	CAMK2B CHRNA3 CHRNB2 EPHB3 GPC2 LINGO1 MAP6 PMP22 SCN1B SEMA6B SERPINI1 SFRP1									CHRNA3 EPHB3		HECW2 LZTS1	CAMK2B DPYSL3				CAMK2B DPYSL3 EPHB3 HECW2 LZTS1 MAP6 MDK PMP22 SFRP1 TOX		CHRNB2 EPHB3 LINGO1 LZTS1 NEUROG3 SERPINI1 SFRP1	AGT DPYSL3 HECW2 LINGO1 MAP6 MDK	CHRNA3 KIF1A	AGT CAMK2B CHRNA3 DPYSL3 GPC2 LINGO1 MAP6 MDK NTRK1 PMP22 SEMA6B SERPINI1	GPC2 NTRK1 PMP22 SERPINI1 TOX	CAMK2B DPYSL3 EPHB3 LINGO1 LZTS1 MAP6 MDK PMP22 SEMA6B SERPINI1 TOX		CAMK2B GPC2 LINGO1 NEUROG3 SCN1B SERPINI1 TOX	AGT CAMK2B CHRNA3 CHRNB2 DPYSL3 HECW2 LINGO1 MDK NTRK1 PMP22 SEMA6B SERPINI1			CHRNB2 HECW2 MAP6 SEMA6B TOX	CHRNA3 EPHB3 GPC2 HECW2 LZTS1 SFRP1			CAMK2B CHRNA3 HECW2 KIF1A MAP6 SFRP1 TOX			CAMK2B DPYSL3 EPHB3 HECW2 LINGO1 LZTS1 MAP6 PMP22 SCN1B SEMA6B	CHRNB2 DPYSL3 EPHB3 GPC2 HECW2 LZTS1 PMP22 SEMA6B SERPINI1 TOX	AGT HECW2 LINGO1 MDK NTRK1 PMP22 SEMA6B SERPINI1			CHRNB2 DPYSL3 EPHB3 HECW2 LINGO1 NTRK1 SERPINI1	CAMK2B CHRNA3 DPYSL3 SERPINI1				MDK SCN1B SFRP1	
GO_REGULATION_OF_NEUROTRANSMITTER_LEVELS			CPLX1 DRD2 SLC1A2 SYNGR3 SYT5	CHRNB2 SYT5	CADPS CHRNA3 CHRNB2 SLC1A2			ADORA2A CHRNA3			CADPS CHRNA3 CHRNB2 SYP SYT5		CADPS CHRNB2 DRD2 SLC1A2		ADORA2A SLC1A2 SYP		ADORA2A SYNGR3 SYP						CPLX1 SYP						CADPS CHRNB2 CPLX1 DRD2 SLC1A2 SYT5	ADORA2A CPLX1 SYNGR3 SYP SYT5		CADPS CHRNA3 CPLX1 SLC1A2 SYNGR3		CADPS CPLX1 DRD2 SLC1A2			CADPS CHRNA3 CHRNB2 CPLX1 SYP		CHRNA3 SYP	CADPS CHRNB2 CPLX1 SYP	CHRNA3 CPLX1 SLC1A2 SYP SYT5						ADORA2A CPLX1 SLC1A2 SYNGR3 SYT5	CHRNB2 SLC1A2 SYNGR3 SYT5	ADORA2A CPLX1 SYNGR3 SYT5			CADPS CHRNB2 CPLX1 SYP SYT5						
GO_REGULATION_OF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY				CNIH2 NPTXR RGS9	NPTX1 NPTXR							CNIH2 RGS9			CNIH2 NPTX1												CNIH2 RGS9		CACNG4 CNIH2	CACNG4 CNIH2				CACNG4 NPTX1 NPTXR RGS9		NPTX1 NPTXR RGS9	NPTXR RGS9			CNIH2 RGS9	CNIH2 NPTX1			CACNG4 CNIH2 RGS9			CNIH2 RGS9	NPTX1 RGS9				CACNG4 CNIH2 NPTXR RGS9					CNIH2 RGS9	
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT			CPLX1 DRD2		CHRNA3 CHRNB2			ADORA2A CHRNA3			CHRNA3 CHRNB2 SYP		CHRNB2 DRD2		ADORA2A SYP		ADORA2A SYP						CPLX1 SYP						CHRNB2 CPLX1 DRD2	ADORA2A CPLX1 SYP							CHRNA3 CHRNB2 CPLX1 SYP		CHRNA3 SYP	CHRNB2 CPLX1 SYP	CHRNA3 CPLX1 SYP								ADORA2A CPLX1			CHRNB2 CPLX1 SYP						
GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS			JAM3 MDK																							JAM3 MDK	JAM3 MDK			JAM3 MDK																												
GO_REGULATION_OF_NEUTROPHIL_EXTRAVASATION																											CD99L2 MDK					CD99L2 MDK					CD99L2 MDK																					
GO_REGULATION_OF_NEUTROPHIL_MIGRATION			JAM3 MDK											CD99L2 JAM3												JAM3 MDK	CD99L2 JAM3 MDK		CD99L2 JAM3	JAM3 MDK		CD99L2 MDK					CD99L2 MDK																					
GO_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY				CNIH2 RGS9								CNIH2 RGS9															CNIH2 RGS9													CNIH2 RGS9				CNIH2 RGS9			CNIH2 RGS9					CNIH2 RGS9					CNIH2 RGS9	
GO_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY											NKD1 SFRP1																																	NKD1 SFRP1														
GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY					DLL1 DLL4																																															DLL1 DLL4 KIT						
GO_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS					ACTN3 CBFA2T3																															ACTN3 CBFA2T3					ACTN3 CBFA2T3																	
GO_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION																											MDK NKX2-2					MDK NKX2-2 TP73		MDK TP73			MDK TP73							NKX2-2 TP73														
GO_REGULATION_OF_ORGANELLE_ORGANIZATION																																																									GRHL3 MAD2L2 MDK MLLT11 SFRP1 TMOD1	
GO_REGULATION_OF_ORGANIC_ACID_TRANSPORT								ADORA2A RGS4		ADORA2A AGT					ADORA2A AGT		ADORA2A AGT									AGT RGS4				ADORA2A AGT								AGT SLC38A3			RGS4 SLC38A3						ADORA2A SLC38A3		ADORA2A AGT									
GO_REGULATION_OF_ORGAN_GROWTH											PROX1 RGS4 TP73																							PROX1 RGS4 TP73							RGS4 TP73																	
GO_REGULATION_OF_OSSIFICATION																																																									MDK SFRP1	GDF10 SFRP1
GO_REGULATION_OF_OSTEOBLAST_DIFFERENTIATION																																																										GDF10 SFRP1
GO_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION																													LTF SFRP1																													
GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY										AGT CYGB																																																
GO_REGULATION_OF_PEPTIDASE_ACTIVITY				LTF SERPINI1 WNT9A	AMBP DPEP1 LTF ST18 WNT9A	ADORA2A DPEP1		ADORA2A DPEP1	SERPINI1 ST18 TFPI2 WNT9A	ADORA2A AGT TFPI2					ADORA2A AGT AMBP DPEP1 TFPI2		ADORA2A AGT				SERPINI1 TFPI2											AGT AMBP LTF SERPINI1 SPINK4 ST18 WNT9A	AMBP SERPINI1 ST18 WNT9A		LTF SPINK4 ST18 TFPI2													AMBP LTF SERPINI1 SPINK4 ST18 TFPI2 WNT9A	ADORA2A AGT AMBP SERPINI1 TFPI2									
GO_REGULATION_OF_PEPTIDE_HORMONE_SECRETION			ABCC8 DRD2 SFRP1 SOX4	ABCC8 KCNJ11	ABCC8 FFAR2 KCNJ11						ABCC8 FFAR2 RFX6 SFRP1 SOX4	ABCC8 FFAR2 RFX6 SOX4	DRD2 FFAR2		ABCC8 FFAR2 SOX4											ABCC8 FFAR2 SFRP1 SOX4	ABCC8 DRD2 SFRP1 SOX4		DRD2 FFAR2 KCNJ11 SFRP1 SOX4	CHGA KCNJ11 RFX6 SOX4		ABCC8 CHGA KCNJ11 NEUROD1 SOX4		ABCC8 DRD2 NEUROD1 RFX6		FFAR2 RFX6 SOX4				KCNJ11 RFX6				FFAR2 KCNJ11 NEUROD1 SFRP1			ABCC8 KCNJ11 RFX6 SOX4		FFAR2 RFX6 SOX4								KCNJ11 SFRP1	ABCC8 RFX6 SFRP1
GO_REGULATION_OF_PEPTIDE_SECRETION			ABCC8 CD200 CSF1R DRD2 SFRP1 SOX4	ABCC8 CSF1R KCNJ11	ABCC8 CSF1R FFAR2 KCNJ11					ABCC8 ADORA2A		ABCC8 CSF1R FFAR2 RFX6 SOCS1 SOX4			ABCC8 ADORA2A FFAR2 SOX4											ABCC8 CD200 FFAR2 SFRP1 SOX4	ABCC8 CD200 DRD2 SFRP1 SOX4		CSF1R DRD2 FFAR2 KCNJ11 SFRP1 SOX4	ADORA2A CHGA KCNJ11 RFX6 SOX4		ABCC8 CHGA KCNJ11 NEUROD1 SOCS1 SOX4		ABCC8 CSF1R DRD2 NEUROD1 RFX6 SOCS1		CSF1R FFAR2 RFX6 SOCS1 SOX4			CD200 KCNJ11 SOCS1				ADORA2A RFX6	CD200 FFAR2 KCNJ11 NEUROD1 SFRP1			ABCC8 ADORA2A CSF1R KCNJ11 RFX6 SOCS1 SOX4		ADORA2A CD200 FFAR2 RFX6 SOX4									ABCC8 RFX6 SFRP1
GO_REGULATION_OF_PEPTIDE_TRANSPORT			ABCC8 CD200 CSF1R DRD2 SFRP1 SOX4	ABCC8 CSF1R KCNJ11 TP73											ABCC8 ADORA2A FFAR2 SOX4																					CSF1R FFAR2 RFX6 SOCS1 SOX4 TP73							ADORA2A RFX6				ABCC8 ADORA2A CSF1R KCNJ11 RFX6 SOCS1 SOX4 TP73											
GO_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION																																																									IFNE MAD2L2	
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION								CSH1 CSH2		AGT CSH2		CRLF1 CSF1R ENPP2 SOCS1		CSF1R CSH1 CSH2															CRLF1 CSF1R ENPP2 SFRP1					CSF1R ENPP2 KIT SOCS1		CRLF1 CSF1R SOCS1									CSH1 CSH2												CRLF1 SFRP1	
GO_REGULATION_OF_PHOSPHATASE_ACTIVITY													DRD2 PPP1R16B RIMBP2		PPP1R16B RIMBP2							PPP1R14A PPP1R16B																		PPP1R14A PPP1R16B						PPP1R14A RIMBP2												
GO_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING													FLT1 PPP1R16B		AGT FLT1 PPP1R16B																	AGT FLT1 NTRK1 PPP1R16B	KIT NTRK1 PPP1R16B	FLT1 KIT PPP1R16B				AGT FLT1			FLT1 PPP1R16B											FLT1 KIT NTRK1						
GO_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY															AGT FLT1															AGT FLT1		AGT FLT1		FLT1 KIT				AGT FLT1														FLT1 KIT						
GO_REGULATION_OF_PHOSPHOLIPASE_C_ACTIVITY															AGT FLT1															AGT FLT1		AGT FLT1		FLT1 KIT				AGT FLT1														FLT1 KIT						
GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS																																		FLT1 KIT SOCS1																								
GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY													DRD2 PPP1R16B									PPP1R14A PPP1R16B							DRD2 ELFN1 PPP1R14A											PPP1R14A PPP1R16B	PPP1R14A PPP1R16B																	
GO_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS					ACTN3 AMBP CBFA2T3 CDH5 CDKN1C CHRNA3 CSF1R EPHB3 GADD45G LTF PPP1R16B RIMBP2 SH3RF3 TP73			ADORA2A CHRNA3 CSH1 CSH2 RGS4		ADORA2A AGT CSH2 GDF10	ACTN3 CHRNA3 CRLF1 ENPP2 EPHB3 FLT1 GADD45G GDF10 HSPA2 ITPRIP LEFTY1 MAD2L2 PPP1R14A PROX1 RGS4 RIMBP2 SFRP1 TP73		CSH1 DRD2 FLT1 ITPRIP LEFTY1 PPP1R16B RIMBP2							CHRNA3 EPHB3 LEFTY1	CDKN1C GADD45G HSPA2 IFNE	HSPA2 ITPRIP PPP1R14A PPP1R16B SH3RF3							AMBP CBFA2T3 CDH5 CDKN1C CRLF1 CSF1R DRD2 ELFN1 ENPP2 EPHB3 FLT1 GADD45G INSM1 ITPRIP LEFTY1 LTF PPP1R14A SFRP1 TP73					CSF1R DRD2 ENPP2 EPHB3 FLT1 GADD45G GDF10 INSM1 ITPRIP KIT LTF PPP1R16B PROX1 RGS4 RIMBP2 SOCS1 TP73		ACTN3 CBFA2T3 CDKN1C CRLF1 CSF1R INSM1 LEFTY1 MAD2L2 PPP1R14A SH3RF3 SOCS1 TP73					ACTN3 CBFA2T3 CDKN1C CHRNA3 EPHB3 FLT1 GADD45G LEFTY1 PPP1R14A PPP1R16B RGS4 SFRP1 SH3RF3 TP73						ADORA2A CBFA2T3 CDKN1C CRLF1 CSF1R EPHB3 GDF10 HSPA2 ITPRIP LEFTY1 MAD2L2 PPP1R14A PROX1 SH3RF3 SOCS1 TP73	AMBP CBFA2T3 CDH5 CDKN1C CSF1R CSH1 EPHB3 FLT1 GADD45G HSPA2 IFNE INSM1 ITPRIP LEFTY1 LTF PROX1 SH3RF3 TP73				ACTN3 AMBP CBFA2T3 CDKN1C CRLF1 CSF1R EPHB3 FLT1 GADD45G GDF10 HSPA2 IFNE KIT LEFTY1 MAD2L2 NTRK1 RIMBP2 TP73						
GO_REGULATION_OF_PHOSPHORYLATION					ACTN3 AMBP CBFA2T3 CDH5 CDKN1C CHRNA3 CSF1R EPHB3 GADD45G LTF SH3RF3 TP73			ADORA2A CHRNA3 CSH1 CSH2 RGS4		ADORA2A AGT CSH2 GDF10	ACTN3 CHRNA3 CRLF1 ENPP2 EPHB3 FLT1 GADD45G GDF10 HSPA2 ITPRIP LEFTY1 MAD2L2 PPP1R14A PROX1 RGS4 SFRP1 TP73									CHRNA3 EPHB3 LEFTY1	CDKN1C GADD45G HSPA2 IFNE	HSPA2 ITPRIP PPP1R14A SH3RF3							AMBP CBFA2T3 CDH5 CDKN1C CRLF1 CSF1R DRD2 ENPP2 EPHB3 FLT1 GADD45G INSM1 ITPRIP LEFTY1 LTF PPP1R14A SFRP1 TP73							ACTN3 CBFA2T3 CDKN1C CRLF1 CSF1R INSM1 LEFTY1 MAD2L2 PPP1R14A SH3RF3 SOCS1 TP73					ACTN3 CBFA2T3 CDKN1C CHRNA3 EPHB3 FLT1 GADD45G LEFTY1 PPP1R14A RGS4 SFRP1 SH3RF3 TP73						ADORA2A CBFA2T3 CDKN1C CRLF1 CSF1R EPHB3 GDF10 HSPA2 ITPRIP LEFTY1 MAD2L2 PPP1R14A PROX1 SH3RF3 SOCS1 TP73	AMBP CBFA2T3 CDH5 CDKN1C CSF1R CSH1 EPHB3 FLT1 GADD45G HSPA2 IFNE INSM1 ITPRIP LEFTY1 LTF PROX1 SH3RF3 TP73	ADORA2A AGT AMBP CBFA2T3 CDH5 CDKN1C CRLF1 ENPP2 GDF10 HSPA2 NTRK1 PROX1			ACTN3 AMBP CBFA2T3 CDKN1C CRLF1 CSF1R EPHB3 FLT1 GADD45G GDF10 HSPA2 IFNE KIT LEFTY1 MAD2L2 NTRK1 TP73						
GO_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS																																																	AGT PLTP									
GO_REGULATION_OF_POSTSYNAPSE_ORGANIZATION																																																					CAMK2B LRFN1					
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_NEUROTRANSMITTER_RECEPTOR_LEVELS																													CACNG4 CPLX1	CACNG4 CPLX1				CACNG4 CPLX1																		CACNG4 CPLX1						
GO_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL					CHRNA3 CHRNB2			ADORA2A CHRNA3 RGS4	CHRNB2 P2RX6		CHRNA1 CHRNA3 CHRNB2 GABRE MPP2 P2RX6 RGS4	CHRNA1 CHRNB2 P2RX6	CHRNB2 DRD2													GABRE P2RX6 RGS4	CHRNA1 DRD2 GABRE MPP2		CHRNA1 CHRNB2 DRD2 GABRE P2RX6			CHRNA1 CHRNA3 P2RX6	CHRNA1 MPP2 P2RX6	CHRNA1 DRD2 MPP2 P2RX6 RGS4			CHRNA3 CHRNB2 GABRE MPP2 P2RX6		CHRNA3 GABRE MPP2	CHRNB2 MPP2 P2RX6	CHRNA3 MPP2 RGS4								ADORA2A GABRE P2RX6									
GO_REGULATION_OF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY				CNIH2 NPTXR	NPTX1 NPTXR										CNIH2 NPTX1														CACNG4 CNIH2	CACNG4 CNIH2				CACNG4 NPTX1 NPTXR		NPTX1 NPTXR					CNIH2 NPTX1			CACNG4 CNIH2								CACNG4 CNIH2 NPTXR						
GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT			DRD2 GAL																							GAL RGS4								DRD2 GAL RGS4																								
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE												FFAR2 MAD2L2 SPON2	FFAR2 SPON2																							FFAR2 MAD2L2 SPON2																						
GO_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS																																						HECW2 RAB26																				
GO_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION					CDH5 PPP1R16B								DRD2 PPP1R16B									PPP1R14A PPP1R16B							CDH5 DRD2 ELFN1 PPP1R14A			CDH5 PPP1R14A PPP1R16B	CDH5 PPP1R16B					CDH5 ELFN1		PPP1R14A PPP1R16B	PPP1R14A PPP1R16B					CDH5 PPP1R14A												
GO_REGULATION_OF_PROTEIN_KINASE_ACTIVITY				CSF1R GADD45G LTF TP73	CDKN1C CHRNA3 CSF1R GADD45G LTF TP73			ADORA2A CHRNA3 RGS4									ADORA2A AGT GADD45G												CDKN1C CSF1R DRD2 FLT1 GADD45G ITPRIP LTF SFRP1 TP73			AGT CHRNA3 FLT1 GADD45G ITPRIP LTF NTRK1 SOCS1 TP73		CSF1R DRD2 FLT1 GADD45G ITPRIP KIT LTF PROX1 RGS4 SOCS1 TP73				AGT FLT1 LTF			CDKN1C CHRNA3 FLT1 GADD45G RGS4 SFRP1 TP73		ADORA2A KIT															
GO_REGULATION_OF_PROTEIN_LOCALIZATION				ABCC8 CNIH2 CSF1R KCNJ11 TP73																																							ADORA2A RFX6															
GO_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE				KCNJ11 TP73	GPC2 KCNJ11 TP73																																																					
GO_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS								ADORA2A CHRNA3 CSH1 CSH2 RGS4		ADORA2A AGT CSH2 GDF10											CDKN1C GADD45G HSPA2 IFNE	HSPA2 ITPRIP PPP1R14A PPP1R16B SH3RF3							AMBP CDH5 CDKN1C CRLF1 CSF1R DRD2 ELFN1 ENPP2 FLT1 GADD45G INSM1 ITPRIP LEFTY1 LTF PPP1R14A SFRP1 SOX4 TP73							CDKN1C CRLF1 CSF1R INSM1 LEFTY1 MAD2L2 PPP1R14A SH3RF3 SOCS1 SOX4 TP73														KIT SH3RF3 SOX4								
GO_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY				CSF1R GADD45G LTF TP73	CDKN1C CSF1R GADD45G LTF TP73																CDKN1C GADD45G								CDKN1C CSF1R FLT1 GADD45G LTF SFRP1 TP73					CSF1R FLT1 GADD45G KIT LTF PROX1 RGS4 TP73	GADD45G LTF			AGT FLT1 LTF			CDKN1C FLT1 GADD45G RGS4 SFRP1 TP73							CDKN1C CSF1R FLT1 GADD45G LTF PROX1 TP73				CDKN1C CSF1R FLT1 GADD45G KIT NTRK1 TP73						
GO_REGULATION_OF_PROTEOLYSIS					AMBP CBFA2T3 DPEP1 LTF ST18 WNT9A					ADORA2A AGT TFPI2					ADORA2A AGT AMBP DPEP1 TFPI2																				LTF SPINK4 ST18 TFPI2																							
