	AEBP1	ARNT2	ARX	ASCL1	ASCL2	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	ETV1	FEV	FOXD4L5	FOXJ1	FOXP2	GATA2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HLF	HMBOX1	INSM1	ISL1	KCNIP3	LMX1A	LMX1B	LTF	MAFA	MAFB	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NPAS3	NR4A3	ONECUT1	PAX4	PAX6	PBX3	PLAG1	POU2F2	POU5F1	PROX1	RFX6	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TET1	TFCP2L1	TP73	ZFP69B	ZNF117	ZNF382	ZNF492	ZNF514	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
WP_HYPERTROPHY_MODEL	1	1	1	0.013776169968579333	0.02079267075725122	1	1	1	1	1	1	1	1	1	1	1	1	0.04822986337968882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.026626136776552345	1	1	1	0.014668820188435072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	1	1	1	1	1	1	1	1	1	1	1	1	1	0.027456824723131712	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014651139934482194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07842313922414745	0.0834222324755649	1	1	1	0.010920504530643749	1	1	1	1	1	1	1	1	1	1
WP_IL18_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08874766605698625	1	1	1	1	1	1	1	1	1
WP_IMATINIB_AND_CHRONIC_MYELOID_LEUKEMIA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01636367074186662	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09636226206801735	1	1	1	1	0.009103823128458033	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057597459189561384	1	1	1	0.010030663033045784	1	1	1	1	1	1	1	1	1	1	1
WP_INSULIN_SIGNALING	1	1	1	0.057750309770075114	1	1	1	1	1	1	1	1	1	1	1	1	0.00991394017808156	0.007993964702872058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.017344230836768504	1	1	1	1	1	1	0.09222815651171079	1	1	1	0.038189719055294225	1	1	1	1	1	0.08317447168733871	1	1	1	0.06369289839487291	1	1	1	1	1	1
WP_INTEGRINMEDIATED_CELL_ADHESION	1	1	1	0.014476445066962995	1	1	1	1	1	1	1	1	1	1	0.0978312095568934	1	0.04302765510165363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03256096968325839	1	1	1	1	0.05504609567942376	1	1	1	0.006142087110090677	1	0.07313655719635648	1	1	1	0.01616298535288274	1	1	0.06322779114098287	1	1	1	1	1	1	1	0.05243912040558418	1	1	1	1	0.07548231486059098	1	0.05900039377863053	1	1	1	1	1	1	1	1	1
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09301680028803372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_INTRACELLULAR_TRAFFICKING_PROTEINS_INVOLVED_IN_CMT_NEUROPATHY	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03169614396492049	1	1	1	0.011758467679938045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0792518224263199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09521818054045594	1	1	0.001431416095711957	0.09648331700042001	0.08958828932808938	0.09521818054045594	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0024325646052404393
WP_KIT_RECEPTOR_SIGNALING_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0558721078744826	1	1	1	1	1	1	1	1	1	1
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06482802766370122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_LUNG_FIBROSIS	1	1	1	1	0.03365622043290739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04701677234724222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.02371648734749221	1	1	1	1	1	1	1	1	1
WP_MAJOR_RECEPTORS_TARGETED_BY_EPINEPHRINE_AND_NOREPINEPHRINE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0023811535909528114	1	1	1	0.001960747171232513	1	1	1	1	1	1	1	1	0.00023828541389037117	1	1	1	0.03977232292005328	1	1	0.005684767481751174	1	1	1	1	1	1	1	1	0.0037394652109593585	0.012540446796063032	1	1	1	1	1	0.0072157211113000885	1	1	1	1	1	1	1	1	1	1	0.040804163795696735	1	1	1	1	1	1	1	1	1	1	1
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07420297914226581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION	1	1	1	1	0.015212628822345975	1	1	1	1	1	1	1	1	1	1	0.06942220895879014	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0069024837193709665	1	1	0.03435039118009098	1	0.06657629530870979	0.0715835952146584	1	1	1	0.0482050384309789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MAPK_CASCADE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01211224622941498	1	0.022400475517435736	0.020297947234013347	1	0.03825203693781609	1	1	1	1	1	1	1	1	1	0.030726840215564932	1	1	1	1	1	1	1	1	1	1	0.02970616627719136	1	0.009490400446045877	1	1	1	1	1	0.09266155883852045	1	1	0.02388276703625658	0.03280972091113343	1	0.02538367737746683	1	1	1	0.02590087247491324	1	1	1	1	1	0.018599983442378787	1	1	1	0.0008507524605696482	1	1	1	0.007307585730884414	1	1
WP_MAPK_SIGNALING_PATHWAY	1	0.0006610296605629173	0.03208096031118968	1	0.06154092553199053	1	1	1	1	1	1	1	1	1	1	0.012275649639012398	0.0022504366127640285	0.004912640368206489	0.016450204738717056	1	0.02845215151757885	1	1	1	1	1	1	0.07471997610319903	1	0.004793372314844446	1	1	1	0.0027351660915082565	0.029867146632148622	1	1	0.00029924073173059895	1	1	0.004334857955953342	0.015799339509862342	1	1	1	0.001044644448968901	0.008194993521107086	0.029026325565782884	0.0017809413830623955	1	0.016497263618920344	0.009589057586057215	1	1	0.0033371696915409643	1	0.045015058038429534	0.00022229060486078644	0.0003775264955916402	1	0.00010088894035031881	1	1	1	1	1	1	1	0.05317975980983103	1	0.06081882196167454	1	1	0.014437364717140078	1
WP_MATRIX_METALLOPROTEINASES	1	1	0.0971111060484724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MBDNF_AND_PROBDNF_REGULATION_OF_GABA_NEUROTRANSMISSION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08271465113786192	1	0.03359844672358281	0.042299440763231444	1	1	1	1	1	1	1	1	1	5.121813192476843e-05	0.04372313201269462	0.0074772114619452434	1	1	0.05339832220062435	1	1	1	0.02000375382286579	1	1	1	1	0.013742651509180859	1	1	0.010564986355262596	0.01083596178468349	0.006070332294125125	1	1	1	0.03414648096367068	1	1	1	1	0.019509687027309597	0.0008042364559709414	1	1	1	1	1	1	1	1	1	1	1	1	0.04516465925651514	1	1	1	1
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	1	1	1	0.06953375334985723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07869985065524077	1	0.0736390252540059	1	1	1	0.0736390252540059	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030373318263130056	1	1	1	1	1	1
WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030196324512855144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03996398963959724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05730670391745862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MELANOMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06962724030038814	1	1	1	1	1	1	1	1	1	1
WP_MESODERMAL_COMMITMENT_PATHWAY	1	0.063904361737262	1	0.05157165839022915	1	1	1	1	1	1	1	1	1	0.022712467749478105	1	1	1	0.006408358371078227	1	0.05830677374407589	1	1	1	1	1	1	1	1	1	1	1	0.0010307596338946512	1	1	1	1	1	1	1	1	0.03835241231512099	1	1	0.003276210113486999	1	1	1	1	1	0.0326319591467954	1	1	1	1	0.03091891213529696	1	1	1	1	0.008556170119000228	1	1	1	1	1	0.02081930710614044	1	1	1	1	1	1	1	1	0.06658954953180451
WP_METABOLIC_PATHWAY_OF_LDL_HDL_AND_TG_INCLUDING_DISEASES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06942220895879014	1	1	1	1	0.033802429759365094	1	1	1	1	1	1	1	1	1	1	1	1	0.050101875269646934	1	1	1	1	1	1	1	0.0482050384309789	1	1	1	1	1	0.010692444766737697	1	0.027510144414815807	1	1	0.009241548852592874	1	0.04178893677402529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II	1	1	0.00545057006126648	1	1	1	1	1	1	1	1	1	1	1	0.0676915110928078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09031875913561604	1	1	1	1	1	1	1	0.06527936053796513	1	1	1	1	0.047657608071477564	1	1	1	1	1	1	1	1	1	1	1	0.056253456789511214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_METHIONINE_DE_NOVO_AND_SALVAGE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.031838116471734956	1	0.0765240783868858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA	1	1	1	0.09904841673479359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MICRORNAS_IN_CARDIOMYOCYTE_HYPERTROPHY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09312225776807859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04699880992625505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.058988874536668456	1	1	1	0.06242892083264773	1	1	1	1	1	1	1	1	1	1	1	0.047347076924374454	0.05196205086483596	1	1	1	1	0.06281542989967992	1	1	1	1	1	1	1	1	1	1	1
WP_MONOAMINE_TRANSPORT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0114152509522909	1	0.002688423050228206	1	1	1	0.017252870318447133	1	0.00022114212537482913	1	1	1	1	1	1	1	1	1	1	0.030326861546624784	1	1	1	0.0013354978452643218	1	1	1	1	1	1	0.0035974927101065646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.003198271369078576	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS	1	1	0.06032867205994774	0.0546132023064152	0.032603412425365796	1	1	1	1	1	0.035685171099299584	1	1	0.0012936082538868021	1	0.020846685856431457	0.0026122893050412044	1	1	0.06169471786749636	1	1	1	1	1	1	1	1	1	0.04304997287841117	1	1	1	0.05306413969090573	0.020314808536397	1	0.0006328480363982925	0.05567240153397979	1	1	0.040688639187687614	0.018033703912322174	1	1	1	0.00016289994747220593	0.0023438137711512264	1	0.09998663254901141	0.03534288223988591	1	1	1	0.021310605940976002	0.000994618608645692	1	1	0.0026851491388228954	0.003787385563276069	0.02859915065660168	0.0035979432637842645	1	1	0.0006559598747415407	0.018207817048898844	1	1	1	1	1	1	1	0.0031231704334605537	1	0.06885388800128767
WP_NANOPARTICLEMEDIATED_ACTIVATION_OF_RECEPTOR_SIGNALING	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09912228619953578	0.09300372601183193	1	1	0.08832737953169145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07413848709519533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NCRNAS_INVOLVED_IN_STAT3_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.033802429759365094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06657629530870979	1	1	1	1	1	0.002559112871871716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NCRNAS_INVOLVED_IN_WNT_SIGNALING_IN_HEPATOCELLULAR_CARCINOMA	1	1	0.07398742039746953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07127116522565458	1	1	1	1	1	1	0.04029763223908478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08734813089321736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NEOVASCULARISATION_PROCESSES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.004537331688462043	1	1	1	1	1	1	0.0811264091902617	0.03669024568577772	0.04168974317492746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045535911194174994	1	1	1	1	1	1	1	1	1	1	1
WP_NEPHROTIC_SYNDROME	1	0.02897674122825067	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05403555871287491	1	1	1	1	1	1	1	1	1	1	0.05230119659840826	1	1	1	1	1	1	1	1	1	1	0.042342771884545494	0.05756508722415232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NEURAL_CREST_CELL_MIGRATION_DURING_DEVELOPMENT	1	1	1	0.052624213089701444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0457207038152625	1	1	1	0.05673711933755954	0.03389189849143026	1	1	0.02172274638110705	1	1	1	0.0015611583574585142	1	1	1	1	0.08073569262236546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NEURAL_CREST_CELL_MIGRATION_IN_CANCER	1	0.027793651042879564	1	0.05967026237409856	0.08708222596767723	1	1	1	1	1	1	1	1	1	1	1	1	0.042796149733539623	1	1	1	1	1	1	1	1	1	1	1	0.00582087228826067	1	1	1	0.06732813227165424	0.04055843250073066	1	1	0.005579529562868557	1	1	1	0.0002867848484722213	1	1	1	0.06903810238140573	0.014049432763716285	0.06324118510346222	0.030684604360598167	1	1	0.0406494173722316	1	1	1	1	1	1	0.05387345295581525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NEURAL_CREST_DIFFERENTIATION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04011584239192645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.045348442802795264	1	1	1	1	1	0.03305180782135686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NICOTINE_ACTIVITY_ON_DOPAMINERGIC_NEURONS	1	1	0.005643703361120411	0.015137419222956638	0.0015846692806835705	1	1	1	1	1	1	1	1	0.01974411035964274	1	0.00015737301219553856	0.006416491383658074	1	0.012588807438241756	1	0.005312151741448168	1	1	1	1	1	1	1	1	0.0006716188188057304	1	0.010454855562126109	1	0.009653531246891056	0.050704623279876015	1	9.386081465168061e-06	1	1	0.0023152494234380816	1	0.009103823128458033	1	0.016115085259377215	1	0.000953326811664712	0.0239773876580901	1	0.003995688550746501	0.0002648523450733409	1	1	0.013953264255189612	1	0.007328809197594266	1	1	1	1	0.006637734494471359	1	1	1	1	0.007771105456519822	1	1	1	1	1	1	1	1	1	1
WP_NOCGMPPKG_MEDIATED_NEUROPROTECTION	1	1	1	0.06953375334985723	1	1	1	1	1	1	1	1	1	1	0.0018370550321643586	1	1	1	1	1	0.04932417502980846	1	1	1	1	1	1	1	1	0.06059395087549291	1	1	1	0.0827297585512371	0.05039390762796503	1	1	0.03625205249865149	1	1	1	0.07869985065524077	1	1	1	0.08477807988194086	1	1	0.006450180891710344	1	1	1	1	1	0.00030488179216792144	1	1	0.0018565529397469582	0.01397555377065196	1	1	1	1	0.08546574060286127	0.03737940924474836	1	1	1	1	1	1	1	1	1	1
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034773388164647256	1	1	1	1	0.06270518511125733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.01197138436111711	1	1	1	0.002558054236738494	1	1	1	1	0.06796659283975559	0.0010728029167778041	0.029605847007075248	1	1	1	1	1	1	1	1	1
WP_NONSMALL_CELL_LUNG_CANCER	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07687935684627678	1	1	1	1	1	1	1	1	1	1
WP_NOTCH1_REGULATION_OF_HUMAN_ENDOTHELIAL_CELL_CALCIFICATION	1	0.004961899976225093	1	1	0.016989646282422166	1	1	1	1	1	1	1	1	1	1	1	0.04255715978093155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.046426016131814296	1	1	1	1	0.043512202289838764	1	1	1	0.05699745148845026	1	1	1	1	1	1	1	1	1	1	1
WP_NOTCH_SIGNALING	1	0.031402342556554275	1	1	0.015632226732711807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07199481023035204	1	1	1	1	1	1	0.010214581064929784	0.014698512617167148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.012667521919950464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_NOTCH_SIGNALING_PATHWAY_NETPATH	1	0.006114005294528324	0.09902969120744987	1	1	1	1	1	1	1	1	1	1	0.027645752099837217	0.04065823156830195	1	0.005991722119250031	1	1	0.02135802009457244	1	1	0.022837090059553367	1	1	1	1	0.025516485774393916	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.013414474002472532	1	1	1	1	0.07281550248188262	1	0.07686092793271859	1	1	0.03336520791538722	1	1	1	1	0.006305156558868319	1	1	1	1	1	1	1	0.015567587570563757	1	1	0.0998986174844293	1	1	1	1
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY	1	1	1	1	1	1	1	0.00896442945344278	1	1	1	1	1	1	1	1	1	0.09382095251439959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04701406738581648	1	0.0946140295784329	1	1	1	1
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.07919397772282877	1	1	1	1	1	1	1	1	1	1	1	1	0.01775590981311037	1	1	1	1	1	1	1	1	1
WP_OSTEOBLAST_DIFFERENTIATION	1	0.005365448680912377	1	0.09253506651071408	0.010898097585102962	1	1	1	1	1	0.021125288897446026	1	1	0.007960885279358454	1	1	0.006436116876630371	0.06056205936230752	0.07394788101400807	0.025780797359921448	1	1	0.009740709391823588	1	1	1	0.057286769565348505	1	1	1	1	0.058695447308019344	1	1	0.017501043296555552	1	1	1	1	0.06657891623998025	0.0029174650559005144	0.03877965018791685	1	0.09973084436920665	0.043740004729834636	1	1	0.09973084436920665	1	1	0.0798877405809133	0.05584425719228614	1	1	0.008295139711130828	1	1	0.06979889455652288	0.0005250917787380516	0.006868363774719444	1	1	0.00868494724843194	5.411700102431194e-05	1	0.0010507324104148674	1	0.0503467879152687	1	1	0.0034128145483647288	1	0.0006072042596509952	1	0.04161577836102215
WP_OVARIAN_INFERTILITY_GENES	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.029019894516119193	1	0.023424386690014454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05218279024483574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.057156816764565965	1	1
WP_OVERVIEW_OF_NANOPARTICLE_EFFECTS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.04156166894227875	1	1	1	1	1	1	1	1	1	1	1	1	0.06127449616239389	0.042227173663269	1	1	0.0870183653807679	1	1	1	1	1	1	1	0.06242892083264773	1	1	0.034518789932787675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_OXIDATIVE_DAMAGE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.05580542346649886	1	0.05820556104478625	1	1	1	1	1	0.0357306897797941	1	1	1	1	1	1	1	1	1	1	1	0.05869908084830111	1	1	1	1	1	1	0.04722354387378225	1	1	1	1
WP_OXYSTEROLS_DERIVED_FROM_CHOLESTEROL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016115085259377215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.062225265988864464	1	0.06137436419082043	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY	1	1	1	0.04640988414082037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038692388380503595	0.060068289299043176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09100552932194006	1	1	1	1	1	1
WP_PARKINSONS_DISEASE_PATHWAY	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.040265549955572744	1	1	1	1	1	1	1	1	1
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY	1	0.06435361522960226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.03998411433154492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06256497547705786	0.03325067479977095	1	1	1	1	1	1	1	1	1	1	1	1	0.02751186018381202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.06519625936859952	1	1	1	1	1	1	1	1	1	1	1
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.014573665184477558	1	1	1	1	1	1	0.08999350472925638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WP_PATHWAYS_REGULATING_HIPPO_SIGNALING	1	1	1	0.06014646700836157	0.025175188322078657	1	1	1	1	1	1	1	1	0.08379717610315174	1	1	1	1	0.04752041008310415	0.01408446825337406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0382561351936892	0.04752041008310415	0.05655333103730442	1	1	1	1	0.027418119388676332	1	1	1	0.05797531316410254	1	1	0.008765335149250708	1	1	1	1	1	1	1	1	1	0.005690378685349051	1	1	1	1	1	1	1	1	1	1	1
